Token ID	Token	Lemma	POS	Sense	Token ID IT	Token IT	Lemma IT	POS IT	Sense IT
d003.s018.t017	proposals	proposal	N	bn:00064776n	i003.s018.t005➕i003.s018.t014	prospettive➕proposte	prospettiva	NOUN	bn:00064776n
d003.s018.t003	of		X		i003.s018.t006	delle	di il	ADP	
d003.s018.t006	partners	partner	N		i003.s018.t007	parti	parte	NOUN	
d003.s018.t005	social	social	J	bn:00110842a	i003.s018.t008	sociali	sociale	ADJ	bn:00110842a
d003.s018.t011	,		X		i003.s018.t009	,	,	PUNCT	
d003.s018.t012	with		X		i003.s018.t010	con	con	ADP	
d003.s018.t013	particular	particular	J	bn:00102398a	i003.s018.t011	particolare	particolare	ADJ	bn:00102398a
d003.s018.t014	attention	attention	N	bn:00007020n	i003.s018.t012	attenzione	attenzione	NOUN	bn:00007020n
d003.s018.t016	to		X		i003.s018.t013	alle	a il	ADP	
d003.s018.t018	for		X		i003.s018.t015	per	per	ADP	
d003.s018.t019	removing	remove	V	bn:00088783v	i003.s018.t016	l&#39;eliminazione	l&#39;eliminazione	NOUN	bn:00088783v
d003.s018.t021	barriers	barrier	N	bn:00008714n	i003.s018.t018	barriere	barriera	NOUN	bn:00008714n
d003.s018.t020	age	age	N	bn:00001936n	i003.s018.t020	all&#39;età	all&#39;età	NOUN	bn:00001936n
d003.s018.t022	.		X		i003.s018.t021	.	.	PUNCT	
d003.s019.t001	Thirdly	thirdly	R	bn:00117283r	i003.s019.t002➕i003.s019.t003	terzo➕luogo	terzo	ADJ➕NOUN	bn:00117283r
d003.s019.t002	,		X		i003.s019.t004	,	,	PUNCT	
d003.s019.t003	the		X		i003.s019.t005	il	il	DET	
d003.s019.t004	project	project	N	bn:00064665n	i003.s019.t006	progetto	progetto	NOUN	bn:00064665n
d003.s019.t005	documents	document	N		i003.s019.t007	documenta	documentare	VERB	
d003.s019.t007	assesses	assess	V	bn:00082720v	i003.s019.t007➕i003.s019.t009	documenta➕valuta	documentare	VERB	bn:00082720v
d003.s019.t006	and		X		i003.s019.t008	e	e	CCONJ	
d003.s019.t008	initiatives	initiative	N	bn:00034797n	i003.s019.t010➕i003.s019.t011	le➕iniziative	il	DET➕NOUN	bn:00034797n
d003.s019.t009	,		X		i003.s019.t012	,	,	PUNCT	
d003.s019.t011	both		X		i003.s019.t013	sia	sia	CCONJ	
d003.s019.t012	the		X		i003.s019.t014	nel	in il	ADP	
d003.s019.t016	sectors	sector	N	bn:00070206n	i003.s019.t015	settore	settore	NOUN	bn:00070206n
d003.s019.t013	public	public	J	bn:00109211a	i003.s019.t016	pubblico	pubblico	ADJ	bn:00109211a
d003.s019.t014	and		X		i003.s019.t017	che	che	CCONJ	
d003.s019.t010	in		X		i003.s019.t018	in	in	ADP	
d003.s019.t015	private	private	J	bn:00104973a	i003.s019.t020	privato	privato	ADJ	bn:00104973a
d003.s019.t021	,		X		i003.s019.t021➕i003.s019.t029	,➕,	,	PUNCT	
d003.s019.t017	which		X		i003.s019.t022	che	che	PRON	
d003.s019.t018	combat	combat	N		i003.s019.t023	combattono	combattere	VERB	
d003.s019.t020	barriers	barrier	N	bn:00008714n	i003.s019.t025	barriere	barriera	NOUN	bn:00008714n
d003.s019.t019	age	age	N	bn:00001936n	i003.s019.t028	età	età	NOUN	bn:00001936n
d003.s019.t022	especially	especially	R	bn:00115235r	i003.s019.t031	particolare	particolare	NOUN	bn:00115235r
d003.s019.t023	for		X		i003.s019.t032	per	per	ADP	
d003.s019.t025	workers	worker	N	bn:00081593n	i003.s019.t034	lavoratori	lavoratore	NOUN	bn:00081593n
d003.s019.t024	older	old	J	bn:00096644a	i003.s019.t036	anziani	anziano	ADJ	bn:00096644a
d003.s019.t026	.		X		i003.s019.t037	.	.	PUNCT	
d003.s020.t001	Seeking	seek	V	bn:00090460v	i003.s020.t001	Cercando	cercare	VERB	bn:00090460v
d003.s020.t002	alternatives	alternative	N	bn:00003132n	i003.s020.t002	alternative	alternativa	NOUN	bn:00003132n
d003.s020.t003	to		X		i003.s020.t003	al	a il	ADP	
d003.s020.t004	early	early	J	bn:00101935a	i003.s020.t004	prepensionamento	prepensionamento	NOUN	bn:00101935a
d003.s020.t005	retirement	retirement	N	bn:00067456n	i003.s020.t004	prepensionamento	prepensionamento	NOUN	bn:00067456n
d003.s020.t006	and		X		i003.s020.t005	e	e	CCONJ	
d003.s020.t007	redundancy	redundancy	N	bn:00066743n	i003.s020.t007	licenziamento	licenziamento	NOUN	bn:00066743n
d003.s020.t008	,		X		i003.s020.t008	,	,	PUNCT	
d003.s020.t009	the		X		i003.s020.t009	il	il	DET	
d003.s020.t010	project	project	N	bn:00064665n	i003.s020.t010	progetto	progetto	NOUN	bn:00064665n
d003.s020.t013	concerned	concern	V	bn:00083240v	i003.s020.t011	riguarda	riguardare	VERB	bn:00083240v
d003.s020.t012	primarily	primarily	R	bn:00114714r	i003.s020.t012➕i003.s020.t016	principalmente➕il	principalmente	ADV➕DET	bn:00114714r
d003.s020.t015	the		X		i003.s020.t013	il	il	DET	
d003.s020.t018	reintegration	reintegrate	V	bn:00092717v	i003.s020.t014➕i003.s020.t017	mantenimento➕reinserimento	mantenimento	NOUN	bn:00092717v
d003.s020.t017	,		X		i003.s020.t015	,	,	PUNCT	
d003.s020.t019	and		X		i003.s020.t018	e	e	CCONJ	
d003.s020.t020	retraining	retrain	V	bn:00092953v	i003.s020.t020	riqualificazione	riqualificazione	NOUN	bn:00092953v
d003.s020.t021	of		X		i003.s020.t021	dei	di il	ADP	
d003.s020.t023	workers	worker	N	bn:00081593n	i003.s020.t022	lavoratori	lavoratore	NOUN	bn:00081593n
d003.s020.t022	older	old	J	bn:00096644a	i003.s020.t024	anziani	anziano	ADJ	bn:00096644a
d003.s020.t024	.		X		i003.s020.t025	.	.	PUNCT	
d003.s021.t015	are	be	V		i003.s021.t001	Vengono	Venire	AUX	
d003.s021.t016	examined	examine	V	bn:00082596v	i003.s021.t002	esaminati	esaminare	VERB	bn:00082596v
d003.s021.t001	The		X		i003.s021.t003	il	il	DET	
d003.s021.t002	gender	gender	N	bn:00037634n	i003.s021.t004	genere	genere	NOUN	bn:00037634n
d003.s021.t003	and		X		i003.s021.t005	e	e	CCONJ	
d003.s021.t005	backgrounds	background	N	bn:00007781n	i003.s021.t006	l&#39;origine	l&#39;origine	VERB	bn:00007781n
d003.s021.t004	ethnic	ethnic	J	bn:00100762a	i003.s021.t007	etnica	etnico	ADJ	bn:00100762a
d003.s021.t006	of		X		i003.s021.t008	dei	di il	ADP	
d003.s021.t007	workers	worker	N	bn:00081593n	i003.s021.t009	lavoratori	lavoratore	NOUN	bn:00081593n
d003.s021.t008	and		X		i003.s021.t010	e	e	CCONJ	
d003.s021.t009	how		X		i003.s021.t012	modo	modo	NOUN	
d003.s021.t010	these		X		i003.s021.t015	questi	questo	PRON	
d003.s021.t011	relate	relate	V	bn:00082868v	i003.s021.t017	collegano	collegare	VERB	bn:00082868v
d003.s021.t012	to		X		i003.s021.t018	alla	a il	ADP	
d003.s021.t014	discrimination	discrimination	N	bn:00027538n	i003.s021.t019	discriminazione	discriminazione	NOUN	bn:00027538n
d003.s021.t013	age	age	N	bn:00001936n	i003.s021.t021	sull&#39;età	sull&#39;età	NOUN	bn:00001936n
d003.s021.t017	.		X		i003.s021.t022	.	.	PUNCT	
d003.s022.t001	The		X		i003.s022.t001	Il	il	DET	
d003.s022.t002	project	project	N	bn:00064665n	i003.s022.t002	progetto	progetto	NOUN	bn:00064665n
d003.s022.t004	considers	consider	V	bn:00085648v	i003.s022.t003➕i003.s022.t005	prende➕considerazione	prendere	VERB➕NOUN	bn:00085648v
d003.s022.t003	also	also	R	bn:00114246r	i003.s022.t006	anche	anche	ADV	bn:00114246r
d003.s022.t005	initiatives	initiative	N	bn:00034797n	i003.s022.t007➕i003.s022.t012	iniziative➕basata	iniziativa	NOUN➕ADJ	bn:00034797n
d003.s022.t006	to		X		i003.s022.t008	per	per	ADP	
d003.s022.t007	combat	combat	V		i003.s022.t009	combattere	combattere	VERB	
d003.s022.t009	discrimination	discrimination	N	bn:00027538n	i003.s022.t011	discriminazione	discriminazione	NOUN	bn:00027538n
d003.s022.t008	age	age	N	bn:00001936n	i003.s022.t013	sull&#39;età	sull&#39;età	NOUN	bn:00001936n
d003.s022.t010	in		X		i003.s022.t014	nelle	in il	ADP	
d003.s022.t012	areas	area	N	bn:00005513n	i003.s022.t015	zone	zona	NOUN	bn:00005513n
d003.s022.t011	rural	rural	J	bn:00109998a	i003.s022.t016	rurali	rurale	ADJ	bn:00109998a
d003.s022.t019	enterprises	enterprise	N	bn:00021286n	i003.s022.t016➕i003.s022.t022	rurali➕imprese	rurale	ADJ➕NOUN	bn:00021286n
d003.s022.t013	and		X		i003.s022.t017	e	e	CCONJ	
d003.s022.t014	in		X		i003.s022.t018	nelle	in il	ADP	
d003.s022.t015	small	small	J	bn:00106773a	i003.s022.t019	piccole	piccolo	ADJ	bn:00106773a
d003.s022.t016	and		X		i003.s022.t020	e	e	CCONJ	
d003.s022.t020	.		X		i003.s022.t023	.	.	PUNCT	
d003.s023.t007	the		X		i003.s023.t001	Il	il	DET	
d003.s023.t008	project	project	N	bn:00064665n	i003.s023.t002	progetto	progetto	NOUN	bn:00064665n
d003.s023.t004	are	be	V		i003.s023.t003	copre	coprire	VERB	
d003.s023.t005	covered	cover	V	bn:00085497v	i003.s023.t003	copre	coprire	VERB	bn:00085497v
d003.s023.t001	Seven		X		i003.s023.t004	sette	sette	NUM	
d003.s023.t003	states	state	N	bn:00011771n	i003.s023.t005	Stati	stato	NOUN	bn:00011771n
d003.s023.t002	member	member	N	bn:00054277n	i003.s023.t006	membri	membro	NOUN	bn:00054277n
d003.s023.t009	:		X		i003.s023.t007	:	:	PUNCT	
d003.s023.t010	Belgium	belgium	N	bn:00009714n	i003.s023.t008	Belgio	Belgio	PROPN	bn:00009714n
d003.s023.t011	,		X		i003.s023.t009	,	,	PUNCT	
d003.s023.t012	France	france	N	bn:00036202n	i003.s023.t010	Francia	Francia	PROPN	bn:00036202n
d003.s023.t013	,		X		i003.s023.t011	,	,	PUNCT	
d003.s023.t014	Germany	germany	N	bn:00026684n	i003.s023.t012	Germania	Germania	PROPN	bn:00026684n
d003.s023.t015	,		X		i003.s023.t013	,	,	PUNCT	
d003.s023.t016	Greece	greece	N	bn:00030401n	i003.s023.t014	Grecia	Grecia	PROPN	bn:00030401n
d003.s023.t017	,		X		i003.s023.t015	,	,	PUNCT	
d003.s023.t018	Italy	italy	N	bn:00047705n	i003.s023.t016	Italia	Italia	PROPN	bn:00047705n
d003.s023.t019	,		X		i003.s023.t017	,	,	PUNCT	
d003.s023.t022	and		X		i003.s023.t020	e	e	CCONJ	
d003.s023.t023	the		X		i003.s023.t021	Regno	Regno	PROPN	
d003.s023.t025	Kingdom	kingdom	N	bn:00049168n	i003.s023.t021	Regno	Regno	PROPN	bn:00049168n
d003.s023.t020	the		X		i003.s023.t022	Unito	Unito	PROPN	
d003.s023.t024	United	united	J	bn:00112908a	i003.s023.t022	Unito	Unito	PROPN	bn:00112908a
d003.s023.t026	.		X		i003.s023.t023	.	.	PUNCT	
d004.s001.t001	This		X		i004.s001.t002	presente	presente	ADJ	
d004.s001.t002	document	document	N	bn:00028015n	i004.s001.t003	documento	documento	NOUN	bn:00028015n
d004.s001.t003	is	be	V		i004.s001.t004	è	essere	AUX	
d004.s001.t004	a		X		i004.s001.t005	una	uno	DET	
d004.s001.t005	summary	summary	N	bn:00075142n	i004.s001.t006	sintesi	sintesi	NOUN	bn:00075142n
d004.s001.t006	of		X		i004.s001.t007	del	di il	ADP	
d004.s001.t007	the		X		i004.s001.t008	Rapporto	rapporto	NOUN	
d004.s001.t011	Report	report	N	bn:00067181n	i004.s001.t008	Rapporto	rapporto	NOUN	bn:00067181n
d004.s001.t010	Assessment	assessment	N	bn:00005120n	i004.s001.t010	Valutazione	valutazione	NOUN	bn:00005120n
d004.s001.t009	Public	public	J	bn:00109211a	i004.s001.t011	Pubblica	pubblico	ADJ	bn:00109211a
d004.s001.t008	European	european	J	bn:00102440a	i004.s001.t012	Europea	Europea	PROPN	bn:00102440a
d004.s001.t012	.		X		i004.s001.t013	.	.	PUNCT	
d004.s002.t002	explains	explain	V	bn:00087869v	i004.s002.t001	Spiega	spiegare	VERB	bn:00087869v
d004.s002.t003	how		X		i004.s002.t002	come	come	ADP	
d004.s002.t004	the		X		i004.s002.t004	comitato	comitato	NOUN	
d004.s002.t005	Committee	committee	N	bn:00021015n	i004.s002.t004	comitato	comitato	NOUN	bn:00021015n
d004.s002.t006	for		X		i004.s002.t005	per	per	ADP	
d004.s002.t007	Medicinal	medicinal	J	bn:00106556a	i004.s002.t007➕i004.s002.t008	medicinali➕veterinari	medicinale	NOUN➕ADJ	bn:00106556a
d004.s002.t010	Veterinary	veterinary	N	bn:00079883n	i004.s002.t007➕i004.s002.t008	medicinali➕veterinari	medicinale	NOUN➕ADJ	bn:00079883n
d004.s002.t012	(		X		i004.s002.t009	(	(	PUNCT	
d004.s002.t013	CVMP	cvmp	N		i004.s002.t010	CVMP	CVMP	PROPN	
d004.s002.t014	)		X		i004.s002.t011	)	)	PUNCT	
d004.s002.t015	assessed	assess	V	bn:00082720v	i004.s002.t013	valutato	valutare	VERB	bn:00082720v
d004.s002.t016	the		X		i004.s002.t014	gli	il	DET	
d004.s002.t017	studies	study	N	bn:00074790n	i004.s002.t015	studi	studio	NOUN	bn:00074790n
d004.s002.t018	performed	perform	V	bn:00087107v	i004.s002.t016	eseguiti	eseguire	VERB	bn:00087107v
d004.s002.t020	to		X		i004.s002.t017	per	per	ADP	
d004.s002.t021	reach	reach	V	bn:00088789v	i004.s002.t018	formulare	formulare	VERB	bn:00088789v
d004.s002.t022	their		X		i004.s002.t019	raccomandazioni	raccomandazione	NOUN	
d004.s002.t023	recommendations	recommendation	N	bn:00066562n	i004.s002.t019	raccomandazioni	raccomandazione	NOUN	bn:00066562n
d004.s002.t024	on		X		i004.s002.t020	sull&#39;uso	sull&#39;uso	ADJ	
d004.s002.t027	use	use	V	bn:00082705v	i004.s002.t020	sull&#39;uso	sull&#39;uso	ADJ	bn:00082705v
d004.s002.t028	the		X		i004.s002.t022	medicinale	medicinale	NOUN	
d004.s002.t029	medicine	medicine	N	bn:00054128n	i004.s002.t022	medicinale	medicinale	NOUN	bn:00054128n
d004.s002.t030	.		X		i004.s002.t023	.	.	PUNCT	
d004.s002.t019	,		X		i004.s002.t023	.	.	PUNCT	
d004.s003.t001	What		X		i004.s003.t001	Cos&#39;è	Cos&#39;è	PROPN	
d004.s003.t002	is	be	V		i004.s003.t001	Cos&#39;è	Cos&#39;è	PROPN	
d004.s003.t003	Cerenia	cerenia	N	bn:00923812n	i004.s003.t002	Cerenia	cerenia	PROPN	bn:00923812n
d004.s003.t004	?		X		i004.s003.t003	?	?	PUNCT	
d004.s004.t001	Cerenia	cerenia	N	bn:00923812n	i004.s004.t001	Cerenia	cerenia	NOUN	bn:00923812n
d004.s004.t002	contains	contain	V	bn:00085499v	i004.s004.t002	contiene	contenere	VERB	bn:00085499v
d004.s004.t003	the		X		i004.s004.t003	il	il	DET	
d004.s004.t004	active	active	J	bn:00096387a	i004.s004.t004	principio	principio	NOUN	bn:00096387a
d004.s004.t005	substance	substance	N	bn:00074985n	i004.s004.t005	attivo	attivo	ADJ	bn:00074985n
d004.s004.t006	maropitant	maropitant	N	bn:00923812n	i004.s004.t006	maropitant	maropitant	PROPN	bn:00923812n
d004.s004.t007	and		X		i004.s004.t007	ed	e	CCONJ	
d004.s004.t008	is	be	V		i004.s004.t008	è	essere	AUX	
d004.s004.t009	available	available	J	bn:00097846a	i004.s004.t009	disponibile	disponibile	ADJ	bn:00097846a
d004.s004.t010	as		X		i004.s004.t010	sotto	sotto	ADP	
d004.s004.t013	as		X		i004.s004.t011	forma	forma	NOUN	
d004.s004.t011	tablet	tablet	N	bn:00052222n	i004.s004.t013	compresse	compresse	NOUN	bn:00052222n
d004.s004.t012	or		X		i004.s004.t014	o	o	CCONJ	
d004.s004.t014	solution	solution	N	bn:00072760n	i004.s004.t015	soluzione	soluzione	NOUN	bn:00072760n
d004.s004.t016	injection	injection	N	bn:00046787n	i004.s004.t016	iniettabile	iniettabile	ADJ	bn:00046787n
d004.s004.t017	.		X		i004.s004.t017	.	.	PUNCT	
d004.s005.t001	The		X		i004.s005.t001	Le	il	DET	
d004.s005.t002	tablets	tablet	N	bn:00052222n	i004.s005.t002	compresse	compressa	NOUN	bn:00052222n
d004.s005.t003	are	be	V		i004.s005.t003	sono	essere	AUX	
d004.s005.t004	pale-orange	pale-orange	J		i004.s005.t006➕i004.s005.t007	arancione➕chiaro	arancione	ADJ	
d004.s005.t005	and		X		i004.s005.t008	e	e	CCONJ	
d004.s005.t006	have	have	V	bn:00088078v	i004.s005.t009	presentano	presentare	VERB	bn:00088078v
d004.s005.t007	a		X		i004.s005.t010	una	uno	DET	
d004.s005.t009	line	line	N	bn:00023645n	i004.s005.t011	linea	linea	NOUN	bn:00023645n
d004.s005.t010	on		X		i004.s005.t014	su	su	ADP	
d004.s005.t011	both		X		i004.s005.t015	entrambi	entrambi	DET	
d004.s005.t012	sides	side	N	bn:00032604n	i004.s005.t017	lati	lato	NOUN	bn:00032604n
d004.s005.t013	so	so	R	bn:00117049r	i004.s005.t019	modo	modo	NOUN	bn:00117049r
d004.s005.t014	that		X		i004.s005.t020	che	che	SCONJ	
d004.s005.t016	can		X		i004.s005.t021	possano	potere	AUX	
d004.s005.t017	be	be	V		i004.s005.t022	essere	essere	AUX	
d004.s005.t018	halved	halve	V	bn:00089157v	i004.s005.t023	divise	dividere	VERB	bn:00089157v
d004.s005.t019	.		X		i004.s005.t026	.	.	PUNCT	
d004.s006.t001	Each		X		i004.s006.t001	Ogni	ogni	DET	
d004.s006.t002	tablet	tablet	N	bn:00052222n	i004.s006.t002	compressa	compressa	NOUN	bn:00052222n
d004.s006.t003	is	be	V		i004.s006.t003	è	essere	AUX	
d004.s006.t004	marked	mark	V	bn:00090663v	i004.s006.t004	contrassegnata	contrassegnare	VERB	bn:00090663v
d004.s006.t005	with		X		i004.s006.t005	con	con	ADP	
d004.s006.t006	the		X		i004.s006.t006	il	il	DET	
d004.s006.t008	logo	logo	N	bn:00051872n	i004.s006.t007	logo	logo	NOUN	bn:00051872n
d004.s006.t007	Pfizer	pfizer	N	bn:03463336n	i004.s006.t008	Pfizer	Pfizer	PROPN	bn:03463336n
d004.s006.t009	on		X		i004.s006.t009	su	su	ADP	
d004.s006.t010	one		X		i004.s006.t010	un	uno	DET	
d004.s006.t011	side	side	N	bn:00032604n	i004.s006.t011	lato	lato	NOUN	bn:00032604n
d004.s006.t012	and		X		i004.s006.t012	e	e	CCONJ	
d004.s006.t013	with		X		i004.s006.t013	con	con	ADP	
d004.s006.t014	the		X		i004.s006.t014	le	il	DET	
d004.s006.t015	letters	letter	N	bn:00003057n	i004.s006.t015	lettere	lettera	NOUN	bn:00003057n
d004.s006.t016	MPT	mpt	N		i004.s006.t016	MPT	MPT	PROPN	
d004.s006.t017	and		X		i004.s006.t017	e	e	CCONJ	
d004.s006.t018	the		X		i004.s006.t018	la	il	DET	
d004.s006.t019	quantity	quantity	N	bn:00003603n	i004.s006.t019	quantità	quantità	NOUN	bn:00003603n
d004.s006.t020	of		X		i004.s006.t020	di	di	ADP	
d004.s006.t021	maropitant	maropitant	N	bn:00923812n	i004.s006.t021	maropitant	maropitant	DET	bn:00923812n
d004.s006.t022	on		X		i004.s006.t022	sull&#39;altro	sull&#39;altro	ADJ	
d004.s006.t024	other	other	J	bn:00108011a	i004.s006.t022	sull&#39;altro	sull&#39;altro	ADJ	bn:00108011a
d004.s006.t025	side	side	N	bn:00032604n	i004.s006.t023	lato	lato	NOUN	bn:00032604n
d004.s006.t023	the		X		i004.s006.t023	lato	lato	NOUN	
d004.s006.t026	.		X		i004.s006.t024	.	.	PUNCT	
d004.s007.t004	used	use	V	bn:00082705v	i004.s007.t001	A	a	ADP	bn:00082705v
d004.s007.t001	What		X		i004.s007.t002	cosa	cosa	PRON	
d004.s007.t002	is	be	V		i004.s007.t003	serve	servire	VERB	
d004.s007.t003	Cerenia	cerenia	N	bn:00923812n	i004.s007.t004	Cerenia	Cerenia	PROPN	bn:00923812n
d004.s007.t006	?		X		i004.s007.t005	?	?	PUNCT	
d004.s008.t001	Cerenia	cerenia	N	bn:00923812n	i004.s008.t001	Cerenia	cerenia	PROPN	bn:00923812n
d004.s008.t002	is	be	V		i004.s008.t002	è	essere	AUX	
d004.s008.t003	an		X		i004.s008.t003	un	uno	DET	
d004.s008.t004	anti-emetic	anti-emetic	N	bn:00004656n	i004.s008.t004	antiemetico	antiemetico	NOUN	bn:00004656n
d004.s008.t005	,		X		i004.s008.t005	,	,	PUNCT	
d004.s008.t006	this		X		i004.s008.t006	ciò	ciò	PRON	
d004.s008.t007	means	mean	V	bn:00089805v	i004.s008.t007	significa	significare	VERB	bn:00089805v
d004.s008.t008	that		X		i004.s008.t008	che	che	SCONJ	
d004.s008.t010	stops	stop	V	bn:00082787v	i004.s008.t009	smette	smettere	VERB	bn:00082787v
d004.s008.t009	it		X		i004.s008.t010	di	di	ADP	
d004.s008.t011	vomiting	vomit	V	bn:00083115v	i004.s008.t011	vomitare	vomitare	VERB	bn:00083115v
d004.s008.t012	.		X		i004.s008.t012	.	.	PUNCT	
d004.s009.t002	is	be	V		i004.s009.t001	È	essere	AUX	
d004.s009.t003	used	use	V	bn:00082705v	i004.s009.t002	utilizzato	utilizzare	VERB	bn:00082705v
d004.s009.t004	in		X		i004.s009.t003	nei	in il	ADP	
d004.s009.t005	dogs	dog	N	bn:00015267n	i004.s009.t004	cani	cane	NOUN	bn:00015267n
d004.s009.t006	to		X		i004.s009.t005	per	per	ADP	
d004.s009.t007	prevent	prevent	V	bn:00088454v	i004.s009.t006	prevenire	prevenire	VERB	bn:00088454v
d004.s009.t008	vomiting	vomit	V	bn:00083115v	i004.s009.t008	vomito	vomito	NOUN	bn:00083115v
d004.s009.t011	vomiting	vomit	V	bn:00083115v	i004.s009.t008➕i004.s009.t012	vomito➕quello	vomito	NOUN➕PRON	bn:00083115v
d004.s009.t009	such	such	J		i004.s009.t009	,	,	PUNCT	
d004.s009.t010	as		X		i004.s009.t011	esempio	esempio	NOUN	
d004.s009.t012	caused	cause	V	bn:00084069v	i004.s009.t013	causato	causare	VERB	bn:00084069v
d004.s009.t013	by		X		i004.s009.t014	dalla	da il	ADP	
d004.s009.t014	chemotherapy	chemotherapy	N	bn:00018141n	i004.s009.t015	chemioterapia	chemioterapia	NOUN	bn:00018141n
d004.s009.t015	(		X		i004.s009.t016	(	(	PUNCT	
d004.s009.t016	medicines	medicine	N	bn:00054128n	i004.s009.t017	medicinali	medicinale	NOUN	bn:00054128n
d004.s009.t017	used	use	V	bn:00082705v	i004.s009.t018	utilizzati	utilizzare	VERB	bn:00082705v
d004.s009.t018	for		X		i004.s009.t019	per	per	ADP	
d004.s009.t019	the		X		i004.s009.t020	il	il	DET	
d004.s009.t020	treatment	treatment	N	bn:00047235n	i004.s009.t021	trattamento	trattamento	NOUN	bn:00047235n
d004.s009.t021	of		X		i004.s009.t022	del	di il	ADP	
d004.s009.t022	cancer	cancer	N	bn:00015180n	i004.s009.t023	cancro	cancro	NOUN	bn:00015180n
d004.s009.t023	,		X		i004.s009.t024	,	,	PUNCT	
d004.s009.t024	some		X		i004.s009.t025	alcuni	alcuno	PRON	
d004.s009.t025	of		X		i004.s009.t026	dei	di il	ADP	
d004.s009.t026	which		X		i004.s009.t027	quali	quale	PRON	
d004.s009.t027	are	be	V		i004.s009.t028	sono	essere	AUX	
d004.s009.t028	known	know	V	bn:00090142v	i004.s009.t029	noti	noto	ADJ	bn:00090142v
d004.s009.t029	to		X		i004.s009.t030	per	per	ADP	
d004.s009.t030	cause	cause	V	bn:00084069v	i004.s009.t031	causare	causare	VERB	bn:00084069v
d004.s009.t031	vomiting	vomit	V	bn:00083115v	i004.s009.t032	vomito	vomito	NOUN	bn:00083115v
d004.s009.t032	)		X		i004.s009.t033	)	)	PUNCT	
d004.s009.t033	.		X		i004.s009.t034	.	.	PUNCT	
d004.s010.t001	In		X		i004.s010.t001	In	in	ADP	
d004.s010.t002	combination	combination	N	bn:00020872n	i004.s010.t002	combinazione	combinazione	NOUN	bn:00020872n
d004.s010.t003	with		X		i004.s010.t003	con	con	ADP	
d004.s010.t005	measures	measure	N	bn:00054018n	i004.s010.t004➕i004.s010.t032	misure➕seguita	misura	NOUN➕VERB	bn:00054018n
d004.s010.t004	supportive	supportive	J	bn:00111492a	i004.s010.t006	supporto	supporto	NOUN	bn:00111492a
d004.s010.t007	as		X		i004.s010.t007	come	come	ADP	
d004.s010.t008	other	other	J	bn:00108011a	i004.s010.t008	altri	altro	ADJ	bn:00108011a
d004.s010.t010	treatment	treatment	N	bn:00047235n	i004.s010.t009	trattamenti	trattamento	NOUN	bn:00047235n
d004.s010.t009	veterinary	veterinary	J	bn:00113583a	i004.s010.t010	veterinari	veterinario	ADJ	bn:00113583a
d004.s010.t011	or		X		i004.s010.t011	o	o	CCONJ	
d004.s010.t012	a		X		i004.s010.t012	una	uno	DET	
d004.s010.t014	diet	diet	N	bn:00027011n	i004.s010.t013	dieta	dieta	NOUN	bn:00027011n
d004.s010.t013	special	special	J	bn:00108295a	i004.s010.t014	speciale	speciale	ADJ	bn:00108295a
d004.s010.t015	,		X		i004.s010.t015	,	,	PUNCT	
d004.s010.t016	Cerenia	cerenia	N	bn:00923812n	i004.s010.t016	Cerenia	cerenia	PROPN	bn:00923812n
d004.s010.t017	can		X		i004.s010.t017	può	potere	AUX	
d004.s010.t019	be	be	V		i004.s010.t018	essere	essere	AUX	
d004.s010.t020	used	use	V	bn:00082705v	i004.s010.t019	utilizzato	utilizzare	VERB	bn:00082705v
d004.s010.t018	also	also	R	bn:00114246r	i004.s010.t020	anche	anche	ADV	bn:00114246r
d004.s010.t021	in		X		i004.s010.t021	nel	in il	ADP	
d004.s010.t023	treatment	treatment	N	bn:00047235n	i004.s010.t022	trattamento	trattamento	NOUN	bn:00047235n
d004.s010.t022	the		X		i004.s010.t023	del	di il	ADP	
d004.s010.t025	vomiting	vomiting	N	bn:00027565n	i004.s010.t024➕i004.s010.t028	vomito➕iniezione	vomito	NOUN	bn:00027565n
d004.s010.t026	(		X		i004.s010.t025	(	(	PUNCT	
d004.s010.t027	either		X		i004.s010.t026	sia	essere	CCONJ	
d004.s010.t028	as		X		i004.s010.t027	come	come	ADP	
d004.s010.t029	injection	injection	N	bn:00046787n	i004.s010.t028	iniezione	iniezione	NOUN	bn:00046787n
d004.s010.t030	or		X		i004.s010.t029	che	che	PRON	
d004.s010.t031	as		X		i004.s010.t030	come	come	ADP	
d004.s010.t032	injection	injection	N	bn:00046787n	i004.s010.t031	iniezione	iniezione	NOUN	bn:00046787n
d004.s010.t033	followed	follow	V	bn:00088425v	i004.s010.t032	seguita	seguire	VERB	bn:00088425v
d004.s010.t034	by		X		i004.s010.t033	da	da	ADP	
d004.s010.t035	tablets	tablet	N	bn:00052222n	i004.s010.t034	compresse	compresse	NOUN	bn:00052222n
d004.s010.t036	)		X		i004.s010.t035	)	)	PUNCT	
d004.s010.t037	.		X		i004.s010.t036	.	.	PUNCT	
d004.s011.t001	For		X		i004.s011.t001	A	a	ADP	
d004.s011.t002	these		X		i004.s011.t002	questi	questo	DET	
d004.s011.t003	purposes	purpose	N	bn:00002178n	i004.s011.t003	scopi	scopo	NOUN	bn:00002178n
d004.s011.t005	Cerenia	cerenia	N	bn:00923812n	i004.s011.t004	Cerenia	cerenia	PROPN	bn:00923812n
