Token ID	Token	Lemma	POS	Chinese Token	POS ZH	BN Synset	Correct?	Synonyms?	BN Gloss	Token ID ZH	Annotator notes	Chinese Token - BN Synset	Chinese Token - BN Gloss	English Lemma - WN Synsets	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses	Add Annotation	ZH Token-BN Synset	ZH Token-BN Gloss
d003.s019.t026	.		X	。	PU					z003.s019.t026										
d003.s020.t001	Seeking	seek	V	为了➕寻求	P➕VV	bn:00090460v	1	1	Try to locate or discover, or try to establish the existence of	z003.s020.t001➕z003.s020.t002										
d003.s020.t002	alternatives	alternative	N	替代➕方案	NN	bn:00003132n	1	1	One of a number of things from which only one can be chosen	z003.s020.t008➕z003.s020.t009										
d003.s020.t003	to		X	n/a																
d003.s020.t004	early	early	J	提前	JJ	bn:00101935a	1	1	At or near the beginning of a period of time or course of events or before the usual or expected time	z003.s020.t003										
d003.s020.t005	retirement	retirement	N	退休	NN	bn:00067456n	1	1	The state of being retired from one's business or occupation	z003.s020.t004										
d003.s020.t006	and		X	和	CC					z003.s020.t005										
d003.s020.t007	redundancy	redundancy	N	裁员	NN	bn:00066743n	1	1	The attribute of being superfluous and unneeded	z003.s020.t006										
d003.s020.t008	,		X	，	PU					z003.s020.t010										
d003.s020.t009	the		X	该	DT					z003.s020.t011										
d003.s020.t010	project	project	N	项目	NN	bn:00064665n	1	1	A planned undertaking	z003.s020.t012										
d003.s020.t011	is	be	V	n/a																
d003.s020.t012	primarily	primarily	R	主要	AD	bn:00114714r	1	1	For the most part	z003.s020.t013										
d003.s020.t013	concerned	concern	V	关注	VV	bn:00083240v	1	1	Be relevant to	z003.s020.t014										
d003.s020.t014	with		X	n/a																
d003.s020.t015	the		X	的	DEG					z003.s020.t017										
d003.s020.t016	retention	retention	N	n/a		bn:00044396n	0	0	The act of retaining something		missing chinese translation									
d003.s020.t017	,		X	、	PU					z003.s020.t019										
d003.s020.t018	reintegration	reintegrate	V	保留➕重返	NN➕VV	bn:00092717v	0	0	Integrate again	z003.s020.t018➕z003.s020.t020	first pos tag and translation wrong									
d003.s020.t019	and		X	和	CC					z003.s020.t022										
d003.s020.t020	retraining	retrain	V	培训	VV	bn:00092953v			Teach new skills	z003.s020.t024										
d003.s020.t021	of		X	n/a																
d003.s020.t022	older	old	J	老年	JJ	bn:00096644a	1	1	Advanced in years; (`aged' is pronounced as two syllables)	z003.s020.t015										
d003.s020.t023	workers	worker	N	工人	NN	bn:00081593n	1	1	A person who works at a specific occupation	z003.s020.t016										
d003.s020.t024	.		X	。	PU					z003.s020.t025										
d003.s021.t001	The		X	n/a																
d003.s021.t002	gender	gender	N	种族	NN	bn:00037634n	0	0	The properties that distinguish organisms on the basis of their reproductive roles	z003.s021.t007	translation is wrong								bn:00031722n;bn:00065801n;bn:00065800n;bn:02317354n;bn:15557996n;bn:00031727n	People of the same race or nationality who share a distinctive culture;(biology) a taxonomic group that is a division of a species; usually arises as a consequence of geographical isolation within a species;People who are believed to belong to the same genetic stock;Rače is a settlement in and the administrative centre of the Municipality of Rače–Fram in northeastern Slovenia.;Fantasy tropes are a specific type of literary tropes that occur in fantasy fiction.;An ethnic quality or affiliation resulting from racial or cultural ties
d003.s021.t003	and		X	和	CC					z003.s021.t006										
d003.s021.t004	ethnic	ethnic	J	n/a		bn:00100762a	0	0	Denoting or deriving from or distinctive of the ways of living built up by a group of people- J.F.Kennedy		no chinese info; “种族” should be here									
d003.s021.t005	backgrounds	background	N	背景	NN	bn:00007781n	1	1	A person's social heritage: previous experience or training	z003.s021.t008										
d003.s021.t006	of		X	n/a																
d003.s021.t007	workers	worker	N	工人	NN	bn:00081593n	1	1	A person who works at a specific occupation	z003.s021.t003										
d003.s021.t008	and		X	以及	CC					z003.s021.t009										
d003.s021.t009	how		X	n/a																
d003.s021.t010	these		X	这些	DT					z003.s021.t010										
d003.s021.t011	relate	relate	V	关系	VV	bn:00082868v	1	1	Make a logical or causal connection	z003.s021.t015										
d003.s021.t012	to		X	与	P					z003.s021.t011										
d003.s021.t013	age	age	N	年龄	NN	bn:00001936n	1	1	How long something has existed	z003.s021.t012										
d003.s021.t014	discrimination	discrimination	N	歧视	NN	bn:00027538n	1	1	Unfair treatment of a person or group on the basis of prejudice	z003.s021.t013										
d003.s021.t015	are	be	V	n/a																
d003.s021.t016	examined	examine	V	研究	VV	bn:00082596v	1	1	Consider in detail and subject to an analysis in order to discover essential features or meaning	z003.s021.t001										
d003.s021.t017	.		X	。	PU					z003.s021.t016										
d003.s022.t001	The		X	该	DT					z003.s022.t001										
d003.s022.t002	project	project	N	项目	NN	bn:00064665n	1	1	A planned undertaking	z003.s022.t002										
d003.s022.t003	also	also	R	还	AD	bn:00114246r	1	1	In addition	z003.s022.t003										
d003.s022.t004	considers	consider	V	该➕考虑	DT➕VV	bn:00085648v	1	1	Give careful consideration to	z003.s022.t001➕z003.s022.t004										
d003.s022.t005	initiatives	initiative	N	举措	NN	bn:00034797n	1	1	The first of a series of actions	z003.s022.t006										
d003.s022.t006	to		X	n/a																
d003.s022.t007	combat	combat	V	打击	VV					z003.s022.t008										
d003.s022.t008	age	age	N	年龄	NN	bn:00001936n	1	1	How long something has existed	z003.s022.t016										
d003.s022.t009	discrimination	discrimination	N	歧视	NN	bn:00027538n	1	1	Unfair treatment of a person or group on the basis of prejudice	z003.s022.t017										
d003.s022.t010	in		X	n/a																
d003.s022.t011	rural	rural	J	农村	JJ	bn:00109998a	1	1	Of or relating to the countryside as opposed to the city	z003.s022.t009										
d003.s022.t012	areas	area	N	地区	NN	bn:00005513n	1	1	A particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)	z003.s022.t010										
d003.s022.t013	and		X	和	CC					z003.s022.t011										
d003.s022.t014	in		X	中	LC					z003.s022.t014										
d003.s022.t015	small	small	J	中小	JJ	bn:00106773a	1	1	Limited in size or scope	z003.s022.t012										
d003.s022.t016	and		X	n/a																
d003.s022.t017	medium	medium	J	中小	JJ					z003.s022.t012										
d003.s022.t018	sized	sized	J	n/a																
d003.s022.t019	enterprises	enterprise	N	企业➕的	NN➕DEG	bn:00021286n	0	0	An institution created to conduct business	z003.s022.t013➕z003.s022.t015	first word matched									
d003.s022.t020	.		X	。	PU					z003.s022.t018										
d003.s023.t001	Seven		X	七	CD					z003.s023.t004										
d003.s023.t002	member	member	N	n/a		bn:00054277n	0	0	An organization that is a member of another organization (especially a state that belongs to a group of nations)		no chinse info									
d003.s023.t003	states	state	N	成员国	NN	bn:00011771n	1	1		z003.s023.t006										
d003.s023.t004	are	be	V	n/a																
d003.s023.t005	covered	cover	V	覆盖	VV	bn:00085497v	1	1	Include in scope; include as part of something broader; have as one's sphere or territory	z003.s023.t003										
d003.s023.t006	by		X	n/a																
d003.s023.t007	the		X	n/a																
d003.s023.t008	project	project	N	项目	NN	bn:00064665n	1	1	A planned undertaking	z003.s023.t002										
d003.s023.t009	:		X	：	PU					z003.s023.t007										
d003.s023.t010	Belgium	belgium	N	比利时	NR	bn:00009714n	1	1	A monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization	z003.s023.t008										
d003.s023.t011	,		X	、	PU					z003.s023.t017										
d003.s023.t012	France	france	N	法国	NR	bn:00036202n	1	1	A republic in western Europe; the largest country wholly in Europe	z003.s023.t010										
d003.s023.t013	,		X	、	PU					z003.s023.t009										
d003.s023.t014	Germany	germany	N	德国	NR	bn:00026684n	1	1	A republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990	z003.s023.t012										
d003.s023.t015	,		X	、	PU					z003.s023.t015										
d003.s023.t016	Greece	greece	N	希腊	NR	bn:00030401n	1	1	A republic in southeastern Europe on the southern part of the Balkan peninsula; known for grapes and olives and olive oil	z003.s023.t014										
d003.s023.t017	,		X	、	PU					z003.s023.t011										
d003.s023.t018	Italy	italy	N	意大利	NR	bn:00047705n	1	1	A republic in southern Europe on the Italian Peninsula; was the core of the Roman Republic and the Roman Empire between the 4th century BC and the 5th century AD	z003.s023.t016										
d003.s023.t019	,		X	、	PU					z003.s023.t013										
d003.s023.t020	the		X	n/a																
d003.s023.t021	Netherlands	netherlands	N	荷兰	NR	bn:00044423n	1	1	A constitutional monarchy in western Europe on the North Sea; half the country lies below sea level	z003.s023.t018										
d003.s023.t022	and		X	和	CC					z003.s023.t019										
d003.s023.t023	the		X	n/a																
d003.s023.t024	United	united	J	n/a		bn:00112908a	0	0	Characterized by unity; being or joined into a single entity		no chinese info									
d003.s023.t025	Kingdom	kingdom	N	英国	NR	bn:00049168n	1	1	A country with a king as head of state	z003.s023.t020										
d003.s023.t026	.		X	。	PU					z003.s023.t021										
d004.s001.t001	This		X	本	DT					z004.s001.t001										
d004.s001.t002	document	document	N	文件	NN	bn:00028015n	1	1	Writing that provides information (especially information of an official nature)	z004.s001.t002										
d004.s001.t003	is	be	V	是	VC					z004.s001.t003										
d004.s001.t004	a		X	n/a																
d004.s001.t005	summary	summary	N	摘要	NN	bn:00075142n	1	1	A brief statement that presents the main points in a concise form	z004.s001.t009										
d004.s001.t006	of		X	n/a																
d004.s001.t007	the		X	欧洲	NR					z004.s001.t004										
d004.s001.t008	European	european	J	欧洲	VA	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	z004.s001.t004										
d004.s001.t009	Public	public	J	公共	JJ	bn:00109211a	1	1	Not private; open to or concerning the people as a whole	z004.s001.t005										
d004.s001.t010	Assessment	assessment	N	评估	NN	bn:00005120n	1	1	The classification of someone or something with respect to its worth	z004.s001.t006										
d004.s001.t011	Report	report	N	报告	NN	bn:00067181n	1	1	A written document describing the findings of some individual or group	z004.s001.t007										
d004.s001.t012	.		X	。	PU					z004.s001.t010										
d004.s002.t001	It		X	它	PN					z004.s002.t001										
d004.s002.t002	explains	explain	V	它➕解释	PN➕VV	bn:00087869v	1	1	Make plain and comprehensible	z004.s002.t001➕z004.s002.t002	second word matched									
d004.s002.t003	how		X	如何	AD					z004.s002.t009										
d004.s002.t004	the		X	兽药	NN					z004.s002.t004										
d004.s002.t005	Committee	committee	N	委员会	NN	bn:00021015n	1	1	A special group delegated to consider some matter - Milton Berle	z004.s002.t005										
d004.s002.t006	for		X	n/a																
d004.s002.t007	Medicinal	medicinal	J	委员会	JJ	bn:00106556a	1	1	Having the properties of medicine	z004.s002.t005										
d004.s002.t008	Products	product	N	兽药	NN	bn:00064584n	0	0	An artifact that has been created by someone or some process	z004.s002.t004	pos tag mismatch								bn:14036881n;bn:00079888n	An animal drug refers to a drug intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease in animals.;The branch of medicine that deals with the diagnosis and treatment of diseases and injuries of animals (especially domestic animals)
d004.s002.t009	for		X	n/a																
d004.s002.t010	Veterinary	veterinary	N	兽药	NN	bn:00079883n	0	1	A doctor who practices veterinary medicine	z004.s002.t004	"""pos tag is wrong, should be J; translation is wrong, """"兽医"""""""								bn:14036881n;bn:00079888n	An animal drug refers to a drug intended for use in the diagnosis, cure, mitigation, treatment, or prevention of disease in animals.;The branch of medicine that deals with the diagnosis and treatment of diseases and injuries of animals (especially domestic animals)
d004.s002.t011	Use	use	N	n/a		bn:00030627n			The act of using											
d004.s002.t012	(		X	(	PU					z004.s002.t006										
d004.s002.t013	CVMP	cvmp	N	CVMP	NR					z004.s002.t007										
d004.s002.t014	)		X	)	PU					z004.s002.t008										
d004.s002.t015	assessed	assess	V	了➕评估	AS➕VV	bn:00082720v	1	1	Evaluate or estimate the nature, quality, ability, extent, or significance of	z004.s002.t003➕z004.s002.t010										
d004.s002.t016	the		X	的	DEC					z004.s002.t013										
d004.s002.t017	studies	study	N	研究	NN	bn:00074790n	1	1	A detailed critical inspection	z004.s002.t014										
d004.s002.t018	performed	perform	V	所➕进行	MSP➕VV	bn:00087107v	0	0	Carry out or perform an action	z004.s002.t011➕z004.s002.t012	second word matched									
d004.s002.t019	,		X	，	PU					z004.s002.t015										
d004.s002.t020	to		X	以	MSP					z004.s002.t016										
d004.s002.t021	reach	reach	V	得出	VV	bn:00088789v	1	1	"""Reach a goal, e.g., """"make the first team"""""""	z004.s002.t017										
d004.s002.t022	their		X	n/a																
d004.s002.t023	recommendations	recommendation	N	建议	NN	bn:00066562n	1	1	Something (as a course of action) that is recommended as advisable	z004.s002.t024										
d004.s002.t024	on		X	关于	P					z004.s002.t018										
d004.s002.t025	how		X	如何	AD					z004.s002.t019										
d004.s002.t026	to		X	使用	VV					z004.s002.t020										
d004.s002.t027	use	use	V	使用	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z004.s002.t020										
d004.s002.t028	the		X	该	DT					z004.s002.t021										
d004.s002.t029	medicine	medicine	N	药物	NN	bn:00054128n	1	1	(medicine) something that treats or prevents or alleviates the symptoms of disease	z004.s002.t022										
d004.s002.t030	.		X	。	PU					z004.s002.t025										
d004.s003.t001	What		X	什么	PN					z004.s003.t003										
d004.s003.t002	is	be	V	是	VC					z004.s003.t002										
d004.s003.t003	Cerenia	cerenia	N	Cerenia	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s003.t001										
d004.s003.t004	?		X	？	PU					z004.s003.t004										
d004.s004.t001	Cerenia	cerenia	N	Cerenia	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s004.t001										
d004.s004.t002	contains	contain	V	含有	VV	bn:00085499v	1	1	Include or contain; have as a component	z004.s004.t002										
d004.s004.t003	the		X	n/a																
d004.s004.t004	active	active	J	活性	JJ	bn:00096387a	1	1	Exerting influence or producing a change or effect	z004.s004.t003										
d004.s004.t005	substance	substance	N	物质	NN	bn:00074985n	1	1	The real physical matter of which a person or thing consists	z004.s004.t004										
d004.s004.t006	maropitant	maropitant	N	马罗匹坦	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s004.t005										
d004.s004.t007	and		X	，	PU					z004.s004.t006										
d004.s004.t008	is	be	V	n/a																
d004.s004.t009	available	available	J	形式	VA	bn:00097846a	0	0	Obtainable or accessible and ready for use or service	z004.s004.t012	chinese translation is wrong									
d004.s004.t010	as		X	n/a																
d004.s004.t011	tablet	tablet	N	n/a		bn:00052222n	0	0	A dose of medicine in the form of a small pellet		no chinese info									
d004.s004.t012	or		X	n/a																
d004.s004.t013	as		X	n/a																
d004.s004.t014	solution	solution	N	注射液	NN	bn:00072760n	1	1	A homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution	z004.s004.t009										
d004.s004.t015	for		X	n/a																
d004.s004.t016	injection	injection	N	有片剂➕注射液	NN	bn:00046787n	0	0	The act of putting a liquid into the body by means of a syringe	z004.s004.t007➕z004.s004.t009										
d004.s004.t017	.		X	，➕。	PU					z004.s004.t006➕z004.s004.t013										
d004.s005.t001	The		X	药片	NN					z004.s005.t001										
d004.s005.t002	tablets	tablet	N	药片	NN	bn:00052222n	1	1	A dose of medicine in the form of a small pellet	z004.s005.t001										
d004.s005.t003	are	be	V	n/a																
d004.s005.t004	pale-orange	pale-orange	J	淡➕橙色	JJ➕NN					z004.s005.t003➕z004.s005.t004										
d004.s005.t005	and		X	，	PU					z004.s005.t005										
d004.s005.t006	have	have	V	有	VE	bn:00088078v	1	1	Have as a feature	z004.s005.t008										
d004.s005.t007	a		X	n/a																
d004.s005.t008	score	score	N	n/a		bn:00069754n	0	0	A slight surface cut (especially a notch that is made to keep a tally)		no chinese info									
d004.s005.t009	line	line	N	刻痕	NN	bn:00023645n	0	0	A slight depression in the smoothness of a surface	z004.s005.t009	chinse translation is wrong								bn:00057631n;bn:00069754n	A small cut;A slight surface cut (especially a notch that is made to keep a tally)
d004.s005.t010	on		X	n/a																
d004.s005.t011	both		X	两面	NN					z004.s005.t006										
d004.s005.t012	sides	side	N	两面	NN	bn:00032604n	1	1	A surface forming part of the outside of an object	z004.s005.t006										
d004.s005.t013	so	so	R	n/a		bn:00117049r	0	0	(usually followed by `that') to an extent or degree as expressed		no chinese info									
d004.s005.t014	that		X	n/a																
d004.s005.t015	they		X	n/a																
d004.s005.t016	can		X	可以	VV					z004.s005.t011										
d004.s005.t017	be	be	V	n/a																
d004.s005.t018	halved	halve	V	切成	VV	bn:00089157v	1	1	Divide by two; divide into halves	z004.s005.t012										
d004.s005.t019	.		X	，➕。	PU					z004.s005.t010➕z004.s005.t015										
d004.s006.t001	Each		X	每	DT					z004.s006.t001										
d004.s006.t002	tablet	tablet	N	药片	NN	bn:00052222n	1	1	A dose of medicine in the form of a small pellet	z004.s006.t003										
d004.s006.t003	is	be	V	每	DT					z004.s006.t001										
d004.s006.t004	marked	mark	V	标有	VV	bn:00090663v	1	1	Make small marks into the surface of	z004.s006.t005										
d004.s006.t005	with		X	n/a																
d004.s006.t006	the		X	辉瑞	NR					z004.s006.t006										
d004.s006.t007	Pfizer	pfizer	N	辉瑞	NR	bn:03463336n	1	1	Pfizer Inc. /ˈfaɪzər/ is an American global pharmaceutical corporation headquartered in New York City, with its research headquarters in Groton, Connecticut.	z004.s006.t006										
d004.s006.t008	logo	logo	N	标志	NN	bn:00051872n	1	1	A company emblem or device	z004.s006.t007										
d004.s006.t009	on		X	n/a																
d004.s006.t010	one		X	n/a																
d004.s006.t011	side	side	N	一面	NN	bn:00032604n	1	1	A surface forming part of the outside of an object	z004.s006.t004										
d004.s006.t012	and		X	，	PU					z004.s006.t008										
d004.s006.t013	with		X	n/a																
d004.s006.t014	the		X	n/a																
d004.s006.t015	letters	letter	N	字母	NN	bn:00003057n	1	1	The conventional characters of the alphabet used to represent speech	z004.s006.t012										
d004.s006.t016	MPT	mpt	N	MPT	NR					z004.s006.t013										
d004.s006.t017	and		X	和	CC					z004.s006.t014										
d004.s006.t018	the		X	n/a																
d004.s006.t019	quantity	quantity	N	数量	NN	bn:00003603n	1	1	How much there is or how many there are of something that you can quantify	z004.s006.t017										
d004.s006.t020	of		X	的	DEG					z004.s006.t016										
d004.s006.t021	maropitant	maropitant	N	马罗匹坦	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s006.t015										
d004.s006.t022	on		X	n/a																
d004.s006.t023	the		X	n/a																
d004.s006.t024	other	other	J	另	DT	bn:00108011a	0	1	Not the same one or ones already mentioned or implied- the White Queen	z004.s006.t009	POS Mismatch, DT is actually correct								bn:00097165a	Any of various alternatives; some other
d004.s006.t025	side	side	N	一面	NN	bn:00032604n	1	1	A surface forming part of the outside of an object	z004.s006.t010										
d004.s006.t026	.		X	。	PU					z004.s006.t018										
d004.s007.t001	What		X	什么	PN					z004.s007.t003										
d004.s007.t002	is	be	V	用于	VV					z004.s007.t002										
d004.s007.t003	Cerenia	cerenia	N	Cerenia	NN	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s007.t001										
d004.s007.t004	used	use	V	用于	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z004.s007.t002										
d004.s007.t005	for		X	n/a																
d004.s007.t006	?		X	？	PU					z004.s007.t004										
d004.s008.t001	Cerenia	cerenia	N	Cerenia	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s008.t001										
d004.s008.t002	is	be	V	是	VC					z004.s008.t002										
d004.s008.t003	an		X	一	CD					z004.s008.t003										
d004.s008.t004	anti-emetic	anti-emetic	N	止吐➕药	JJ➕NN	bn:00004656n	1	1	A drug that prevents or alleviates nausea and vomiting	z004.s008.t005➕z004.s008.t006										
d004.s008.t005	,		X	，	PU					z004.s008.t007										
d004.s008.t006	this		X	这	PN					z004.s008.t008										
d004.s008.t007	means	mean	V	意味	VV	bn:00089805v	1	1	Mean or intend to express or convey	z004.s008.t009										
d004.s008.t008	that		X	它	PN					z004.s008.t011										
d004.s008.t009	it		X	它	PN					z004.s008.t011										
d004.s008.t010	stops	stop	V	可以➕停止	VV	bn:00082787v	0	1	Cause to stop	z004.s008.t012➕z004.s008.t013	second word match									
d004.s008.t011	vomiting	vomit	V	呕吐	VV	bn:00083115v	1	1	Eject the contents of the stomach through the mouth	z004.s008.t014										
d004.s008.t012	.		X	。	PU					z004.s008.t015										
d004.s009.t001	It		X	它	PN					z004.s009.t001										
d004.s009.t002	is	be	V	用于	VV					z004.s009.t002										
d004.s009.t003	used	use	V	用于	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z004.s009.t002										
d004.s009.t004	in		X	n/a				1												
d004.s009.t005	dogs	dog	N	狗	NN	bn:00015267n	1		A member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds	z004.s009.t004										
d004.s009.t006	to		X	防止	VV					z004.s009.t003										
d004.s009.t007	prevent	prevent	V	防止	VV	bn:00088454v	1	1	Keep from happening or arising; make impossible	z004.s009.t003										
d004.s009.t008	vomiting	vomit	V	呕吐	VV	bn:00083115v	1	1	Eject the contents of the stomach through the mouth	z004.s009.t006										
d004.s009.t009	such	such	J	例如	AD					z004.s009.t008										
d004.s009.t010	as		X	，	PU					z004.s009.t007										
d004.s009.t011	vomiting	vomit	V	呕吐	NN	bn:00083115v	0	1	Eject the contents of the stomach through the mouth	z004.s009.t012	POS Mismatch								bn:00083115v	Eject the contents of the stomach through the mouth
d004.s009.t012	caused	cause	V	引起	VV	bn:00084069v	1	1	Cause to happen, occur or exist	z004.s009.t010										
d004.s009.t013	by		X	n/a																
d004.s009.t014	chemotherapy	chemotherapy	N	化疗	NN	bn:00018141n	1	1	The use of chemical agents to treat or control disease (or mental illness)	z004.s009.t009										
d004.s009.t015	(		X	（	PU					z004.s009.t013										
d004.s009.t016	medicines	medicine	N	用于➕药物	VV➕NN	bn:00054128n	0	0	(medicine) something that treats or prevents or alleviates the symptoms of disease	z004.s009.t014➕z004.s009.t018	second word match									
d004.s009.t017	used	use	V	用于	VV	bn:00082705v			Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z004.s009.t014										
d004.s009.t018	for		X	n/a																
d004.s009.t019	the		X	n/a																
d004.s009.t020	treatment	treatment	N	治疗	NN	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z004.s009.t015										
d004.s009.t021	of		X	n/a																
d004.s009.t022	cancer	cancer	N	癌症	NN	bn:00015180n	1	1	Any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream	z004.s009.t016										
d004.s009.t023	,		X	，	PU					z004.s009.t019										
d004.s009.t024	some		X	一些	CD					z004.s009.t021										
d004.s009.t025	of		X	n/a																
d004.s009.t026	which		X	其中	NN					z004.s009.t020										
d004.s009.t027	are	be	V	n/a																
d004.s009.t028	known	know	V	已知	VV	bn:00090142v	1	1	Be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt	z004.s009.t022										
d004.s009.t029	to		X	会	VV					z004.s009.t023										
d004.s009.t030	cause	cause	V	引起	VV	bn:00084069v	1	1	Cause to happen, occur or exist	z004.s009.t024										
d004.s009.t031	vomiting	vomit	V	呕吐	NN	bn:00083115v	0	1	Eject the contents of the stomach through the mouth	z004.s009.t025	POS Mismatch								bn:00083115v	Eject the contents of the stomach through the mouth
d004.s009.t032	)		X	）	PU					z004.s009.t026										
d004.s009.t033	.		X	。	PU					z004.s009.t027										
d004.s010.t001	In		X	与	P					z004.s010.t001										
d004.s010.t002	combination	combination	N	结合	NN	bn:00020872n	1	1	A collection of things that have been combined; an assemblage of separate parts or qualities	z004.s010.t012										
d004.s010.t003	with		X	与	P					z004.s010.t001										
d004.s010.t004	supportive	supportive	J	支持	JJ	bn:00111492a	1	1	Furnishing support or assistance	z004.s010.t009										
d004.s010.t005	measures	measure	N	措施	NN	bn:00054018n			Any maneuver made as part of progress toward a goal	z004.s010.t010										
d004.s010.t006	such	such	J	等	ETC					z004.s010.t008										
d004.s010.t007	as		X	n/a																
d004.s010.t008	other	other	J	其他	DT	bn:00108011a	0	1	Not the same one or ones already mentioned or implied- the White Queen	z004.s010.t002	POS Mismatch								bn:00108011a	Not the same one or ones already mentioned or implied- the White Queen
d004.s010.t009	veterinary	veterinary	J	兽医	JJ	bn:00113583a	1	1	Of or relating to veterinarians or veterinary medicine	z004.s010.t003										
d004.s010.t010	treatment	treatment	N	治疗	NN	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z004.s010.t004										
d004.s010.t011	or		X	或	CC					z004.s010.t005										
d004.s010.t012	a		X	特殊	JJ					z004.s010.t006										
d004.s010.t013	special	special	J	特殊	JJ	bn:00108295a	1	1	Unique or specific to a person or thing or category	z004.s010.t006										
d004.s010.t014	diet	diet	N	饮食	NN	bn:00027011n	1	1	A prescribed selection of foods	z004.s010.t007										
d004.s010.t015	,		X	，	PU					z004.s010.t013										
d004.s010.t016	Cerenia	cerenia	N	Cerenia	NR	bn:00923812n	1	1	Maropitant, used as maropitant citrate, is a neurokinin receptor antagonist, which was developed by Zoetis specifically for the treatment of motion sickness and vomiting in dogs.	z004.s010.t014										
d004.s010.t017	can		X	可	VV					z004.s010.t016										
d004.s010.t018	also	also	R	也	AD	bn:00114246r	1	1	In addition	z004.s010.t015										
d004.s010.t019	be	be	V	用于	VV					z004.s010.t017										
d004.s010.t020	used	use	V	用于	VV	bn:00082705v	1	1	Put into service; make work or employ for a particular purpose or for its inherent or natural purpose	z004.s010.t017										
d004.s010.t021	in		X	治疗	VV					z004.s010.t018										
d004.s010.t022	the		X	n/a																
d004.s010.t023	treatment	treatment	N	治疗	NN	bn:00047235n	1	1	Care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury)	z004.s010.t018										
d004.s010.t024	of		X	呕吐	NN					z004.s010.t019										
d004.s010.t025	vomiting	vomiting	N	呕吐	NN	bn:00027565n	1	1	The reflex act of ejecting the contents of the stomach through the mouth	z004.s010.t019										
d004.s010.t026	(		X	（	PU					z004.s010.t020										
d004.s010.t027	either		X	n/a																
d004.s010.t028	as		X	n/a																
d004.s010.t029	injection	injection	N	注射	NN	bn:00046787n	1	1	The act of putting a liquid into the body by means of a syringe	z004.s010.t021										
d004.s010.t030	or		X	或	CC					z004.s010.t022										
d004.s010.t031	as		X	n/a																
d004.s010.t032	injection	injection	N	注射	NN	bn:00046787n	1	1	The act of putting a liquid into the body by means of a syringe	z004.s010.t023										
d004.s010.t033	followed	follow	V	n/a		bn:00088425v	0	0	To bring something about at a later time than		no chinese info									
d004.s010.t034	by		X	后	LC					z004.s010.t024										
d004.s010.t035	tablets	tablet	N	药片	NN	bn:00052222n	1	1	A dose of medicine in the form of a small pellet	z004.s010.t026										
d004.s010.t036	)		X	）	PU					z004.s010.t027										
d004.s010.t037	.		X	。	PU					z004.s010.t028										
d004.s011.t001	For		X	为了	P					z004.s011.t001										
d004.s011.t002	these		X	这些	DT					z004.s011.t003										
d004.s011.t003	purposes	purpose	N	达到➕目的	VV➕NN	bn:00002178n	0	0	An anticipated outcome that is intended or that guides your planned actions	z004.s011.t002➕z004.s011.t004	second word match									
d004.s011.t004	,		X	，	PU					z004.s011.t005										
