Token ID	Token	POS	Lemma	BN Synset
d003.s010.t023	司	NOUN	司	bn:00001961n
d003.s010.t024	的	X	的	
d003.s010.t025	克里斯蒂娜·洛罗	NOUN	克里斯蒂娜·洛罗	bn:00046516n
d003.s010.t026	(	X	(	
d003.s010.t027	Cristina	NOUN	Cristina	bn:00046516n
d003.s010.t028	Louro	NOUN	Louro	bn:00046516n
d003.s010.t029	)	X	)	
d003.s010.t030	、	X	、	
d003.s010.t031	欧洲	ADJ	欧洲	bn:00102440a
d003.s010.t032	议会	NOUN	议会	bn:00070459n
d003.s010.t033	议员	NOUN	议员	bn:00006493n
d003.s010.t034	、	X	、	
d003.s010.t035	地区	NOUN	地区	bn:00027810n
d003.s010.t036	高级	ADJ	高级	bn:00104179a
d003.s010.t037	委员会	NOUN	委员会	bn:00021015n
d003.s010.t038	委员	NOUN	委员	bn:00021030n
d003.s010.t039	费尔南多·戈麦斯	NOUN	费尔南多·戈麦斯	bn:00046516n
d003.s010.t040	(	X	(	
d003.s010.t041	Fernando	NOUN	Fernando	bn:00046516n
d003.s010.t042	Gomes	NOUN	Gomes	bn:00046516n
d003.s010.t043	)	X	)	
d003.s010.t044	、	X	、	
d003.s010.t045	欧洲	ADJ	欧洲	bn:00102440a
d003.s010.t046	议会	NOUN	议会	bn:00060708n
d003.s010.t047	议员	NOUN	议员	bn:00006493n
d003.s010.t048	、	X	、	
d003.s010.t049	欧洲	ADJ	欧洲	bn:00102440a
d003.s010.t050	议会	NOUN	议会	bn:00070459n
d003.s010.t051	副主席	NOUN	副主席	bn:00017517n
d003.s010.t052	何塞·玛丽亚·吉尔·罗夫莱斯	NOUN	何塞·玛丽亚·吉尔·罗夫莱斯	bn:00046516n
d003.s010.t053	(	X	(	
d003.s010.t054	José	NOUN	José	bn:00046516n
d003.s010.t055	Maria	NOUN	Maria	bn:00046516n
d003.s010.t056	Gil	NOUN	Gil	bn:00046516n
d003.s010.t057	-	X	-	
d003.s010.t058	Robles	NOUN	Robles	bn:00046516n
d003.s010.t059	)	X	)	
d003.s010.t060	和	X	和	
d003.s010.t061	经济	ADJ	经济	bn:00102001a
d003.s010.t062	和	X	和	
d003.s010.t063	社会	ADJ	社会	bn:00110842a
d003.s010.t064	委员会	NOUN	委员会	bn:00021015n
d003.s010.t065	委员	NOUN	委员	bn:00021030n
d003.s010.t066	约翰·卡罗尔	NOUN	约翰·卡罗尔	bn:00046516n
d003.s010.t067	(	X	(	
d003.s010.t068	John	NOUN	John	bn:00046516n
d003.s010.t069	Carroll	NOUN	Carroll	bn:00046516n
d003.s010.t070	)	X	)	
d003.s010.t071	。	X	。	
d003.s011.t001	案例	NOUN	案例	bn:00023859n
d003.s011.t002	研究	NOUN	研究	bn:00067280n
d003.s011.t003	每	X	每	
d003.s011.t004	一	X	一	
d003.s011.t005	份	NOUN	份	bn:00077944n
d003.s011.t006	国家	ADJ	国家	bn:00107136a
d003.s011.t007	报告	NOUN	报告	bn:00067181n
d003.s011.t008	都	ADV	都	bn:00114245r
d003.s011.t009	包含	VERB	包含	bn:00089660v
d003.s011.t010	25	X	25	
d003.s011.t011	至	X	至	
d003.s011.t012	30	X	30	
d003.s011.t013	项	NOUN	项	bn:00056816n
d003.s011.t014	举措	NOUN	举措	bn:00078738n
d003.s011.t015	，	X	，	
d003.s011.t016	这些	X	这些	
d003.s011.t017	举措	NOUN	举措	bn:00029239n
d003.s011.t018	最	ADV	最	bn:00116291r
d003.s011.t019	好	ADJ	好	bn:00103677a
d003.s011.t020	地	X	地	
d003.s011.t021	介绍	VERB	介绍	bn:00082273v
d003.s011.t022	了	X	了	
d003.s011.t023	改善	VERB	改善	bn:00082573v
d003.s011.t024	工作	NOUN	工作	bn:00014138n
d003.s011.t025	地点	NOUN	地点	bn:00051760n
d003.s011.t026	和	X	和	
d003.s011.t027	社区	NOUN	社区	bn:00021248n
d003.s011.t028	中	X	中	
d003.s011.t029	老龄	ADJ	老龄	bn:00096644a
d003.s011.t030	工人	NOUN	工人	bn:00081593n
d003.s011.t031	的	X	的	
d003.s011.t032	招聘	NOUN	招聘	bn:00030933n
d003.s011.t033	、	X	、	
d003.s011.t034	培训	NOUN	培训	bn:00041853n
d003.s011.t035	和	X	和	
d003.s011.t036	发展	NOUN	发展	bn:00026696n
d003.s011.t037	的	X	的	
d003.s011.t038	政策	NOUN	政策	bn:00063330n
d003.s011.t039	和	X	和	
d003.s011.t040	实践	NOUN	实践	bn:00063989n
d003.s011.t041	。	X	。	
d003.s012.t001	对于	X	对于	
d003.s012.t002	每个	X	每个	
d003.s012.t003	国家	NOUN	国家	bn:00023236n
d003.s012.t004	，	X	，	
d003.s012.t005	我们	X	我们	
d003.s012.t006	选取	VERB	选取	bn:00084931v
d003.s012.t007	了	X	了	
d003.s012.t008	两	X	两	
d003.s012.t009	到	X	到	
d003.s012.t010	三	X	三	
d003.s012.t011	个	NOUN	个	bn:00078738n
d003.s012.t012	举措	NOUN	举措	bn:00078738n
d003.s012.t013	进行	VERB	进行	bn:00088913v
d003.s012.t014	进一步	ADJ	进一步	bn:00115329r
d003.s012.t015	深入的	ADJ	深入的	bn:00101062a
d003.s012.t016	案例	NOUN	案例	bn:00023859n
d003.s012.t017	研究	NOUN	研究	bn:00067280n
d003.s012.t018	。	X	。	
d003.s013.t001	这些	X	这些	
d003.s013.t002	案例	NOUN	案例	bn:00018345n
d003.s013.t003	研究	NOUN	研究	bn:00067280n
d003.s013.t004	分析	VERB	分析	bn:00082596v
d003.s013.t005	了	X	了	
d003.s013.t006	这些	X	这些	
d003.s013.t007	举措	NOUN	举措	bn:00078738n
d003.s013.t008	的	X	的	
d003.s013.t009	背景	NOUN	背景	bn:00019219n
d003.s013.t010	、	X	、	
d003.s013.t011	它们	X	它们	
d003.s013.t012	对	X	对	
d003.s013.t013	就业	NOUN	就业	bn:00030627n
d003.s013.t014	模式	NOUN	模式	bn:00061054n
d003.s013.t015	和	X	和	
d003.s013.t016	工作	NOUN	工作	bn:00014138n
d003.s013.t017	组织	NOUN	组织	bn:00059480n
d003.s013.t018	的	X	的	
d003.s013.t019	影响	NOUN	影响	bn:00021961n
d003.s013.t020	，	X	，	
d003.s013.t021	并	ADV	并	bn:00115147r
d003.s013.t022	评估	VERB	评估	bn:00082720v
d003.s013.t023	了	X	了	
d003.s013.t024	这些	X	这些	
d003.s013.t025	举措	NOUN	举措	bn:00054018n
d003.s013.t026	的	X	的	
d003.s013.t027	好处	NOUN	好处	bn:00009905n
d003.s013.t028	和	X	和	
d003.s013.t029	问题	NOUN	问题	bn:00030951n
d003.s013.t030	。	X	。	
d003.s014.t001	我们	X	我们	
d003.s014.t002	还	ADV	还	bn:00114694r
d003.s014.t003	对	X	对	
d003.s014.t004	主要	ADJ	主要	bn:00099598a
d003.s014.t005	人员	NOUN	人员	bn:00073801n
d003.s014.t006	进行	VERB	进行	bn:00087628v
d003.s014.t007	了	X	了	
d003.s014.t008	走访	NOUN	走访	bn:00047238n
d003.s014.t009	和	X	和	
d003.s014.t010	访谈	NOUN	访谈	bn:00066986n
d003.s014.t011	。	X	。	
d003.s015.t001	这些	X	这些	
d003.s015.t002	国家	ADJ	国家	bn:00107136a
d003.s015.t003	研究	NOUN	研究	bn:00067280n
d003.s015.t004	将	X	将	
d003.s015.t005	形成	VERB	形成	bn:00088489v
d003.s015.t006	一	X	一	
d003.s015.t007	份	NOUN	份	bn:00077944n
d003.s015.t008	综合	VERB	综合	bn:00100162a
d003.s015.t009	整体	ADJ	整体	bn:00107844a
d003.s015.t010	实践	NOUN	实践	bn:00063989n
d003.s015.t011	的	X	的	
d003.s015.t012	欧洲	ADJ	欧洲	bn:00102440a
d003.s015.t013	报告	NOUN	报告	bn:00067181n
d003.s015.t014	的	X	的	
d003.s015.t015	基础	NOUN	基础	bn:00036063n
d003.s015.t016	。	X	。	
d003.s016.t001	该	X	该	
d003.s016.t002	报告	NOUN	报告	bn:00067181n
d003.s016.t003	及	X	及	
d003.s016.t004	一系列	X	一系列	
d003.s016.t005	举措	NOUN	举措	bn:00046516n
d003.s016.t006	案例	NOUN	案例	bn:00021015n
d003.s016.t007	将	X	将	
d003.s016.t008	于	X	于	
d003.s016.t009	1996	X	1996	
d003.s016.t010	年	NOUN	年	bn:00078738n
d003.s016.t011	出版	VERB	出版	bn:00082692v
d003.s016.t012	，	X	，	
d003.s016.t013	并	ADV	并	bn:00115147r
d003.s016.t014	为	X	为	
d003.s016.t015	1996	X	1996	
d003.s016.t016	年	NOUN	年	bn:00078738n
d003.s016.t017	秋季	NOUN	秋季	bn:00007406n
d003.s016.t018	举行	VERB	举行	bn:00083185v
d003.s016.t019	的	X	的	
d003.s016.t020	会议	NOUN	会议	bn:00041948n
d003.s016.t021	提供	VERB	提供	bn:00088643v
d003.s016.t022	背景	NOUN	背景	bn:00069555n
d003.s016.t023	。	X	。	
d003.s017.t001	该	X	该	
d003.s017.t002	基金会	NOUN	基金会	bn:00036064n
d003.s017.t003	的	X	的	
d003.s017.t004	目标	NOUN	目标	bn:00002178n
d003.s017.t005	是	VERB	是	bn:00083182v
d003.s017.t006	记录	VERB	记录	bn:00092674v
d003.s017.t007	求职	NOUN	求职	bn:00032095n
d003.s017.t008	招聘	NOUN	招聘	bn:00030933n
d003.s017.t009	和	X	和	
d003.s017.t010	培训	NOUN	培训	bn:00041853n
d003.s017.t011	中	X	中	
d003.s017.t012	年龄	NOUN	年龄	bn:00001938n
d003.s017.t013	障碍	NOUN	障碍	bn:00027407n
d003.s017.t014	的	X	的	
d003.s017.t015	特点	NOUN	特点	bn:00077930n
d003.s017.t016	并	ADV	并	bn:00115147r
d003.s017.t017	分析	VERB	分析	bn:00082596v
d003.s017.t018	其	X	其	
d003.s017.t019	原因	NOUN	原因	bn:00066443n
d003.s017.t020	。	X	。	
d003.s018.t001	社会	ADJ	社会	bn:00110842a
d003.s018.t002	伙伴	NOUN	伙伴	bn:00060819n
d003.s018.t003	的	X	的	
d003.s018.t004	观点	NOUN	观点	bn:00061746n
d003.s018.t005	也	ADV	也	bn:00114246r
d003.s018.t006	正在	ADV	正在	bn:00114634r
d003.s018.t007	接受	VERB	接受	bn:00082201v
d003.s018.t008	审查	NOUN	审查	bn:00017095n
d003.s018.t009	,	X	,	
d003.s018.t010	其中	X	其中	
d003.s018.t011	特别	ADV	特别	bn:00115235r
d003.s018.t012	关注	VERB	关注	bn:00094767v
d003.s018.t013	消除	VERB	消除	bn:00087115v
d003.s018.t014	年龄	NOUN	年龄	bn:00001938n
d003.s018.t015	障碍	NOUN	障碍	bn:00027407n
d003.s018.t016	的	X	的	
d003.s018.t017	建议	NOUN	建议	bn:00001592n
d003.s018.t018	.	X	.	
d003.s019.t001	第	X	第	
d003.s019.t002	三	X	三	
d003.s019.t003	，	X	，	
d003.s019.t004	该	X	该	
d003.s019.t005	项目	NOUN	项目	bn:00049573n
d003.s019.t006	记录	VERB	记录	bn:00092674v
d003.s019.t007	并	ADV	并	bn:00115235r
d003.s019.t008	评估	VERB	评估	bn:00082720v
d003.s019.t009	了	X	了	
d003.s019.t010	公共	ADJ	公共	bn:00109211a
d003.s019.t011	和	X	和	
d003.s019.t012	私营	ADJ	私营	bn:00096934a
d003.s019.t013	部门	NOUN	部门	bn:00027914n
d003.s019.t014	消除	VERB	消除	bn:00087115v
d003.s019.t015	年龄	NOUN	年龄	bn:00001938n
d003.s019.t016	障碍	NOUN	障碍	bn:00027407n
d003.s019.t017	（	X	（	
d003.s019.t018	特别	ADV	特别	bn:00115235r
d003.s019.t019	是	VERB	是	bn:00083181v
d003.s019.t020	针对	VERB	针对	bn:00082489v
d003.s019.t021	老年	ADJ	老年	bn:00107786a
d003.s019.t022	工人	NOUN	工人	bn:00081593n
d003.s019.t023	）	X	）	
d003.s019.t024	的	X	的	
d003.s019.t025	举措	NOUN	举措	bn:00007011n
d003.s019.t026	。	X	。	
d003.s020.t001	为了	X	为了	
d003.s020.t002	寻求	VERB	寻求	bn:00093452v
d003.s020.t003	提前	ADJ	提前	bn:00096963a
d003.s020.t004	退休	NOUN	退休	bn:00067456n
d003.s020.t005	和	X	和	
d003.s020.t006	裁员	NOUN	裁员	bn:00050314n
d003.s020.t007	的	X	的	
d003.s020.t008	替代	NOUN	替代	bn:00061666n
d003.s020.t009	方案	NOUN	方案	bn:00049573n
d003.s020.t010	，	X	，	
d003.s020.t011	该	X	该	
d003.s020.t012	项目	NOUN	项目	bn:00049573n
d003.s020.t013	主要	ADV	主要	bn:00115418r
d003.s020.t014	关注	VERB	关注	bn:00094767v
d003.s020.t015	老年	ADJ	老年	bn:00107786a
d003.s020.t016	工人	NOUN	工人	bn:00081593n
d003.s020.t017	的	X	的	
d003.s020.t018	保留	NOUN	保留	bn:00067294n
d003.s020.t019	、	X	、	
d003.s020.t020	重返社会	NOUN	重返社会	bn:00003341n
d003.s020.t021	和	X	和	
d003.s020.t022	再培训	NOUN	再培训	bn:00067463n
d003.s020.t023	。	X	。	
d003.s021.t001	研究	VERB	研究	bn:00082596v
d003.s021.t002	了	X	了	
d003.s021.t003	工人	NOUN	工人	bn:00081593n
d003.s021.t004	的	X	的	
d003.s021.t005	性别	NOUN	性别	bn:00037634n
d003.s021.t006	和	X	和	
d003.s021.t007	种族	NOUN	种族	bn:00065800n
d003.s021.t008	背景	NOUN	背景	bn:00007781n
d003.s021.t009	以及	X	以及	
d003.s021.t010	这些	X	这些	
d003.s021.t011	与	X	与	
d003.s021.t012	年龄	NOUN	年龄	bn:00001938n
d003.s021.t013	歧视	NOUN	歧视	bn:00027538n
d003.s021.t014	的	X	的	
d003.s021.t015	关系	NOUN	关系	bn:00025569n
d003.s021.t016	。	X	。	
d003.s022.t001	该	X	该	
d003.s022.t002	项目	NOUN	项目	bn:00049573n
d003.s022.t003	还	ADV	还	bn:00115235r
d003.s022.t004	考虑	VERB	考虑	bn:00085651v
d003.s022.t005	采取	VERB	采取	bn:00094730v
d003.s022.t006	举措	NOUN	举措	bn:00005141n
d003.s022.t007	，	X	，	
d003.s022.t008	打击	VERB	打击	bn:00089347v
d003.s022.t009	农村	ADJ	农村	bn:00109997a
d003.s022.t010	地区	NOUN	地区	bn:00005513n
d003.s022.t011	和	X	和	
d003.s022.t012	中小	ADJ	中小	bn:00097523a
d003.s022.t013	企业	NOUN	企业	bn:00014137n
d003.s022.t014	中	X	中	
d003.s022.t015	的	X	的	
d003.s022.t016	年龄	NOUN	年龄	bn:00001938n
d003.s022.t017	歧视	NOUN	歧视	bn:00027538n
d003.s022.t018	。	X	。	
d003.s023.t001	此	X	此	
d003.s023.t002	项目	NOUN	项目	bn:00049573n
d003.s023.t003	覆盖	VERB	覆盖	bn:00089489v
d003.s023.t004	七	X	七	
d003.s023.t005	个	NOUN	个	bn:00078738n
d003.s023.t006	成员国	NOUN	成员国	bn:00031903n
d003.s023.t007	：	X	：	
d003.s023.t008	比利时	NOUN	比利时	bn:00009714n
d003.s023.t009	、	X	、	
d003.s023.t010	法国	NOUN	法国	bn:00036202n
d003.s023.t011	、	X	、	
d003.s023.t012	德国	NOUN	德国	bn:00026684n
d003.s023.t013	、	X	、	
d003.s023.t014	希腊	NOUN	希腊	bn:00030401n
d003.s023.t015	、	X	、	
d003.s023.t016	意大利	NOUN	意大利	bn:00047705n
d003.s023.t017	、	X	、	
d003.s023.t018	荷兰	NOUN	荷兰	bn:00044423n
d003.s023.t019	和	X	和	
d003.s023.t020	英国	NOUN	英国	bn:00013173n
d003.s023.t021	。	X	。	
d004.s001.t001	本	X	本	
d004.s001.t002	文件	NOUN	文件	bn:00028015n
d004.s001.t003	是	VERB	是	bn:00083182v
d004.s001.t004	欧洲	ADJ	欧洲	bn:00102440a
d004.s001.t005	公共	ADJ	公共	bn:00109211a
d004.s001.t006	评估	NOUN	评估	bn:00031973n
d004.s001.t007	报告	NOUN	报告	bn:00067181n
d004.s001.t008	的	X	的	
d004.s001.t009	摘要	NOUN	摘要	bn:00000489n
d004.s001.t010	。	X	。	
d004.s002.t001	它	X	它	
d004.s002.t002	解释	VERB	解释	bn:00087869v
d004.s002.t003	了	X	了	
d004.s002.t004	兽	ADJ	兽	bn:00004222n
d004.s002.t005	药	ADJ	药	bn:00054128n
d004.s002.t006	委员会	NOUN	委员会	bn:00021015n
d004.s002.t007	(	X	(	
d004.s002.t008	CVMP	NOUN	CVMP	bn:00033851n
d004.s002.t009	)	X	)	
d004.s002.t010	如何	ADV	如何	bn:00115245r
d004.s002.t011	评估	VERB	评估	bn:00082720v
d004.s002.t012	所	X	所	
d004.s002.t013	进行	VERB	进行	bn:00088913v
d004.s002.t014	的	X	的	
d004.s002.t015	研究	NOUN	研究	bn:00067280n
d004.s002.t016	，	X	，	
d004.s002.t017	以	X	以	
d004.s002.t018	得出	VERB	得出	bn:00082418v
d004.s002.t019	关于	X	关于	
d004.s002.t020	如何	ADV	如何	bn:00114152r
d004.s002.t021	使用	VERB	使用	bn:00082873v
d004.s002.t022	该	X	该	
d004.s002.t023	药物	NOUN	药物	bn:00028872n
d004.s002.t024	的	X	的	
d004.s002.t025	建议	NOUN	建议	bn:00001592n
d004.s002.t026	。	X	。	
d004.s003.t001	Cerenia	NOUN	Cerenia	bn:00073840n
d004.s003.t002	是	VERB	是	bn:00083181v
d004.s003.t003	什么	X	什么	
d004.s003.t004	？	X	？	
d004.s004.t001	Cerenia	NOUN	Cerenia	bn:00024457n
d004.s004.t002	含有	VERB	含有	bn:00089894v
d004.s004.t003	活性	ADJ	活性	bn:00001174n
d004.s004.t004	物质	NOUN	物质	bn:00053801n
d004.s004.t005	马罗匹坦	NOUN	马罗匹坦	bn:00076752n
d004.s004.t006	，	X	，	
d004.s004.t007	有片剂	NOUN	有片剂	bn:00052222n
d004.s004.t008	和	X	和	
d004.s004.t009	注射液	NOUN	注射液	bn:00046787n
d004.s004.t010	两	X	两	
d004.s004.t011	种	NOUN	种	bn:00070254n
d004.s004.t012	形式	NOUN	形式	bn:00035909n
d004.s004.t013	。	X	。	
d004.s005.t001	药片	NOUN	药片	bn:00052222n
d004.s005.t002	呈	VERB	呈	bn:00083181v
d004.s005.t003	淡	ADJ	淡	bn:00108323a
d004.s005.t004	橙色	NOUN	橙色	bn:00059250n
d004.s005.t005	，	X	，	
d004.s005.t006	两面	NOUN	两面	bn:00071887n
d004.s005.t007	都	ADV	都	bn:00114245r
d004.s005.t008	有	VERB	有	bn:00083181v
d004.s005.t009	刻痕	NOUN	刻痕	bn:00069754n
d004.s005.t010	，	X	，	
d004.s005.t011	可以	VERB	可以	bn:00096151a
d004.s005.t012	切成	VERB	切成	bn:00086178v
d004.s005.t013	两	X	两	
d004.s005.t014	半	NOUN	半	bn:00042601n
d004.s005.t015	。	X	。	
d004.s006.t001	每	X	每	
d004.s006.t002	片	NOUN	片	bn:00062297n
d004.s006.t003	药片	NOUN	药片	bn:00052222n
d004.s006.t004	一面	NOUN	一面	bn:00060158n
d004.s006.t005	标有	VERB	标有	bn:00082894v
d004.s006.t006	辉瑞	NOUN	辉瑞	bn:00057971n
d004.s006.t007	标志	NOUN	标志	bn:00030485n
d004.s006.t008	，	X	，	
d004.s006.t009	另一面	NOUN	另一面	bn:00035251n
d004.s006.t010	标有	VERB	标有	bn:00082894v
d004.s006.t011	字母	NOUN	字母	bn:00003057n
d004.s006.t012	MPT	NOUN	MPT	bn:00046516n
d004.s006.t013	和	X	和	
d004.s006.t014	马罗匹坦	NOUN	马罗匹坦	bn:00028512n
d004.s006.t015	的	X	的	
d004.s006.t016	数量	NOUN	数量	bn:00034394n
d004.s006.t017	。	X	。	
d004.s007.t001	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s007.t002	用于	VERB	用于	bn:00083181v
d004.s007.t003	什么	X	什么	
d004.s007.t004	？	X	？	
d004.s008.t001	Cerenia	NOUN	Cerenia	bn:00024457n
d004.s008.t002	是	VERB	是	bn:00083182v
d004.s008.t003	一	X	一	
d004.s008.t004	种	NOUN	种	bn:00070254n
d004.s008.t005	止吐药	NOUN	止吐药	bn:00057971n
d004.s008.t006	，	X	，	
d004.s008.t007	这	X	这	
d004.s008.t008	意味	VERB	意味	bn:00089805v
d004.s008.t009	着	X	着	
d004.s008.t010	它	X	它	
d004.s008.t011	可以	VERB	可以	bn:00096151a
d004.s008.t012	停止	VERB	停止	bn:00083900v
d004.s008.t013	呕吐	NOUN	呕吐	bn:00027565n
d004.s008.t014	。	X	。	
d004.s009.t001	它	X	它	
d004.s009.t002	用于	VERB	用于	bn:00083181v
d004.s009.t003	防止	VERB	防止	bn:00082954v
d004.s009.t004	狗	NOUN	狗	bn:00015267n
d004.s009.t005	出现	VERB	出现	bn:00082694v
d004.s009.t006	呕吐	NOUN	呕吐	bn:00027565n
d004.s009.t007	，	X	，	
d004.s009.t008	例如	ADV	例如	bn:00115147r
d004.s009.t009	化疗	NOUN	化疗	bn:00059129n
d004.s009.t010	引起	VERB	引起	bn:00082442v
d004.s009.t011	的	X	的	
d004.s009.t012	呕吐	NOUN	呕吐	bn:00027565n
d004.s009.t013	（	X	（	
d004.s009.t014	用于	VERB	用于	bn:00082822v
d004.s009.t015	治疗	VERB	治疗	bn:00084532v
d004.s009.t016	癌症	NOUN	癌症	bn:00015180n
d004.s009.t017	的	X	的	
d004.s009.t018	药物	NOUN	药物	bn:00028872n
d004.s009.t019	，	X	，	
d004.s009.t020	其中	X	其中	
d004.s009.t021	一些	NOUN	一些	bn:00023270n
d004.s009.t022	已知	VERB	已知	bn:00083181v
d004.s009.t023	会	VERB	会	bn:00090141v
d004.s009.t024	引起	VERB	引起	bn:00082442v
d004.s009.t025	呕吐	NOUN	呕吐	bn:00027565n
d004.s009.t026	）	X	）	
d004.s009.t027	。	X	。	
d004.s010.t001	与	X	与	
d004.s010.t002	其他	ADJ	其他	bn:00108011a
d004.s010.t003	兽医	ADJ	兽医	bn:00113583a
d004.s010.t004	治疗	NOUN	治疗	bn:00047235n
d004.s010.t005	或	X	或	
d004.s010.t006	特殊	ADJ	特殊	bn:00108295a
d004.s010.t007	饮食	NOUN	饮食	bn:00027011n
d004.s010.t008	等	ADV	等	bn:00114282r
d004.s010.t009	支持	ADJ	支持	bn:00111492a
d004.s010.t010	措施	NOUN	措施	bn:00054018n
d004.s010.t011	相	X	相	
d004.s010.t012	结合	VERB	结合	bn:00083597v
d004.s010.t013	，	X	，	
d004.s010.t014	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s010.t015	也	ADV	也	bn:00114246r
d004.s010.t016	可	VERB	可	bn:00083181v
d004.s010.t017	用于	VERB	用于	bn:00083181v
d004.s010.t018	治疗	VERB	治疗	bn:00084532v
d004.s010.t019	呕吐	NOUN	呕吐	bn:00027565n
d004.s010.t020	（	X	（	
d004.s010.t021	注射	NOUN	注射	bn:00046787n
d004.s010.t022	或	X	或	
d004.s010.t023	注射	NOUN	注射	bn:00046787n
d004.s010.t024	后	X	后	
d004.s010.t025	服用	VERB	服用	bn:00087321v
d004.s010.t026	药片	NOUN	药片	bn:00052222n
d004.s010.t027	）	X	）	
d004.s010.t028	。	X	。	
d004.s011.t001	为了	X	为了	
d004.s011.t002	达到	VERB	达到	bn:00082901v
d004.s011.t003	这些	X	这些	
d004.s011.t004	目的	NOUN	目的	bn:00002178n
d004.s011.t005	，	X	，	
d004.s011.t006	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s011.t007	最多	ADV	最多	bn:00116290r
d004.s011.t008	可以	VERB	可以	bn:00096151a
d004.s011.t009	服用	VERB	服用	bn:00089246v
d004.s011.t010	五	X	五	
d004.s011.t011	天	NOUN	天	bn:00000086n
d004.s012.t001	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s012.t002	如何	ADV	如何	bn:00114422r
d004.s012.t003	发挥	VERB	发挥	bn:00087833v
d004.s012.t004	作用	NOUN	作用	bn:00036822n
d004.s012.t005	？	X	？	
d004.s013.t001	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s013.t002	可	VERB	可	bn:00083181v
d004.s013.t003	阻断	VERB	阻断	bn:00083627v
d004.s013.t004	神经	NOUN	神经	bn:00057322n
d004.s013.t005	激肽	NOUN	激肽	bn:00024904n
d004.s013.t006	1	X	1	
d004.s013.t007	(	X	(	
d004.s013.t008	NK1	NOUN	NK1	bn:00067714n
d004.s013.t009	)	X	)	
d004.s013.t010	受体	NOUN	受体	bn:00000658n
d004.s013.t011	，	X	，	
d004.s013.t012	该	X	该	
d004.s013.t013	受体	NOUN	受体	bn:00000658n
d004.s013.t014	在	X	在	
d004.s013.t015	中枢神经	ADJ	中枢神经	bn:00098648a
d004.s013.t016	系统	NOUN	系统	bn:00075760n
d004.s013.t017	中	X	中	
d004.s013.t018	起作用	VERB	起作用	bn:00087950v
d004.s013.t019	。	X	。	
d004.s014.t001	如何	ADV	如何	bn:00114418r
d004.s014.t002	对	X	对	
d004.s014.t003	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s014.t004	进行	VERB	进行	bn:00088913v
d004.s014.t005	研究	NOUN	研究	bn:00067280n
d004.s014.t006	？	X	？	
d004.s015.t001	在	X	在	
d004.s015.t002	欧洲	ADJ	欧洲	bn:00102440a
d004.s015.t003	多	ADJ	多	bn:00105858a
d004.s015.t004	个	NOUN	个	bn:00078738n
d004.s015.t005	国家	NOUN	国家	bn:00023235n
d004.s015.t006	和	X	和	
d004.s015.t007	美国	NOUN	美国	bn:00003341n
d004.s015.t008	的	X	的	
d004.s015.t009	兽医	NOUN	兽医	bn:00079883n
d004.s015.t010	诊所	NOUN	诊所	bn:00019820n
d004.s015.t011	中	X	中	
d004.s015.t012	，	X	，	
d004.s015.t013	对	X	对	
d004.s015.t014	实验	NOUN	实验	bn:00032309n
d004.s015.t015	犬	NOUN	犬	bn:00015267n
d004.s015.t016	和	X	和	
d004.s015.t017	动物	NOUN	动物	bn:00004222n
d004.s015.t018	患者	NOUN	患者	bn:00061017n
d004.s015.t019	进行	VERB	进行	bn:00088913v
d004.s015.t020	了	X	了	
d004.s015.t021	大量	ADJ	大量	bn:00110620a
d004.s015.t022	有关	VERB	有关	bn:00083240v
d004.s015.t023	Cerenia	NOUN	Cerenia	bn:00048101n
d004.s015.t024	的	X	的	
d004.s015.t025	研究	NOUN	研究	bn:00067280n
d004.s015.t026	。	X	。	
d004.s016.t001	Cerenia	NOUN	Cerenia	bn:00017379n
d004.s016.t002	在	X	在	
d004.s016.t003	研究	NOUN	研究	bn:00067280n
d004.s016.t004	期间	NOUN	期间	bn:00061605n
d004.s016.t005	表现	VERB	表现	bn:00093682v
d004.s016.t006	出	X	出	
d004.s016.t007	了	X	了	
d004.s016.t008	什么	X	什么	
d004.s016.t009	益处	NOUN	益处	bn:00009905n
d004.s016.t010	？	X	？	
d004.s017.t001	研究	NOUN	研究	bn:00067280n
d004.s017.t002	结果	NOUN	结果	bn:00021961n
d004.s017.t003	表明	VERB	表明	bn:00086679v
d004.s017.t004	，	X	，	
d004.s017.t005	Cerenia	NOUN	Cerenia	bn:00046516n
d004.s017.t006	比	X	比	
d004.s017.t007	安慰剂	NOUN	安慰剂	bn:00062717n
d004.s017.t008	更	ADV	更	bn:00116284r
d004.s017.t009	有效	ADJ	有效	bn:00107917a
d004.s017.t010	：	X	：	
d004.s017.t011	无论	ADV	无论	bn:00115067r
d004.s017.t012	是	VERB	是	bn:00083182v
d004.s017.t013	在	X	在	
d004.s017.t014	治疗	NOUN	治疗	bn:00047235n
d004.s017.t015	还是	X	还是	
d004.s017.t016	预防	VERB	预防	bn:00086709v
d004.s017.t017	呕吐	NOUN	呕吐	bn:00027565n
d004.s017.t018	方面	NOUN	方面	bn:00006382n
d004.s017.t019	，	X	，	
d004.s017.t020	服用	VERB	服用	bn:00087321v
d004.s017.t021	该	X	该	
