Token ID	Token	POS	EN Token	BN Synset
d003.s019.t025	举措	N	initiatives	bn:00034797n
d003.s019.t026	。	X	.	
d003.s020.t001	为了	X		
d003.s020.t002	寻求	V		bn:00082844v
d003.s020.t003	提前	A	early	bn:00101935a
d003.s020.t004	退休	N	retirement	bn:00067456n
d003.s020.t005	和	X	and	
d003.s020.t006	裁员	N	redundancy	bn:00066743n
d003.s020.t007	的	X		
d003.s020.t008	替代	N		bn:00061666n
d003.s020.t009	方案	N		bn:00049573n
d003.s020.t010	，	X	,	
d003.s020.t011	该	X	the	
d003.s020.t012	项目	N	project	bn:00064665n
d003.s020.t013	主要	R	primarily	bn:00114714r
d003.s020.t014	关注	V	concerned	bn:00083240v
d003.s020.t015	老年	A	older	bn:00096644a
d003.s020.t016	工人	N	workers	bn:00081593n
d003.s020.t017	的	X	the	
d003.s020.t018	保留	N		bn:00044396n
d003.s020.t019	、	X	,	
d003.s020.t020	重返社会	N		bn:13789669n
d003.s020.t021	和	X	and	
d003.s020.t022	再培训	N		bn:00067463n
d003.s020.t023	。	X	.	
d003.s021.t001	研究	V	examined	bn:00082596v
d003.s021.t002	了	X		
d003.s021.t003	工人	N	workers	bn:00081593n
d003.s021.t004	的	X		
d003.s021.t005	性别	N		bn:00037634n
d003.s021.t006	和	X	and	
d003.s021.t007	种族	N	gender	bn:00065800n
d003.s021.t008	背景	N	backgrounds	bn:00007781n
d003.s021.t009	以及	X	and	
d003.s021.t010	这些	X	these	
d003.s021.t011	与	X	to	
d003.s021.t012	年龄	N	age	bn:00001936n
d003.s021.t013	歧视	N	discrimination	bn:00027538n
d003.s021.t014	的	X		
d003.s021.t015	关系	N	relate	bn:00025569n
d003.s021.t016	。	X	.	
d003.s022.t001	该	X	The	
d003.s022.t002	项目	N	project	bn:00064665n
d003.s022.t003	还	R	also	bn:00114246r
d003.s022.t004	考虑	V		bn:00085651v
d003.s022.t005	采取	V		bn:00085651v
d003.s022.t006	举措	N	initiatives	bn:00034797n
d003.s022.t007	，	X		
d003.s022.t008	打击	V	combat	bn:00085293v
d003.s022.t009	农村	A	rural	bn:00109998a
d003.s022.t010	地区	N	areas	bn:00005513n
d003.s022.t011	和	X	and	
d003.s022.t012	中小	A	medium	bn:00106773a
d003.s022.t013	企业	N		bn:00021286n
d003.s022.t014	中	X	in	
d003.s022.t015	的	X		
d003.s022.t016	年龄	N	age	bn:00001936n
d003.s022.t017	歧视	N	discrimination	bn:00027538n
d003.s022.t018	。	X	.	
d003.s023.t001	此	X		
d003.s023.t002	项目	N	project	bn:00064665n
d003.s023.t003	覆盖	V	covered	bn:00085497v
d003.s023.t004	七	X	Seven	
d003.s023.t005	个	N		
d003.s023.t006	成员国	N	states	bn:00011771n
d003.s023.t007	：	X	:	
d003.s023.t008	比利时	N	Belgium	bn:00009714n
d003.s023.t009	、	X	,	
d003.s023.t010	法国	N	France	bn:00036202n
d003.s023.t011	、	X	,	
d003.s023.t012	德国	N	Germany	bn:00026684n
d003.s023.t013	、	X	,	
d003.s023.t014	希腊	N	Greece	bn:00030401n
d003.s023.t015	、	X	,	
d003.s023.t016	意大利	N	Italy	bn:00047705n
d003.s023.t017	、	X	,	
d003.s023.t018	荷兰	N	Netherlands	bn:00044423n
d003.s023.t019	和	X	and	
d003.s023.t020	英国	N	Kingdom	bn:00049168n
d003.s023.t021	。	X	.	
d004.s001.t001	本	X	This	
d004.s001.t002	文件	N	document	bn:00028015n
d004.s001.t003	是	V	is	
d004.s001.t004	欧洲	A	European	bn:00102440a
d004.s001.t005	公共	A	Public	bn:00109211a
d004.s001.t006	评估	N	Assessment	bn:00005120n
d004.s001.t007	报告	N	Report	bn:00067181n
d004.s001.t008	的	X		
d004.s001.t009	摘要	N	summary	bn:00075142n
d004.s001.t010	。	X	.	
d004.s002.t001	它	X	It	
d004.s002.t002	解释	V		bn:00087869v
d004.s002.t003	了	X		
d004.s002.t004	兽	A	Veterinary	bn:00113583a
d004.s002.t005	药	A		bn:00106556a
d004.s002.t006	委员会	N	Medicinal	bn:00021015n
d004.s002.t007	(	X	(	
d004.s002.t008	CVMP	N	CVMP	
d004.s002.t009	)	X	)	
d004.s002.t010	如何	R	how	bn:13606173r
d004.s002.t011	评估	V		bn:00082720v
d004.s002.t012	所	X		
d004.s002.t013	进行	V		bn:00087628v
d004.s002.t014	的	X	the	
d004.s002.t015	研究	N	studies	bn:00074790n
d004.s002.t016	，	X	,	
d004.s002.t017	以	X	to	
d004.s002.t018	得出	V	reach	bn:00088789v
d004.s002.t019	关于	X	on	
d004.s002.t020	如何	R	how	bn:13606173r
d004.s002.t021	使用	V	use	bn:00082705v
d004.s002.t022	该	X	the	
d004.s002.t023	药物	N	medicine	bn:00054128n
d004.s002.t024	的	X		
d004.s002.t025	建议	N	recommendations	bn:00066562n
d004.s002.t026	。	X	.	
d004.s003.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s003.t002	是	V	is	
d004.s003.t003	什么	X	What	
d004.s003.t004	？	X	?	
d004.s004.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s004.t002	含有	V	contains	bn:00085499v
d004.s004.t003	活性	A	active	bn:00096387a
d004.s004.t004	物质	N	substance	bn:00074985n
d004.s004.t005	马罗匹坦	N	maropitant	bn:00923812n
d004.s004.t006	，	X	and	
d004.s004.t007	有片剂	N		
d004.s004.t008	和	X		
d004.s004.t009	注射液	N	solution	bn:00072760n
d004.s004.t010	两	X		
d004.s004.t011	种	N		bn:00078798n
d004.s004.t012	形式	N	available	bn:00055444n
d004.s004.t013	。	X		
d004.s005.t001	药片	N	tablets	bn:00052222n
d004.s005.t002	呈	V		bn:00087841v
d004.s005.t003	淡	A		
d004.s005.t004	橙色	N		
d004.s005.t005	，	X	and	
d004.s005.t006	两面	N	sides	bn:00032604n
d004.s005.t007	都	R		bn:00114203r
d004.s005.t008	有	V	have	bn:00088078v
d004.s005.t009	刻痕	N	line	bn:00069754n
d004.s005.t010	，	X		
d004.s005.t011	可以	V	can	
d004.s005.t012	切成	V	halved	bn:00089157v
d004.s005.t013	两	X		
d004.s005.t014	半	N		bn:00042601n
d004.s005.t015	。	X		
d004.s006.t001	每	X	is	
d004.s006.t002	片	N		
d004.s006.t003	药片	N	tablet	bn:00052222n
d004.s006.t004	一面	N	side	bn:00032604n
d004.s006.t005	标有	V	marked	bn:00090663v
d004.s006.t006	辉瑞	N	Pfizer	bn:03463336n
d004.s006.t007	标志	N	logo	bn:00051872n
d004.s006.t008	，	X	and	
d004.s006.t009	另一面	N	other	bn:00035251n
d004.s006.t010	标有	V		
d004.s006.t011	字母	N	letters	bn:00003057n
d004.s006.t012	MPT	N	MPT	
d004.s006.t013	和	X	and	
d004.s006.t014	马罗匹坦	N	maropitant	bn:00923812n
d004.s006.t015	的	X	of	
d004.s006.t016	数量	N	quantity	bn:00003603n
d004.s006.t017	。	X	.	
d004.s007.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s007.t002	用于	V	used	bn:00082705v
d004.s007.t003	什么	X	What	
d004.s007.t004	？	X	?	
d004.s008.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s008.t002	是	V	is	
d004.s008.t003	一	X	an	
d004.s008.t004	种	N		bn:00078798n
d004.s008.t005	止吐药	N	anti-emetic	bn:00004656n
d004.s008.t006	，	X	,	
d004.s008.t007	这	X	this	
d004.s008.t008	意味	V	means	bn:00089805v
d004.s008.t009	着	X		
d004.s008.t010	它	X	it	
d004.s008.t011	可以	V		
d004.s008.t012	停止	V		bn:00084710v
d004.s008.t013	呕吐	N	vomiting	bn:00027565n
d004.s008.t014	。	X	.	
d004.s009.t001	它	X	It	
d004.s009.t002	用于	V	used	bn:00082705v
d004.s009.t003	防止	V	prevent	bn:00088454v
d004.s009.t004	狗	N	dogs	bn:00015267n
d004.s009.t005	出现	V		bn:00082788v
d004.s009.t006	呕吐	N	vomiting	bn:00027565n
d004.s009.t007	，	X	as	
d004.s009.t008	例如	R	such	bn:00115147r
d004.s009.t009	化疗	N	chemotherapy	bn:00018141n
d004.s009.t010	引起	V	caused	bn:00084069v
d004.s009.t011	的	X		
d004.s009.t012	呕吐	N	vomiting	bn:00027565n
d004.s009.t013	（	X	(	
d004.s009.t014	用于	V	used	bn:00082705v
d004.s009.t015	治疗	V	treatment	bn:00084532v
d004.s009.t016	癌症	N	cancer	bn:00015180n
d004.s009.t017	的	X		
d004.s009.t018	药物	N		bn:00054128n
d004.s009.t019	，	X	,	
d004.s009.t020	其中	X	which	
d004.s009.t021	一些	N	some	bn:29799485n
d004.s009.t022	已知	V	known	bn:00090142v
d004.s009.t023	会	V	to	
d004.s009.t024	引起	V	cause	bn:00084069v
d004.s009.t025	呕吐	N	vomiting	bn:00027565n
d004.s009.t026	）	X	)	
d004.s009.t027	。	X	.	
d004.s010.t001	与	X	with	
d004.s010.t002	其他	A	other	bn:00108011a
d004.s010.t003	兽医	A	veterinary	bn:00113583a
d004.s010.t004	治疗	N	treatment	bn:00047235n
d004.s010.t005	或	X	or	
d004.s010.t006	特殊	A	special	bn:00108295a
d004.s010.t007	饮食	N	diet	bn:00027011n
d004.s010.t008	等	R	such	bn:00115237r
d004.s010.t009	支持	A	supportive	bn:00111492a
d004.s010.t010	措施	N	measures	bn:00054018n
d004.s010.t011	相	X		
d004.s010.t012	结合	V	combination	bn:00085317v
d004.s010.t013	，	X	,	
d004.s010.t014	Cerenia	N	Cerenia	bn:00923812n
d004.s010.t015	也	R	also	bn:00114246r
d004.s010.t016	可	V	can	
d004.s010.t017	用于	V	used	bn:00082705v
d004.s010.t018	治疗	V	treatment	bn:00084532v
d004.s010.t019	呕吐	N	vomiting	bn:00027565n
d004.s010.t020	（	X	(	
d004.s010.t021	注射	N	injection	bn:00046787n
d004.s010.t022	或	X	or	
d004.s010.t023	注射	N	injection	bn:00046787n
d004.s010.t024	后	X	by	
d004.s010.t025	服用	V		bn:00082365v
d004.s010.t026	药片	N	tablets	bn:00052222n
d004.s010.t027	）	X	)	
d004.s010.t028	。	X	.	
d004.s011.t001	为了	X	For	
d004.s011.t002	达到	V		bn:00082901v
d004.s011.t003	这些	X	these	
d004.s011.t004	目的	N		bn:00002178n
d004.s011.t005	，	X	,	
d004.s011.t006	Cerenia	N	Cerenia	bn:00923812n
d004.s011.t007	最多	R	up to	bn:00116290r
d004.s011.t008	可以	V	can	
d004.s011.t009	服用	V	given	bn:00082365v
d004.s011.t010	五	X	five	
d004.s011.t011	天	N	days	bn:00025419n
d004.s012.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s012.t002	如何	R	How	bn:13606173r
d004.s012.t003	发挥	V	work	bn:00087833v
d004.s012.t004	作用	N		bn:00036822n
d004.s012.t005	？	X	?	
d004.s013.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s013.t002	可	V		
d004.s013.t003	阻断	V		bn:00083627v
d004.s013.t004	神经	N		bn:00057322n
d004.s013.t005	激肽	N		bn:27268665n
d004.s013.t006	1	X	1	
d004.s013.t007	(	X	(	
d004.s013.t008	NK1	N	NK1	
d004.s013.t009	)	X	)	
d004.s013.t010	受体	N		bn:00000658n
d004.s013.t011	，	X	,	
d004.s013.t012	该	X	which	
d004.s013.t013	受体	N		
d004.s013.t014	在	X	in	
d004.s013.t015	中枢神经	A	central	bn:00099258a
d004.s013.t016	系统	N	system	bn:00075762n
d004.s013.t017	中	X		
d004.s013.t018	起作用	V	acts	bn:00082285v
d004.s013.t019	。	X	.	
d004.s014.t001	如何	R	has	bn:13606173r
d004.s014.t002	对	X		
d004.s014.t003	Cerenia	N	Cerenia	bn:00923812n
d004.s014.t004	进行	V	been	bn:00087628v
d004.s014.t005	研究	N		bn:00067280n
d004.s014.t006	？	X	?	
d004.s015.t001	在	X	in	
d004.s015.t002	欧洲	A	European	bn:00102440a
d004.s015.t003	多	A	several	bn:00110469a
d004.s015.t004	个	N		
d004.s015.t005	国家	N	countries	bn:00011771n
d004.s015.t006	和	X	and	
d004.s015.t007	美国	N	USA	bn:00003341n
d004.s015.t008	的	X		
d004.s015.t009	兽医	N	veterinary	bn:00079883n
d004.s015.t010	诊所	N	practises	
d004.s015.t011	中	X		
d004.s015.t012	，	X	A	
d004.s015.t013	对	X		
d004.s015.t014	实验	N	laboratory	bn:00049551n
d004.s015.t015	犬	N		
d004.s015.t016	和	X	in	
d004.s015.t017	动物	N	animal	bn:00004222n
d004.s015.t018	患者	N	patients	bn:00061017n
d004.s015.t019	进行	V	carried	bn:00087628v
d004.s015.t020	了	X		
d004.s015.t021	大量	A	large	bn:00110620a
d004.s015.t022	有关	V		bn:00083240v
d004.s015.t023	Cerenia	N	Cerenia	bn:00923812n
d004.s015.t024	的	X		
d004.s015.t025	研究	N	studies	bn:00074790n
d004.s015.t026	。	X	.	
d004.s016.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s016.t002	在	X	the	
d004.s016.t003	研究	N	studies	bn:00074790n
d004.s016.t004	期间	N	during	bn:00061605n
d004.s016.t005	表现	V	shown	bn:00083245v
d004.s016.t006	出	X		
d004.s016.t007	了	X		
d004.s016.t008	什么	X	What	
d004.s016.t009	益处	N	benefit	bn:00009905n
d004.s016.t010	？	X	?	
d004.s017.t001	研究	N	studies	bn:00074790n
d004.s017.t002	结果	N	results	bn:00021961n
d004.s017.t003	表明	V	showed	bn:00083245v
d004.s017.t004	，	X	that	
d004.s017.t005	Cerenia	N	Cerenia	bn:00923812n
d004.s017.t006	比	X	than	
d004.s017.t007	安慰剂	N	the	bn:00062717n
d004.s017.t008	更	R	more	bn:00116284r
d004.s017.t009	有效	A	effective	bn:00102038a
d004.s017.t010	：	X	:	
d004.s017.t011	无论	R	both	
d004.s017.t012	是	V		
d004.s017.t013	在	X	in	
d004.s017.t014	治疗	N	treatment	bn:00047235n
d004.s017.t015	还是	X	or	
d004.s017.t016	预防	V	prevention	bn:00086709v
d004.s017.t017	呕吐	N	vomiting	bn:00027565n
d004.s017.t018	方面	N		bn:03635987n
d004.s017.t019	，	X	,	
d004.s017.t020	服用	V	the	bn:00087863v
d004.s017.t021	该	X	the	
d004.s017.t022	药物	N	medicine	bn:00054128n
d004.s017.t023	的	X		
d004.s017.t024	狗	N	dogs	bn:00015267n
d004.s017.t025	的	X	the	
d004.s017.t026	呕吐	N		bn:00027565n
d004.s017.t027	次数	N		bn:00000443n
d004.s017.t028	都	R		bn:00114203r
d004.s017.t029	比	X	than	
d004.s017.t030	服用	V	received	bn:00087863v
d004.s017.t031	安慰剂	N	a	
d004.s017.t032	的	X		
d004.s017.t033	狗	N	dogs	bn:00015267n
d004.s017.t034	少	A	less	bn:00105886a
d004.s017.t035	。	X	.	
d004.s018.t001	治疗	V	treatment	bn:00047235n
d004.s018.t002	呕吐	V		bn:00083115v
d004.s018.t003	的	X	of	
d004.s018.t004	狗	N	dog	bn:00015267n
d004.s018.t005	应该	V	the	
d004.s018.t006	从	X	with	
d004.s018.t007	注射	N	injection	bn:00046787n
d004.s018.t008	开始	V	started	bn:00083347v
d004.s018.t009	，	X	,	
d004.s018.t010	因为	X	since	
d004.s018.t011	呕吐	V	vomiting	bn:00083115v
d004.s018.t012	的	X		
d004.s018.t013	动物	N	animals	bn:00004222n
d004.s018.t014	可能	V	might	
d004.s018.t015	没有	V	able	bn:00090161v
d004.s018.t016	方法	N		bn:00054625n
d004.s018.t017	吞下	V	throw	bn:00088759v
d004.s018.t018	药片	N	tablet	bn:00052222n
d004.s018.t019	（	X	(	
d004.s018.t020	因为	X	as	
d004.s018.t021	它们	X	they	
d004.s018.t022	可能	V	might	
d004.s018.t023	会	V		
d004.s018.t024	再次	R	again	bn:00114171r
d004.s018.t025	将	X	keep	
d004.s018.t026	完整	A	intact	bn:00102278a
d004.s018.t027	的	X		
d004.s018.t028	药片	N	tablet	bn:00052222n
d004.s018.t029	吐	V		bn:00092122v
d004.s018.t030	出来	V	up	bn:00085324v
d004.s018.t031	）	X	)	
d004.s018.t032	。	X	.	
d004.s019.t001	为了	X	For	
d004.s019.t002	进行	V		bn:00087628v
d004.s019.t003	后续	A	follow-up	bn:00111392a
d004.s019.t004	治疗	N	treatment	bn:00047235n
d004.s019.t005	，	X	,	
d004.s019.t006	动物	N	animal	bn:00004222n
d004.s019.t007	主人	N	owner	bn:00059954n
d004.s019.t008	可以	V	can	
d004.s019.t009	给	X	to	
d004.s019.t010	狗	N	dog	bn:00015267n
d004.s019.t011	服用	V	administer	bn:00082365v
d004.s019.t012	药片	N	tablets	bn:00052222n
d004.s019.t013	。	X	.	
d004.s020.t001	此外	R	Also	bn:00114246r
d004.s020.t002	，	X	,	
d004.s020.t003	呕吐	N	vomiting	bn:00027565n
d004.s020.t004	的	X		
d004.s020.t005	治疗	N	treatment	bn:00047235n
d004.s020.t006	应	V	should	
d004.s020.t007	与	X	with	
d004.s020.t008	其他	A	other	bn:00108011a
d004.s020.t009	支持	A	supportive	bn:00111492a
d004.s020.t010	措施	N	measure	bn:00054018n
d004.s020.t011	或	X	or	
d004.s020.t012	其他	A	other	bn:00108011a
d004.s020.t013	兽医	A	veterinary	bn:00113583a
d004.s020.t014	疗法	N	therapy	bn:00076843n
d004.s020.t015	一起	R	together	bn:00117321r
d004.s020.t016	进行	V	be	bn:00087628v
d004.s020.t017	，	X		
d004.s020.t018	同时	R	while	bn:00114206r
d004.s020.t019	解决	V	addressing	bn:00088162v
d004.s020.t020	呕吐	N	vomiting	bn:00027565n
d004.s020.t021	的	X	the	
d004.s020.t022	根本	A	underlying	bn:00104676a
d004.s020.t023	原因	N	causes	bn:00016850n
d004.s020.t024	。	X	.	
d004.s021.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s021.t002	有	V	with	bn:00088078v
d004.s021.t003	哪些	X	is	
d004.s021.t004	风险	N	risk	bn:00030747n
d004.s021.t005	？	X	?	
d004.s022.t001	当	X		
d004.s022.t002	每日	R	daily	bn:00114917r
d004.s022.t003	服用	V	administered	bn:00082365v
d004.s022.t004	剂量	N	dosages	bn:00028320n
d004.s022.t005	高达	V		bn:00082901v
d004.s022.t006	推荐	N	recommended	bn:00041086n
d004.s022.t007	剂量	N	doses	bn:00028320n
d004.s022.t008	的	X	the	
d004.s022.t009	5	X	5	
d004.s022.t010	倍	N	times	bn:00056285n
d004.s022.t011	并且	R	when	bn:13672175r
d004.s022.t012	持续	V	for	bn:00086793v
d004.s022.t013	较	R		
d004.s022.t014	长	A	extended	bn:00101795a
d004.s022.t015	时间	N	time	bn:00077267n
d004.s022.t016	（	X	(	
d004.s022.t017	高达	V	up	
d004.s022.t018	建议	V	recommended	bn:00082417v
d004.s022.t019	最大	A	maximum	bn:00106517a
d004.s022.t020	治疗	N	treatment	bn:00047235n
d004.s022.t021	时间	N	duration	bn:00022191n
d004.s022.t022	的	X	the	
d004.s022.t023	3	X	3	
d004.s022.t024	倍	N	times	bn:00019848n
d004.s022.t025	）	X	)	
d004.s022.t026	时	X		
d004.s022.t027	，	X		
d004.s022.t028	Cerenia	N	Cerenia	bn:00923812n
d004.s022.t029	通常	R	generally	bn:00114634r
d004.s022.t030	耐受性	N	tolerated	bn:02005542n
d004.s022.t031	良好	A	well	bn:00098243a
d004.s022.t032	。	X	.	
d004.s023.t001	给	X	gives	
d004.s023.t002	动物	N		bn:00004222n
d004.s023.t003	注射	V		bn:00089749v
d004.s023.t004	药物	N	medicine	bn:00054128n
d004.s023.t005	或者	X	or	
d004.s023.t006	接触	V	the	bn:00095040v
d004.s023.t007	动物	N	animal	bn:00004222n
d004.s023.t008	的	X		
d004.s023.t009	人	N	person	bn:00046516n
d004.s023.t010	需要	V		bn:00091028v
d004.s023.t011	注意	V		bn:00094754v
d004.s023.t012	什么	X	What	
d004.s023.t013	？	X	?	
d004.s024.t001	Cerenia	N	Cerenia	bn:00923812n
d004.s024.t002	并	R	does	bn:00114281r
d004.s024.t003	不会	V	not	bn:27249949v
d004.s024.t004	对	X	for	
d004.s024.t005	人体	N	people	bn:00044382n
d004.s024.t006	造成	V	represent	bn:00083187v
d004.s024.t007	特别	A	particular	bn:00102398a
d004.s024.t008	的	X	a	
d004.s024.t009	风险	N	risk	bn:00030747n
d004.s024.t010	。	X	.	
