Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Senses	Gold Gloss	Silver Gloss	Filtered Sense
d002.s024.t038	caso	caso	N	bn:00032099n	bn:00016401n	bn:00016401n	An item of information that is typical of a class or group	An occurrence of something	bn:00016401n
d002.s024.t039	.		X						
d002.s025.t001	Es	ser	V						
d002.s025.t002	muy	muy	R	bn:00115300r	bn:00114714r				
d002.s025.t003	útil	útil	J	bn:00104094a	bn:00113455a	bn:00113455a	Providing assistance or serving a useful function	Being of use or service	bn:00113455a
d002.s025.t004	a		X						
d002.s025.t005	la		X						
d002.s025.t006	hora	hora	N	bn:00077267n					
d002.s025.t007	de		X						
d002.s025.t008	trabajar	trabajar	V	bn:00095823v	bn:00095812v	bn:00095812v	To exert effort in order to do, make, or perform something	Exert oneself by doing mental or physical work for a purpose or out of necessity	bn:00095812v
d002.s025.t009	con		X						
d002.s025.t010	funciones	función	N	bn:00036821n	bn:03132721n				
d002.s025.t011	definidas	definir	V	bn:00086464v					
d002.s025.t012	a		X						
d002.s025.t013	trozos	trozo	N	bn:03132721n					
d002.s025.t014	.		X						
d002.s026.t001	La		X						
d002.s026.t002	respuesta	respuesta	N	bn:00004451n					
d002.s026.t003	es	ser	V						
d002.s026.t004	fácil	fácil	J	bn:00101973a	bn:00101973a	bn:00101973a			bn:00101973a
d002.s026.t005	.		X						
d002.s026.t006	Con		X						
d002.s026.t007	esto		X						
d002.s026.t008	podremos	poder	V						
d002.s026.t009	realizar	realizar	V	bn:00082225v					
d002.s026.t010	operaciones	operación	N	bn:00053826n	bn:00085744v				
d002.s026.t011	con		X						
d002.s026.t012	funciones	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s026.t013	como		X						
d002.s026.t014	cos()	cos	N		bn:00022956n	bn:00022956n			bn:00022956n
d002.s026.t015	,		X						
d002.s026.t016	sin()	sin	N	bn:00071709n	bn:00071709n	bn:00071709n			bn:00071709n
d002.s026.t017	(		X						
d002.s026.t018	o		X						
d002.s026.t019	cualquier		X						
d002.s026.t020	otra		X		bn:00108011a				
d002.s026.t021	función	función	N	bn:00019189n	bn:00036821n	bn:00036821n	Function of an angle expressed as a ratio of the length of the sides of right-angled triangle containing the angle	(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function)	bn:00036821n
d002.s026.t022	trigonométrica	trigonométrica	J		bn:00112111a				
d002.s026.t023	)		X						
d002.s026.t024	,		X						
d002.s026.t025	sum()	sum	N	bn:00001296n	bn:00001296n	bn:00001296n			bn:00001296n
d002.s026.t026	o		X						
d002.s026.t027	product()	product	N	bn:00053827n	bn:00053827n	bn:00053827n			bn:00053827n
d002.s026.t028	.		X						
d002.s027.t001	No	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d002.s027.t002	importa	importar	V	bn:00085860v	bn:00085860v	bn:00085860v			bn:00085860v
d002.s027.t003	el		X						
d002.s027.t004	tipo	tipo	N	bn:03403506n	bn:00035907n	bn:00035907n	In computer science and mathematical logic, a function type is the type of a variable or parameter to which a function has or can be assigned, or an argument or result type of a higher-order function taking or returning a function.	A category of things distinguished by some common characteristic or quality	bn:00035907n
d002.s027.t005	de		X						
d002.s027.t006	función	función	N	bn:00036821n					
d002.s027.t007	que		X						
d002.s027.t008	sea	ser	V						
d002.s027.t009	.		X						
d002.s028.t001	Podremos	poder	V						
d002.s028.t002	usar	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s028.t003	plus()	plus	N	bn:00001296n	bn:00001296n	bn:00001296n			bn:00001296n
d002.s028.t004	,		X						
d002.s028.t005	times()	times	N	bn:00053827n	bn:00056300n	bn:00056300n	A quantity obtained by multiplication	An arithmetic operation that is the inverse of division; the product of two numbers is computed	bn:00056300n
d002.s028.t006	y		X						
d002.s028.t007	cualquier		X						
d002.s028.t008	cosa	cosa	N	bn:00076924n					
d002.s028.t009	a la que		X						
d002.s028.t010	le		X						
d002.s028.t011	corresponda	corresponder	V	bn:00082477v					
d002.s028.t012	un		X		bn:00088078v				
d002.s028.t013	operador	operador	N	bn:00059141n	bn:00059141n	bn:00059141n			bn:00059141n
d002.s028.t014	.		X						
d002.s029.t001	La		X						
d002.s029.t002	consola	consola	N	bn:00020949n					
d002.s029.t003	de		X						
d002.s029.t004	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s029.t005	es	ser	V						
d002.s029.t006	tan	tan	R	bn:00114354r					
d002.s029.t007	útil	útil	J	bn:00104094a	bn:00113455a	bn:00113455a	Providing assistance or serving a useful function	Being of use or service	bn:00113455a
d002.s029.t008	como		X						
d002.s029.t009	una		X						
d002.s029.t010	calculadora	calculadora	N	bn:03466887n	bn:00946167n	bn:00946167n			bn:00946167n
d002.s029.t011	.		X						
d002.s030.t001	Aquí	aquí	R	bn:00115639r	bn:00114427r	bn:00114427r	In or at this place; where the speaker or writer is	In or at that place	bn:00114427r
d002.s030.t002	tiene	tener	V	bn:00088078v	bn:00088078v	bn:00088078v			bn:00088078v
d002.s030.t003	una		X						
d002.s030.t004	lista	lista	N	bn:00051508n	bn:00051508n	bn:00051508n			bn:00051508n
d002.s030.t005	de		X						
d002.s030.t006	las		X						
d002.s030.t007	variables	variable	N	bn:00079581n	bn:00079583n	bn:00079583n	A quantity that can assume any of a set of values	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	bn:00079583n
d002.s030.t008	declaradas	declarar	V						
d002.s030.t009	.		X						
d002.s031.t001	Si		X						
d002.s031.t002	pulsa	pulsar	V						
d002.s031.t003	dos		X						
d002.s031.t004	veces	vez	N	bn:00019848n					
d002.s031.t005	sobre		X						
d002.s031.t006	una		X						
d002.s031.t007	de		X						
d002.s031.t008	ellas		X						
d002.s031.t009	,		X						
d002.s031.t010	le		X						
d002.s031.t011	aparecerá	aparecer	V	bn:00082691v	bn:00084662v				
d002.s031.t012	un		X						
d002.s031.t013	diálogo	diálogo	N						
d002.s031.t014	con		X						
d002.s031.t015	el		X						
d002.s031.t016	que		X						
d002.s031.t017	podrá	poder	V						
d002.s031.t018	cambiar	cambiar	V	bn:00084772v	bn:00082553v	bn:00082553v	Exchange or replace with another, usually of the same kind or category	Cause to change; make different; cause a transformation	bn:00082553v
d002.s031.t019	su		X						
d002.s031.t020	valor	valor	N	bn:00079508n	bn:00079508n	bn:00079508n			bn:00079508n
d002.s031.t021	(		X						
d002.s031.t022	es	ser	V		bn:00082536v				
d002.s031.t023	una		X						
d002.s031.t024	forma	forma	N	bn:00001965n	bn:00001965n	bn:00001965n			bn:00001965n
d002.s031.t025	de		X						
d002.s031.t026	engañar	engañar	V	bn:00088310v	bn:00088310v	bn:00088310v			bn:00088310v
d002.s031.t027	al		X						
d002.s031.t028	registro	registro	N		bn:00051831n	bn:00051831n			bn:00051831n
d002.s031.t029	)		X						
d002.s031.t030	.		X						
d002.s032.t001	Cada vez que		X		bn:00019848n				
d002.s032.t002	introduzca	introducir	V	bn:00087594v	bn:00087679v	bn:00087679v	Introduce	Make a record of; set down in permanent form	bn:00087679v
d002.s032.t003	una		X						
d002.s032.t004	expresión	expresión	N	bn:00032395n	bn:00032395n	bn:00032395n			bn:00032395n
d002.s032.t005	,		X						
d002.s032.t006	el		X						
d002.s032.t007	valor	valor	N	bn:00079508n	bn:00079508n	bn:00079508n			bn:00079508n
d002.s032.t008	de		X						
d002.s032.t009	la		X						
d002.s032.t010	variable	variable	N	bn:00079581n	bn:00079583n	bn:00079583n	A quantity that can assume any of a set of values	A symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity	bn:00079583n
d002.s032.t011	«		X						
d002.s032.t012	ans	ans	N						
d002.s032.t013	»		X						
d002.s032.t014	cambiará	cambiar	V	bn:00082553v	bn:00082553v	bn:00082553v			bn:00082553v
d002.s032.t015	para		X						
d002.s032.t016	reproducir	reproducir	V	bn:00092850v					
d002.s032.t017	el		X						
d002.s032.t018	último	último	J	bn:00105739a	bn:00105739a	bn:00105739a			bn:00105739a
d002.s032.t019	resultado	resultado	N	bn:00034520n	bn:00034520n	bn:00034520n			bn:00034520n
d002.s032.t020	.		X						
d002.s033.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n			bn:00020947n
d002.s033.t002	N	n	N	bn:00056688n	bn:00056688n	bn:00056688n			bn:00056688n
d002.s033.t003	Nuevo	nuevo	N		bn:00081292n				
d002.s034.t001	Refresca	refrescar	V						
d002.s034.t002	el		X						
d002.s034.t003	registro	registro	N		bn:00051831n	bn:00051831n			bn:00051831n
d002.s034.t004	.		X						
d002.s035.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n			bn:00020947n
d002.s035.t002	L	l	N	bn:00049538n	bn:00049538n	bn:00049538n			bn:00049538n
d002.s035.t003	Cargar	cargar	V		bn:00090416v	bn:00090416v			bn:00090416v
d002.s035.t004	un		X						
d002.s035.t005	guión	guión	N						
d002.s036.t001	Ejecuta	ejecutar	V	bn:00087107v	bn:00082225v	bn:00082225v	Carry out or perform an action	Put in effect	bn:00082225v
d002.s036.t002	las		X						
d002.s036.t003	instrucciones	instrucción	N	bn:00020945n	bn:00020945n	bn:00020945n			bn:00020945n
d002.s036.t004	en		X						
d002.s036.t005	una		X						
d002.s036.t006	archivo	archivo	N	bn:00021475n	bn:00021475n	bn:00021475n			bn:00021475n
d002.s036.t007	de		X						
d002.s036.t008	forma	forma	N	bn:00001965n					
d002.s036.t009	secuencial	secuencial	J	bn:00100306a	bn:00114819r				
d002.s036.t010	.		X						
d002.s037.t001	Es	ser	V						
d002.s037.t002	útil	útil	J	bn:00104094a	bn:00107292a				
d002.s037.t003	si		X						
d002.s037.t004	lo		X						
d002.s037.t005	que		X						
d002.s037.t006	desea	desear	V	bn:00086682v	bn:00086682v	bn:00086682v			bn:00086682v
d002.s037.t007	es	ser	V						
d002.s037.t008	definir	definir	V	bn:00086466v	bn:00086466v	bn:00086466v			bn:00086466v
d002.s037.t009	una		X						
d002.s037.t010	biblioteca	biblioteca	N	bn:00050969n	bn:00050969n	bn:00050969n			bn:00050969n
d002.s037.t011	o		X						
d002.s037.t012	reanudar	reanudar	V	bn:00092914v					
d002.s037.t013	un		X						
d002.s037.t014	trabajo	trabajo	N	bn:00062309n	bn:00081568n	bn:00081568n	A product produced or accomplished through the effort or activity or agency of a person or thing	Activity directed toward making or doing something	bn:00081568n
d002.s037.t015	anterior	anterior	J	bn:00097192a	bn:00107791a	bn:00107791a	Earlier in time	Just preceding something else in time or order	bn:00107791a
d002.s037.t016	.		X						
d002.s038.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n			bn:00020947n
d002.s038.t002	G	g	N	bn:00036962n	bn:00036962n	bn:00036962n			bn:00036962n
d002.s038.t003	Guardar	guardar	V	bn:00090043v	bn:00093281v	bn:00093281v	Store or keep customarily	Record data on a computer	bn:00093281v
d002.s038.t004	el		X						
d002.s038.t005	guión	guión	N						
d002.s039.t001	Guarda	guardar	V	bn:00090043v					
d002.s039.t002	las		X						
d002.s039.t003	intrucciones	instrucción	N	bn:00020945n	bn:00020945n	bn:00020945n			bn:00020945n
d002.s039.t004	que		X						
d002.s039.t005	ha	haber	V						
d002.s039.t006	introducido	introducir	V	bn:00087594v	bn:00095295v				
d002.s039.t007	desde		X						
d002.s039.t008	que		X						
d002.s039.t009	comenzó	comenzar	V	bn:00083341v	bn:00083344v	bn:00083344v	Have a beginning, in a temporal, spatial, or evaluative sense	Be the first item or point, constitute the beginning or start, come first in a series	bn:00083344v
d002.s039.t010	la		X						
d002.s039.t011	sesión	sesión	N	bn:03751534n	bn:03751534n	bn:03751534n			bn:03751534n
d002.s039.t012	,		X						
d002.s039.t013	con		X						
d002.s039.t014	lo		X						
d002.s039.t015	que		X						
d002.s039.t016	podrá	poder	V		bn:00096151a	bn:00096151a			bn:00096151a
d002.s039.t017	reutilizarlas	reutilizarlas	V		bn:00092558v				
d002.s039.t018	.		X						
d002.s040.t001	Genera	generar	V	bn:00084080v	bn:00084080v	bn:00084080v			bn:00084080v
d002.s040.t002	un		X						
d002.s040.t003	archivo	archivo	N	bn:00028018n	bn:00021475n	bn:00021475n	(computer science) a computer file that contains text (and possibly formatting instructions) using seven-bit ASCII characters	(computer science) a file maintained in computer-readable form	bn:00021475n
d002.s040.t004	de		X						
d002.s040.t005	texto	texto	N	bn:00076732n	bn:00028018n	bn:00028018n	The words of something written	(computer science) a computer file that contains text (and possibly formatting instructions) using seven-bit ASCII characters	bn:00028018n
d002.s040.t006	que		X						
d002.s040.t007	podrá	poder	V		bn:00101973a				
d002.s040.t008	corregir	corregir	V	bn:00082357v	bn:00084308v	bn:00084308v	Alter or regulate so as to achieve accuracy or conform to a standard	Restore by replacing a part or putting together what is torn or broken	bn:00084308v
d002.s040.t009	usando	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s040.t010	cualquier		X						
d002.s040.t011	editor	editor	N	bn:00076736n	bn:00029775n	bn:00029775n	(computer science) an application that can be used to create and view and edit text files	(computer science) a program designed to perform such editorial functions as rearrangement or modification or deletion of data	bn:00029775n
d002.s040.t012	de		X						
d002.s040.t013	texto	texto	N	bn:00076732n	bn:00076736n	bn:00076736n	The words of something written	(computer science) an application that can be used to create and view and edit text files	bn:00076736n
d002.s040.t014	,		X						
d002.s040.t015	por ejemplo	por~ejemplo	R	bn:00115147r					
d002.s040.t016	Kate	kate	N	bn:03628723n	bn:03628723n	bn:03628723n			bn:03628723n
d002.s040.t017	.		X						
d002.s041.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n			bn:00020947n
d002.s041.t002	S	s	N	bn:00068673n	bn:00068673n	bn:00068673n			bn:00068673n
d002.s041.t003	Guardar	guardar	V	bn:00090043v	bn:00093281v	bn:00093281v	Store or keep customarily	Record data on a computer	bn:00093281v
d002.s041.t004	el		X						
d002.s041.t005	registro	registro	N		bn:00051831n	bn:00051831n			bn:00051831n
d002.s042.t001	Guarda	guardar	V	bn:00090043v	bn:00093281v	bn:00093281v	Store or keep customarily	Record data on a computer	bn:00093281v
d002.s042.t002	el		X						
d002.s042.t003	registro	registro	N		bn:00051831n	bn:00051831n			bn:00051831n
d002.s042.t004	con		X						
d002.s042.t005	todos		X						
d002.s042.t006	los		X						
d002.s042.t007	resultados	resultado	N	bn:00034520n	bn:00034520n	bn:00034520n			bn:00034520n
d002.s042.t008	en		X						
d002.s042.t009	un		X						
d002.s042.t010	archivo	archivo	N	bn:00021475n					
d002.s042.t011	HTML	html	N	bn:00045087n	bn:00045087n	bn:00045087n			bn:00045087n
d002.s042.t012	que		X						
d002.s042.t013	podrá	poder	V		bn:00096151a	bn:00096151a			bn:00096151a
d002.s042.t014	imprimir	imprimir	V	bn:00089639v	bn:00089639v	bn:00089639v			bn:00089639v
d002.s042.t015	o		X						
d002.s042.t016	publicar	publicar	V	bn:00092023v	bn:00084099v	bn:00084099v	Put into print	Prepare and issue for public distribution or sale	bn:00084099v
d002.s042.t017	.		X						
d002.s043.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n			bn:00020947n
d002.s043.t002	Q	q	N	bn:00065472n	bn:00065472n	bn:00065472n			bn:00065472n
d002.s043.t003	Salir	salir	N	bn:03500215n	bn:00084710v	bn:00084710v			bn:00084710v
d002.s044.t001	Cierra	cerrar	V	bn:00085164v					
d002.s044.t002	el		X						
d002.s044.t003	programa	programa	N	bn:00021492n	bn:00021492n	bn:00021492n			bn:00021492n
d002.s044.t004	.		X						
d002.s045.t001	Para		X						
d002.s045.t002	añadir	añadir	V	bn:00082317v	bn:00082317v	bn:00082317v			bn:00082317v
d002.s045.t003	un		X						
d002.s045.t004	gráfica	gráfico	J	bn:00103741a					
d002.s045.t005	2D	2d	N	bn:00780722n					
d002.s045.t006	en		X						
d002.s045.t007	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n			bn:08534138n
d002.s045.t008	,		X						
d002.s045.t009	lo		X						
d002.s045.t010	que		X						
d002.s045.t011	tiene que	tener~que	V						
d002.s045.t012	hacer	hacer	V		bn:00087107v	bn:00087107v			bn:00087107v
d002.s045.t013	es	ser	V						
d002.s045.t014	ir	ir	V		bn:00088912v	bn:00088912v			bn:00088912v
d002.s045.t015	a		X						
d002.s045.t016	la		X						
d002.s045.t017	pestaña	pestaña	N	bn:00120018n	bn:00120018n	bn:00120018n			bn:00120018n
d002.s045.t018	Gráfica	gráfico	J	bn:00103741a	bn:00041412n	bn:00041412n	Relating to or presented by a graph	A visual representation of the relations between certain quantities plotted with reference to a set of axes	bn:00041412n
d002.s045.t019	2D	2d	N	bn:00780722n					
d002.s045.t020	y		X						
d002.s045.t021	aquí	aquí	R	bn:00115639r					
d002.s045.t022	pulsar	pulsar	V						
d002.s045.t023	la		X						
d002.s045.t024	pestaña	pestaña	N	bn:00120018n	bn:00120018n	bn:00120018n			bn:00120018n
d002.s045.t025	Añadir	añadir	N	bn:00082317v	bn:00082317v	bn:00082317v			bn:00082317v
d002.s045.t026	,		X						
d002.s045.t027	que		X						
d002.s045.t028	le		X						
d002.s045.t029	permitirá	permitir	V	bn:00082536v					
d002.s045.t030	añadir	añadir	V	bn:00082317v	bn:00082317v	bn:00082317v			bn:00082317v
d002.s045.t031	una		X						
d002.s045.t032	nueva	nuevo	J	bn:00107270a	bn:00107267a	bn:00107267a	Other than the former one(s); different	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered	bn:00107267a
d002.s045.t033	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s045.t034	.		X						
d002.s046.t001	A		X						
d002.s046.t002	continuación	continuación	R		bn:00114281r				
d002.s046.t003	tendrá	tener	V						
d002.s046.t004	dirigirse	dirigirse	V	bn:00086600v	bn:00088921v	bn:00088921v	Move away from a place into another direction	Progress by being changed	bn:00088921v
d002.s046.t005	al		X						
d002.s046.t006	cuadro	cuadro	N	bn:00017904n	bn:00012528n				
d002.s046.t007	de		X						
d002.s046.t008	texto	texto	N	bn:00076732n	bn:03113401n	bn:03113401n	The words of something written	A text box, text field or text entry box is a control element of a graphical user interface, that should enable the user to input text information to be used by a program.	bn:03113401n
d002.s046.t009	de		X						
d002.s046.t010	entrada	entrada	N	bn:00031062n	bn:00046850n	bn:00046850n	An item inserted in a written record	A component of production; something that goes into the production of output	bn:00046850n
d002.s046.t011	,		X						
d002.s046.t012	donde	donde	R						
d002.s046.t013	podrá	poder	V						
d002.s046.t014	introducir	introducir	V	bn:00087594v	bn:00095295v				
d002.s046.t015	su		X						
d002.s046.t016	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s046.t017	.		X						
d002.s047.t001	Si		X						
d002.s047.t002	quiere	querer	V	bn:00086682v	bn:00086682v	bn:00086682v			bn:00086682v
d002.s047.t003	usar	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s047.t004	una		X						
d002.s047.t005	función	función	N	bn:00036821n					
d002.s047.t006	f(x)	f(x)	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s047.t007	típica	típico	J	bn:00102148a	bn:00112217a	bn:00112217a	Being or serving as an illustration of a type;	Conforming to a type	bn:00112217a
d002.s047.t008	,		X						
d002.s047.t009	no	no	N		bn:00116360r	bn:00116360r			bn:00116360r
d002.s047.t010	es	ser	V						
d002.s047.t011	necesario	necesario	J	bn:00107182a	bn:00107182a	bn:00107182a			bn:00107182a
d002.s047.t012	que		X						
d002.s047.t013	la		X						
d002.s047.t014	especifique	especificar	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely	bn:00086468v
d002.s047.t015	.		X						
d002.s048.t001	Después de		X						
d002.s048.t002	haber	haber	V						
d002.s048.t003	introducido	introducir	V	bn:00087594v	bn:00087679v	bn:00087679v	Introduce	Make a record of; set down in permanent form	bn:00087679v
d002.s048.t004	la		X						
d002.s048.t005	función	función	N	bn:00036821n	bn:00036821n	bn:00036821n			bn:00036821n
d002.s048.t006	,		X						
d002.s048.t007	pulse	pulsar	V						
d002.s048.t008	el		X						
d002.s048.t009	botón	botón	N	bn:03843242n	bn:03843242n	bn:03843242n			bn:03843242n
d002.s048.t010	Aceptar	aceptar	V	bn:00082199v	bn:00096817a				
d002.s048.t011	para		X						
d002.s048.t012	dibujar	dibujar	V	bn:00086525v	bn:00087013v				
d002.s048.t013	la		X						
d002.s048.t014	gráfica	gráfica	N	bn:00017904n					
d002.s048.t015	en		X						
d002.s048.t016	la		X						
d002.s048.t017	ventana	ventana	N	bn:00081292n	bn:00081292n	bn:00081292n			bn:00081292n
d002.s048.t018	principal	principal	J	bn:00098086a	bn:00099598a	bn:00099598a	Of primary importance	Most important element	bn:00099598a
d002.s048.t019	.		X						
d002.s049.t001	Es	ser	V						
d002.s049.t002	posible	posible	J	bn:00108829a					
d002.s049.t003	dibujar	dibujar	V	bn:00086525v	bn:00090224v				
d002.s049.t004	varias		X		bn:00110469a				
d002.s049.t005	gráficas	gráfica	N	bn:00017904n					
d002.s049.t006	en		X						
d002.s049.t007	la		X						
d002.s049.t008	misma	mismo	J	bn:00110075a	bn:00110075a	bn:00110075a			bn:00110075a
d002.s049.t009	vista	vista	N	bn:00079985n	bn:00079985n	bn:00079985n			bn:00079985n
d002.s049.t010	.		X						
d002.s050.t001	Para		X						
d002.s050.t002	esto		X						
d002.s050.t003	use	usar	V	bn:00082705v	bn:00082705v	bn:00082705v			bn:00082705v
d002.s050.t004	simplemente	simplemente	R	bn:00114626r	bn:00114626r	bn:00114626r			bn:00114626r
d002.s050.t005	el		X						
d002.s050.t006	botón	botón	N	bn:03843242n	bn:03843242n	bn:03843242n			bn:03843242n
d002.s050.t007	Añadir	añadir	N	bn:00082317v	bn:00082317v	bn:00082317v			bn:00082317v
d002.s050.t008	cuando		X						
d002.s050.t009	se		X						
d002.s050.t010	encuentre	encontrar	V	bn:00086708v					
d002.s050.t011	en		X						
d002.s050.t012	el		X						
d002.s050.t013	modo	modo	N	bn:01622345n	bn:00055444n	bn:00055444n	In user interface design, a mode is a distinct setting within a computer program or any physical machine interface, in which the same user input will produce perceived results different from those that it would in other settings.	A particular functioning condition or arrangement	bn:00055444n
d002.s050.t014	Lista	lista	N	bn:00051508n	bn:00051508n	bn:00051508n			bn:00051508n
d002.s050.t015	.		X						
d002.s051.t001	Puede	poder	V						
d002.s051.t002	ajustar	ajustar	V	bn:00082316v	bn:00090224v	bn:00090224v	Adapt or conform oneself to new or different conditions	Put into a certain place or abstract location	bn:00090224v
d002.s051.t003	el		X						
d002.s051.t004	color	color	N	bn:00020726n	bn:00020726n	bn:00020726n			bn:00020726n
d002.s051.t005	de		X						
d002.s051.t006	cada		X						
d002.s051.t007	gráfica	gráfica	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes	bn:00041412n
d002.s051.t008	.		X						
d003.s001.t001	La		X						
d003.s001.t002	Fundación	fundación	N	bn:00036064n	bn:00036064n	bn:00036064n			bn:00036064n
d003.s001.t003	ha	haber	V						
d003.s001.t004	intervenido	intervenir	V	bn:00089817v	bn:00089893v				
d003.s001.t005	recientemente	recientemente	R	bn:00116085r	bn:00116085r	bn:00116085r			bn:00116085r
d003.s001.t006	en		X						
d003.s001.t007	la		X						
d003.s001.t008	organización	organización	N	bn:00059482n					
d003.s001.t009	de		X						
d003.s001.t010	una		X						
d003.s001.t011	conferencia	conferencia	N	bn:00021721n	bn:00021721n	bn:00021721n			bn:00021721n
d003.s001.t012	sobre		X						
d003.s001.t013	este		X						
d003.s001.t014	decisivo	decisivo	J	bn:00100676a	bn:00100676a	bn:00100676a			bn:00100676a
d003.s001.t015	reto	reto	N	bn:00017557n	bn:00017557n	bn:00017557n			bn:00017557n
d003.s001.t016	.		X						
d003.s002.t001	Asistieron	asistir	V	bn:00082907v	bn:00082907v	bn:00082907v			bn:00082907v
d003.s002.t002	más	más	R	bn:00116285r					
d003.s002.t003	de		X						
d003.s002.t004	100		X						
d003.s002.t005	participantes	participante	N	bn:00060798n	bn:00060798n	bn:00060798n			bn:00060798n
d003.s002.t006	en		X						
d003.s002.t007	representación	representación	N	bn:00009652n					
d003.s002.t008	de		X						
d003.s002.t009	los		X						
d003.s002.t010	principales	principal	J	bn:00098086a	bn:00099598a	bn:00099598a	Of primary importance	Most important element	bn:00099598a
d003.s002.t011	grupos	grupo	N	bn:00047082n	bn:00072536n	bn:00072536n	(usually plural) a social group whose members control some field of activity and who have common aims	People sharing some social relation	bn:00072536n
d003.s002.t012	de		X						
d003.s002.t013	interés	interés	N	bn:00021556n	bn:00047082n	bn:00047082n	Something that interests you because it is important or affects you	(usually plural) a social group whose members control some field of activity and who have common aims	bn:00047082n
d003.s002.t014	,		X						
d003.s002.t015	los		X						
d003.s002.t016	cuales		X						
d003.s002.t017	discutieron	discutir	V	bn:00086342v	bn:00086341v	bn:00086341v	Discuss the pros and cons of an issue	Argue with one another	bn:00086341v
d003.s002.t018	cuestiones	cuestión	N	bn:00001734n	bn:00047688n	bn:00047688n	A vaguely specified concern	An important question that is in dispute and must be settled	bn:00047688n
d003.s002.t019	tales		X		bn:00115147r				
d003.s002.t020	como		X						
d003.s002.t021	el		X						
d003.s002.t022	papel	papel	N	bn:00036823n	bn:00036823n	bn:00036823n			bn:00036823n
d003.s002.t023	de		X						
d003.s002.t024	los		X						
d003.s002.t025	principales	principal	J	bn:00098086a	bn:00099258a				
d003.s002.t026	agentes	agente	N	bn:00001973n					
d003.s002.t027	,		X						
d003.s002.t028	entre		X						
d003.s002.t029	ellos		X		bn:00089660v				
d003.s002.t030	,		X						
d003.s002.t031	las		X						
d003.s002.t032	autoridades	autoridad	N	bn:00001961n	bn:00001961n	bn:00001961n			bn:00001961n
d003.s002.t033	públicas	público	J	bn:00109211a	bn:02575022n	bn:02575022n	Not private; open to or concerning the people as a whole	Příspěvková organizace je jednou z forem veřejného ústavu, právnickou osobou veřejného práva zřízenou k plnění úkolů ve veřejném zájmu.	bn:02575022n
d003.s002.t034	,		X						
d003.s002.t035	los		X						
d003.s002.t036	interlocutores	interlocutor	N	bn:01623772n					
d003.s002.t037	sociales	social	J	bn:00110842a	bn:01623772n	bn:01623772n	Relating to human society and its members	Social partners are groups that cooperate in working relationships to achieve a mutually agreed-upon goal, typically for the benefit of all involved groups.	bn:01623772n
d003.s002.t038	y		X		bn:00114246r				
d003.s002.t039	las		X						
d003.s002.t040	organizaciones	organización	N	bn:00170328n	bn:00001423n	bn:00001423n	Community organizing is a process where people who live in proximity to each other or share some common problem come together into an organization that acts in their shared self-interest.	The persons (or committees or departments etc.) who make up a body for the purpose of administering something	bn:00001423n
d003.s002.t041	comunitarias	comunitario	J	bn:00100102a	bn:03240655n	bn:03240655n	For or by a group rather than individuals	Community organization or Community Based Organization refers to organization aimed at making desired improvements to a community's social health, well-being, and overall functioning.	bn:03240655n
d003.s002.t042	y		X						
d003.s002.t043	de		X						
d003.s002.t044	voluntarios	voluntario	N	bn:02438777n	bn:00113672a	bn:00113672a	Volunteering is a voluntary act of an individual or group freely giving time and labour for community service.	Of your own free will or design; done by choice; not forced or compelled	bn:00113672a
d003.s002.t045	,		X						
d003.s002.t046	además	además	R	bn:00114134r					
d003.s002.t047	de		X						
d003.s002.t048	los		X						
d003.s002.t049	propios	propio	J	bn:00096707a					
d003.s002.t050	usuarios	usuario	N	bn:00079373n	bn:00079373n	bn:00079373n			bn:00079373n
d003.s002.t051	.		X						
d003.s003.t001	Se		X						
d003.s003.t002	tomó	tomar	V	bn:00085649v					
