Token ID	Token	Lemma	POS	Gold Senses	Silver Senses	Filtered Sense	Gold Gloss	Silver Gloss
d002.s037.t011	un		X					
d002.s037.t012	lavoro	lavoro	N	bn:00049573n	bn:00081568n	bn:00081568n	Any piece of work that is undertaken or attempted	Activity directed toward making or doing something
d002.s037.t013	interrotto	interrompere	V	bn:00082149v				
d002.s037.t014	in		X					
d002.s037.t015	precedenza	precedenza	N	bn:00004489n	bn:00107791a			
d002.s037.t016	.		X					
d002.s038.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n		
d002.s038.t002	S	s	N	bn:00068673n	bn:00036962n			
d002.s038.t003	Salva	salvare	V		bn:00093281v	bn:00093281v		
d002.s038.t004	script	script	N	bn:03932262n				
d002.s039.t001	Salva	salvare	V		bn:00093281v	bn:00093281v		
d002.s039.t002	le		X					
d002.s039.t003	istruzioni	istruzione	N	bn:00020945n	bn:00020945n	bn:00020945n		
d002.s039.t004	eseguite	eseguire	V	bn:00082225v	bn:00095295v			
d002.s039.t005	dall'		X					
d002.s039.t006	inizio	inizio	N	bn:00046275n	bn:00083344v	bn:00083344v	An event that is a beginning; a first part or stage of subsequent events	Be the first item or point, constitute the beginning or start, come first in a series
d002.s039.t007	della		X					
d002.s039.t008	sessione	sessione	N	bn:03751534n	bn:03751534n	bn:03751534n		
d002.s039.t009	in		X					
d002.s039.t010	modo	modo	N	bn:00001965n				
d002.s039.t011	da		X					
d002.s039.t012	poterle	potere	V		bn:00096151a			
d002.s039.t013	riusare	riusare	V	bn:00092558v	bn:00092558v	bn:00092558v		
d002.s039.t014	.		X					
d002.s040.t001	Genera	generare	V	bn:00084080v	bn:00084080v	bn:00084080v		
d002.s040.t002	file	file	N	bn:00028018n	bn:00021475n	bn:00021475n	(computer science) a computer file that contains text (and possibly formatting instructions) using seven-bit ASCII characters	(computer science) a file maintained in computer-readable form
d002.s040.t003	di		X					
d002.s040.t004	testo	testo	N	bn:01848600n	bn:00028018n	bn:00028018n	In computing, plain text is a loose term for data that represent only characters of readable material but not its graphical representation nor other objects.	(computer science) a computer file that contains text (and possibly formatting instructions) using seven-bit ASCII characters
d002.s040.t005	semplice	semplice	J	bn:00101973a	bn:00101973a	bn:00101973a		
d002.s040.t006	,		X					
d002.s040.t007	quindi		X					
d002.s040.t008	è	essere	V					
d002.s040.t009	possibile	possibile	J	bn:00108829a				
d002.s040.t010	modificarli	modificare	V	bn:00082553v	bn:00084308v			
d002.s040.t011	usando	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s040.t012	un		X					
d002.s040.t013	qualsiasi	qualsiasi	J	bn:00097285a				
d002.s040.t014	editor	editor	N	bn:00076736n	bn:00029775n	bn:00029775n	(computer science) an application that can be used to create and view and edit text files	(computer science) a program designed to perform such editorial functions as rearrangement or modification or deletion of data
d002.s040.t015	di		X					
d002.s040.t016	testo	testo	N	bn:00076732n	bn:00076736n	bn:00076736n	The words of something written	(computer science) an application that can be used to create and view and edit text files
d002.s040.t017	(		X					
d002.s040.t018	come		X					
d002.s040.t019	Kate	kate	N	bn:03628723n	bn:03628723n	bn:03628723n		
d002.s040.t020	)		X					
d002.s040.t021	.		X					
d002.s041.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n		
d002.s041.t002	L	l	N	bn:00049538n	bn:00068673n			
d002.s041.t003	Salva	salvare	V		bn:00093281v	bn:00093281v		
d002.s041.t004	log	log	N	bn:03986055n	bn:00051831n	bn:00051831n		
d002.s042.t001	Salva	salvare	V		bn:00093281v	bn:00093281v		
d002.s042.t002	il		X					
d002.s042.t003	log	log	N	bn:03986055n	bn:00051831n	bn:00051831n		
d002.s042.t004	e		X					
d002.s042.t005	tutti		X					
d002.s042.t006	i		X					
d002.s042.t007	risultati	risultato	N	bn:00034520n	bn:00034520n	bn:00034520n		
d002.s042.t008	su		X					
d002.s042.t009	file	file	N	bn:00021475n				
d002.s042.t010	HTML	html	N	bn:00045087n	bn:00045087n	bn:00045087n		
d002.s042.t011	che		X					
d002.s042.t012	può	potere	V		bn:00096151a			
d002.s042.t013	essere	essere	V					
d002.s042.t014	stampato	stampare	V	bn:00092023v	bn:00089639v	bn:00089639v	Put into print	Reproduce by printing
d002.s042.t015	o		X					
d002.s042.t016	pubblicato	pubblicare	V		bn:00084099v	bn:00084099v		
d002.s042.t017	.		X					
d002.s043.t001	Ctrl	ctrl	N	bn:00020947n	bn:00020947n	bn:00020947n		
d002.s043.t002	Q	q	N	bn:00065472n	bn:00065472n	bn:00065472n		
d002.s043.t003	Esci	uscire	V	bn:00084710v	bn:00084710v	bn:00084710v		
d002.s044.t001	Chiude	chiudere	V	bn:00085170v				
d002.s044.t002	il		X					
d002.s044.t003	programma	programma	N	bn:00021492n	bn:00021492n	bn:00021492n		
d002.s044.t004	.		X					
d002.s045.t001	Per		X					
d002.s045.t002	aggiungere	aggiungere	V	bn:00082317v	bn:00082317v	bn:00082317v		
d002.s045.t003	un		X					
d002.s045.t004	nuovo	nuovo	J	bn:00103328a	bn:00107267a	bn:00107267a	Original and of a kind not seen before	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d002.s045.t005	grafico	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s045.t006	2D	2d	N	bn:00780722n				
d002.s045.t007	in		X					
d002.s045.t008	kalgebra	kalgebra	N	bn:08534138n	bn:08534138n	bn:08534138n		
d002.s045.t009	,		X					
d002.s045.t010	devi	dovere	V					
d002.s045.t011	andare	andare	V	bn:00088913v	bn:00088912v	bn:00088912v	Follow a procedure or take a course	Change location; move, travel, or proceed, also metaphorically
d002.s045.t012	nella		X					
d002.s045.t013	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s045.t014	Grafico	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s045.t015	2D	2d	N	bn:00780722n				
d002.s045.t016	e		X					
d002.s045.t017	fare	fare	V					
d002.s045.t018	clic	clic	N					
d002.s045.t019	sulla		X					
d002.s045.t020	scheda	scheda	N	bn:00120018n	bn:00120018n	bn:00120018n		
d002.s045.t021	Aggiungi	aggiungere	N		bn:00082317v	bn:00082317v		
d002.s045.t022	per		X					
d002.s045.t023	aggiungere	aggiungere	V	bn:00082317v	bn:00082317v	bn:00082317v		
d002.s045.t024	una		X					
d002.s045.t025	nuova	nuovo	J	bn:00103328a	bn:00107267a	bn:00107267a	Original and of a kind not seen before	Not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered
d002.s045.t026	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s045.t027	.		X					
d002.s046.t001	Sarà	essere	V					
d002.s046.t002	quindi		X		bn:00114281r			
d002.s046.t003	attivata	attivare	V	bn:00082306v	bn:00046850n			
d002.s046.t004	la		X					
d002.s046.t005	casella	casella	N	bn:03113401n	bn:00012528n	bn:00012528n	A text box, text field or text entry box is a control element of a graphical user interface, that should enable the user to input text information to be used by a program.	A rectangular drawing
d002.s046.t006	di		X					
d002.s046.t007	testo	testo	N	bn:00076732n	bn:03113401n	bn:03113401n	The words of something written	A text box, text field or text entry box is a control element of a graphical user interface, that should enable the user to input text information to be used by a program.
d002.s046.t008	dove		X					
d002.s046.t009	puoi	potere	V					
d002.s046.t010	scrivere	scrivere	V	bn:00093281v	bn:00095295v	bn:00095295v	Record data on a computer	Write by means of a keyboard with types
d002.s046.t011	la		X					
d002.s046.t012	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s046.t013	.		X					
d002.s047.t001	Se		X					
d002.s047.t002	vuoi	volere	V	bn:00086682v	bn:00086682v	bn:00086682v		
d002.s047.t003	usare	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s047.t004	una		X					
d002.s047.t005	tipica	tipico	J	bn:00112216a	bn:00112217a	bn:00112217a	Exhibiting the qualities or characteristics that identify a group or kind or category	Conforming to a type
d002.s047.t006	funzione	funzione	N	bn:00036821n				
d002.s047.t007	f(x)	f(x)	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s047.t008	non		X		bn:00116360r			
d002.s047.t009	è	essere	V					
d002.s047.t010	necessario	necessario	J	bn:00104964a	bn:00107182a	bn:00107182a	Not to be dispensed with; essential	Absolutely essential
d002.s047.t011	specificarla	specificare	V	bn:00086464v	bn:00086468v	bn:00086468v	Determine the essential quality of	Decide upon or fix definitely
d002.s047.t012	.		X					
d002.s048.t001	Quando		X					
d002.s048.t002	hai	avere	V					
d002.s048.t003	inserito	inserire	V	bn:00087594v				
d002.s048.t004	la		X					
d002.s048.t005	funzione	funzione	N	bn:00036821n	bn:00036821n	bn:00036821n		
d002.s048.t006	premi	premere	V	bn:00091986v				
d002.s048.t007	OK	ok	N	bn:00058395n	bn:00096817a	bn:00096817a	An endorsement	Being satisfactory or in satisfactory condition
d002.s048.t008	per		X					
d002.s048.t009	visualizzare	visualizzare	V	bn:00087013v	bn:00087013v	bn:00087013v		
d002.s048.t010	il		X					
d002.s048.t011	grafico	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s048.t012	nella		X					
d002.s048.t013	finestra	finestra	N	bn:00081292n	bn:00081292n	bn:00081292n		
d002.s048.t014	principale	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d002.s048.t015	.		X					
d002.s049.t001	Puoi	potere	V					
d002.s049.t002	avere	avere	V	bn:00088078v	bn:00090224v			
d002.s049.t003	più		X		bn:00110469a			
d002.s049.t004	grafici	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s049.t005	nella		X					
d002.s049.t006	stessa	stesso	J	bn:00104506a	bn:00110075a	bn:00110075a	Being the exact same one; not any other	Same in identity
d002.s049.t007	vista	vista	N		bn:00079985n	bn:00079985n		
d002.s049.t008	.		X					
d002.s050.t001	Usa	usare	V	bn:00082705v	bn:00082705v	bn:00082705v		
d002.s050.t002	il		X					
d002.s050.t003	pulsante	pulsante	N	bn:03843242n	bn:03843242n	bn:03843242n		
d002.s050.t004	Aggiungi	aggiungere	N		bn:00082317v	bn:00082317v		
d002.s050.t005	in		X					
d002.s050.t006	modalità	modalità	N	bn:01622345n	bn:00055444n	bn:00055444n	In user interface design, a mode is a distinct setting within a computer program or any physical machine interface, in which the same user input will produce perceived results different from those that it would in other settings.	A particular functioning condition or arrangement
d002.s050.t007	«		X					
d002.s050.t008	lista	lista	N	bn:00051508n	bn:00051508n	bn:00051508n		
d002.s050.t009	»		X					
d002.s050.t010	.		X					
d002.s051.t001	Puoi	potere	V					
d002.s051.t002	impostare	impostare	V	bn:00093518v	bn:00090224v	bn:00090224v	Put into a certain state; cause to be in a certain state	Put into a certain place or abstract location
d002.s051.t003	un		X					
d002.s051.t004	diverso	diverso	J	bn:00101348a				
d002.s051.t005	colore	colore	N	bn:00020726n	bn:00020726n	bn:00020726n		
d002.s051.t006	per		X					
d002.s051.t007	ogni	ogni	J	bn:00096798a				
d002.s051.t008	grafico	grafico	N	bn:00017904n	bn:00041412n	bn:00041412n	A visual display of information	A visual representation of the relations between certain quantities plotted with reference to a set of axes
d002.s051.t009	.		X					
d003.s001.t001	Recentemente	recentemente	R	bn:00116085r	bn:00116085r	bn:00116085r		
d003.s001.t002	la		X					
d003.s001.t003	Fondazione	fondazione	N	bn:00031641n	bn:00036064n	bn:00036064n	An organization founded and united for a specific purpose	An institution supported by an endowment
d003.s001.t004	ha	avere	V					
d003.s001.t005	partecipato	partecipare	V	bn:00082907v	bn:00089893v			
d003.s001.t006	all'		X					
d003.s001.t007	organizzazione	organizzazione	N	bn:00059483n				
d003.s001.t008	di		X					
d003.s001.t009	una		X					
d003.s001.t010	conferenza	conferenza	N	bn:00021721n	bn:00021721n	bn:00021721n		
d003.s001.t011	che		X					
d003.s001.t012	ha	avere	V					
d003.s001.t013	affrontato	affrontare	V	bn:00085596v	bn:00084527v	bn:00084527v	Deal with (something unpleasant) head on	Be in charge of, act on, or dispose of
d003.s001.t014	questa		X					
d003.s001.t015	sfida	sfida	N	bn:00017557n	bn:00017557n	bn:00017557n		
d003.s001.t016	critica	critico	J		bn:00100676a	bn:00100676a		
d003.s001.t017	.		X					
d003.s002.t001	Hanno	avere	V					
d003.s002.t002	partecipato	partecipare	V	bn:00082907v	bn:00060798n			
d003.s002.t003	oltre		X					
d003.s002.t004	100		X					
d003.s002.t005	esponenti	esponente	N	bn:00047203n				
d003.s002.t006	delle		X					
d003.s002.t007	principali	principale	J	bn:00099598a	bn:00099598a	bn:00099598a		
d003.s002.t008	categorie	categoria	N	bn:00016734n	bn:00072536n			
d003.s002.t009	interessate	interessato	J	bn:00100197a	bn:00047082n			
d003.s002.t010	,		X					
d003.s002.t011	i		X					
d003.s002.t012	quali		X					
d003.s002.t013	hanno	avere	V		bn:00082907v			
d003.s002.t014	discusso	discutere	V	bn:00086342v	bn:00086341v	bn:00086341v	Discuss the pros and cons of an issue	Argue with one another
d003.s002.t015	fra		X					
d003.s002.t016	l'		X					
d003.s002.t017	altro	altro	N					
d003.s002.t018	del		X					
d003.s002.t019	ruolo	ruolo	N	bn:00036822n	bn:00036823n	bn:00036823n	What something is used for	The actions and activities assigned to or required or expected of a person or group
d003.s002.t020	degli		X					
d003.s002.t021	attori	attore	N	bn:00001177n				
d003.s002.t022	chiave	chiave	N	bn:00048986n	bn:00099258a	bn:00099258a	Something crucial for explaining	Serving as an essential component
d003.s002.t023	quali	quale	R		bn:00089660v			
d003.s002.t024	pubbliche	pubblico	J	bn:00109211a	bn:02575022n	bn:02575022n	Not private; open to or concerning the people as a whole	Příspěvková organizace je jednou z forem veřejného ústavu, právnickou osobou veřejného práva zřízenou k plnění úkolů ve veřejném zájmu.
d003.s002.t025	autorità	autorità	N	bn:00001961n	bn:00001961n	bn:00001961n		
d003.s002.t026	,		X					
d003.s002.t027	parti	parte	N	bn:01623772n				
d003.s002.t028	sociali	sociale	J	bn:00110842a	bn:01623772n	bn:01623772n	Relating to human society and its members	Social partners are groups that cooperate in working relationships to achieve a mutually agreed-upon goal, typically for the benefit of all involved groups.
d003.s002.t029	,		X					
d003.s002.t030	organizzazioni	organizzazione	N	bn:00006539n	bn:00001423n	bn:00001423n	A formal organization of people or groups of people	The persons (or committees or departments etc.) who make up a body for the purpose of administering something
d003.s002.t031	di		X					
d003.s002.t032	volontariato	volontariato	N	bn:02438777n	bn:00113672a			
d003.s002.t033	e		X					
d003.s002.t034	locali	locale	N		bn:03240655n			
d003.s002.t035	nonché		X		bn:00114246r			
d003.s002.t036	utenti	utente	N	bn:00022095n	bn:00079373n	bn:00079373n	A person who uses goods or services	A person who makes use of a thing; someone who uses or employs something
d003.s002.t037	dei		X					
d003.s002.t038	servizi	servizio	N	bn:00070651n	bn:00070651n	bn:00070651n		
d003.s002.t039	.		X					
d003.s003.t001	Si		X					
d003.s003.t002	è	essere	V					
d003.s003.t003	anche		X		bn:00114246r			
d003.s003.t004	preso	prendere	V	bn:00082206v				
d003.s003.t005	atto	atto	N		bn:00058145n			
d003.s003.t006	della		X					
d003.s003.t007	gamma	gamma	N	bn:00066141n	bn:00027862n			
d003.s003.t008	di		X					
d003.s003.t009	aioli	aioli	N		bn:00009905n			
d003.s003.t010	diversi	diverso	J	bn:00101347a	bn:00101350a	bn:00101350a	Unlike in nature or quality or form or degree	Marked by dissimilarity
d003.s003.t011	svolti	svolto	J		bn:00091709v			
d003.s004.t001	Unitamente	unitamente	R	bn:00117321r	bn:00115794r	bn:00115794r	With cooperation and interchange	With a common plan
d003.s004.t002	alla		X					
d003.s004.t003	Commissione	commissione	N	bn:03895618n	bn:00021015n	bn:00021015n	The European Commission is the executive of the European Union.	A special group delegated to consider some matter
d003.s004.t004	europea	europeo	J	bn:00102440a	bn:03895618n	bn:03895618n	Of or relating to or characteristic of Europe or the people of Europe	The European Commission is the executive of the European Union.
d003.s004.t005	,		X					
d003.s004.t006	al		X					
d003.s004.t007	Ministero	ministero	N	bn:00055180n	bn:00055180n	bn:00055180n		
d003.s004.t008	degli		X					
d003.s004.t009	affari	affare	N	bn:00072552n	bn:00001739n			
d003.s004.t010	sociali	sociale	J	bn:00110842a	bn:00110842a	bn:00110842a		
d003.s004.t011	spagnolo	spagnolo	J	bn:00110978a	bn:00110978a	bn:00110978a		
d003.s004.t012	e		X					
d003.s004.t013	al		X					
d003.s004.t014	governo	governo	N	bn:00001430n	bn:00007299n	bn:00007299n	A district defined for administrative purposes	The organization that is the governing authority of a political unit
d003.s004.t015	regionale	regionale	J	bn:00109624a	bn:00001430n	bn:00001430n	Related or limited to a particular region	A district defined for administrative purposes
d003.s004.t016	della		X					
d003.s004.t017	Galizia	galizia	N	bn:00037072n				
d003.s004.t018	,		X					
d003.s004.t019	la		X					
d003.s004.t020	Fondazione	fondazione	N	bn:00031641n	bn:00036064n	bn:00036064n	An organization founded and united for a specific purpose	An institution supported by an endowment
d003.s004.t021	ha	avere	V					
d003.s004.t022	organizzato	organizzare	V	bn:00082778v				
d003.s004.t023	una		X					
d003.s004.t024	conferenza	conferenza	N	bn:00021721n	bn:00021721n	bn:00021721n		
d003.s004.t025	europea	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a		
d003.s004.t026	sul		X					
d003.s004.t027	tema	tema	N	bn:00043267n				
d003.s004.t028	Esclusione	esclusione	N	bn:00053403n	bn:00032152n	bn:00032152n	The social process of becoming or being made marginal (especially as a group within the larger society)	The state of being excluded
d003.s004.t029	sociale	sociale	J	bn:00110842a	bn:00053403n	bn:00053403n	Relating to human society and its members	The social process of becoming or being made marginal (especially as a group within the larger society)
d003.s004.t030	:		X					
d003.s004.t031	una		X					
d003.s004.t032	grande	grande	J	bn:00103780a	bn:00106332a	bn:00106332a	Of major significance or importance	Of greater importance or stature or rank
d003.s004.t033	sfida	sfida	N	bn:00017557n	bn:00017557n	bn:00017557n		
d003.s004.t034	per		X					
d003.s004.t035	i		X					
d003.s004.t036	servizi	servizi	N	bn:00070651n	bn:00070651n			
d003.s004.t037	pubblici	pubblico	J	bn:00109211a	bn:00065083n	bn:00065083n	Not private; open to or concerning the people as a whole	Governmental provision of economic assistance to persons in need
d003.s004.t038	di		X					
d003.s004.t039	assistenza	assistenza	N	bn:00002155n				
d003.s004.t040	.		X					
d003.s005.t001	Recentemente	recentemente	R	bn:00116085r	bn:00116085r	bn:00116085r		
d003.s005.t002	la		X					
d003.s005.t003	Fondazione	fondazione	N	bn:00031641n	bn:00036064n	bn:00036064n	An organization founded and united for a specific purpose	An institution supported by an endowment
d003.s005.t004	ha	avere	V					
d003.s005.t005	pubblicato	pubblicare	V	bn:00084099v	bn:00084099v			
d003.s005.t006	,		X					
d003.s005.t007	nel		X					
d003.s005.t008	quadro	quadro	N	bn:00071869n	bn:00027912n			
d003.s005.t009	del		X					
d003.s005.t010	progetto	progetto	N	bn:00062759n	bn:00064665n	bn:00064665n	A series of steps to be carried out or goals to be accomplished	A planned undertaking
d003.s005.t011	EPOC	epoc	N					
d003.s005.t012	,		X					
d003.s005.t013	uno		X					
d003.s005.t014	studio	studio	N	bn:00049573n	bn:00067181n	bn:00067181n	Any piece of work that is undertaken or attempted	A written document describing the findings of some individual or group
d003.s005.t015	comparativo	comparativo	J	bn:00100121a	bn:00100121a	bn:00100121a		
d003.s005.t016	che		X					
d003.s005.t017	valuta	valutare	V	bn:00087763v				
d003.s005.t018	la		X					
d003.s005.t019	misura	misura	N	bn:00032425n	bn:00032425n	bn:00032425n		
d003.s005.t020	in		X					
d003.s005.t021	cui		X					
d003.s005.t022	la		X					
d003.s005.t023	partecipazione	partecipazione	N	bn:00030844n	bn:00030844n	bn:00030844n		
d003.s005.t024	diretta	diretto	J	bn:00101412a	bn:00101412a	bn:00101412a		
d003.s005.t025	può	potere	V					
d003.s005.t026	umanizzare	umanizzare	V		bn:00089511v			
d003.s005.t027	il		X					
d003.s005.t028	lavoro	lavoro	N	bn:00014138n	bn:00014138n	bn:00014138n		
d003.s005.t029	migliorando	migliorare	V	bn:00082573v	bn:00089667v			
d003.s005.t030	allo		X					
d003.s005.t031	stesso	stesso	J	bn:00104506a				
d003.s005.t032	tempo	tempo	N	bn:00077269n				
d003.s005.t033	la		X					
d003.s005.t034	redditività	redditività	N	bn:00037027n	bn:00037027n	bn:00037027n		
d003.s005.t035	.		X					
d003.s006.t001	Lo		X					
d003.s006.t002	studio	studio	N	bn:00049573n	bn:00074790n	bn:00074790n	Any piece of work that is undertaken or attempted	A detailed critical inspection
d003.s006.t003	si		X					
d003.s006.t004	basa	basare	V	bn:00083141v	bn:00083141v	bn:00083141v		
d003.s006.t005	su		X					
d003.s006.t006	195		X					
d003.s006.t007	interviste	intervista	N	bn:00047238n	bn:00047238n	bn:00047238n		
d003.s006.t008	personali	personale	J	bn:00108488a	bn:00108489a	bn:00108489a	Concerning or affecting a particular person or his or her private life and personality	Particular to a given individual
d003.s006.t009	con		X					
d003.s006.t010	alti	alto	J		bn:00110401a			
d003.s006.t011	dirigenti	dirigente	N	bn:00014158n	bn:00036837n			
d003.s006.t012	delle		X					
d003.s006.t013	parti	parte	N	bn:01623772n				
d003.s006.t014	sociali	sociale	J	bn:00110842a	bn:00110842a	bn:00110842a		
d003.s006.t015	,		X					
d003.s006.t016	in		X					
d003.s006.t017	rappresentanza	rappresentanza	N	bn:00001964n	bn:00047203n			
d003.s006.t018	delle		X					
d003.s006.t019	principali	principale	J	bn:00099598a				
d003.s006.t020	organizzazioni	organizzazione	N	bn:00059480n	bn:00001423n	bn:00001423n	A group of people who work together	The persons (or committees or departments etc.) who make up a body for the purpose of administering something
d003.s006.t021	nazionali	nazionale	J	bn:00107136a	bn:00107136a	bn:00107136a		
d003.s006.t022	di		X					
d003.s006.t023	quindici	quindici	J	bn:00095923a	bn:00095923a	bn:00095923a		
d003.s006.t024	paesi	paese	N	bn:00031903n	bn:00011771n	bn:00011771n	Any one of the countries occupying the European continent	(sports) the chief official (as in boxing or American football) who is expected to ensure fair play
d003.s006.t025	europei	europeo	J	bn:00102440a	bn:00102440a	bn:00102440a		
d003.s006.t026	.		X					
d003.s007.t001	Quali		X		bn:00104680a			
d003.s007.t002	settori	settore	N	bn:00663898n				
d003.s007.t003	industriali	industriale	J	bn:00104995a	bn:00046576n	bn:00046576n	Of or relating to or resulting from industry	The organized action of making of goods and services for sale
d003.s007.t004	di		X					
d003.s007.t005	rilievo	rilievo	N	bn:00000639n				
d003.s007.t006	,		X					
d003.s007.t007	sono	essere	V					
d003.s007.t008	stati	essere	V					
d003.s007.t009	inclusi	includere	V	bn:00089660v	bn:00089660v	bn:00089660v		
d003.s007.t010	anche		X		bn:00114246r			
d003.s007.t011	l'		X					
d003.s007.t012	industria	industria	N	bn:00054564n	bn:00046575n	bn:00046575n	The science and technology of metals	The people or companies engaged in a particular kind of commercial enterprise
d003.s007.t013	metallurgica	metallurgico	J	bn:00106654a	bn:00054567n			
d003.s007.t014	e		X					
d003.s007.t015	il		X					
d003.s007.t016	settore	settore	N	bn:00008415n	bn:00070206n	bn:00070206n	Banks collectively	A social group that forms part of the society or the economy
d003.s007.t017	bancario	bancario	N					
d003.s007.t018	.		X					
d003.s008.t001	I		X					
d003.s008.t002	principali	principale	J	bn:00099598a				
d003.s008.t003	oratori	oratore	N	bn:00059275n				
d003.s008.t004	in		X					
d003.s008.t005	occasione	occasione	N	bn:00019218n				
d003.s008.t006	della		X					
d003.s008.t007	conferenza	conferenza	N	bn:00021721n	bn:00021721n	bn:00021721n		
d003.s008.t008	sull'		X					
d003.s008.t009	esclusione	esclusione	N	bn:00053403n	bn:00032152n	bn:00032152n	The social process of becoming or being made marginal (especially as a group within the larger society)	The state of being excluded
d003.s008.t010	sociale	sociale	J	bn:00110842a	bn:00053403n	bn:00053403n	Relating to human society and its members	The social process of becoming or being made marginal (especially as a group within the larger society)
d003.s008.t011	(		X					
d003.s008.t012	da		X					
d003.s008.t013	sinistra	sinistra	N	bn:00050521n	bn:00050521n	bn:00050521n		
d003.s008.t014	a		X					
d003.s008.t015	destra	destra	N	bn:00067808n	bn:00067808n	bn:00067808n		
d003.s008.t016	)		X					
d003.s008.t017	:		X					
d003.s008.t018	Cristina	cristina	N					
d003.s008.t019	louro	louro	N					
d003.s008.t020	,		X					
d003.s008.t021	Direzione	direzione	N	bn:00011651n	bn:00011651n	bn:00011651n		
d003.s008.t022	generale	generale	J		bn:00001738n			
d003.s008.t023	per		X					
d003.s008.t024	l'		X					
d003.s008.t025	Occupazione	occupazione	N	bn:00030616n	bn:00030625n	bn:00030625n	The state of being employed or having a job	The occupation for which you are paid
d003.s008.t026	,		X					
d003.s008.t027	le		X					
d003.s008.t028	relazioni	relazione	N	bn:01869079n				
d003.s008.t029	industriali	industriale	J	bn:00104995a	bn:01869079n	bn:01869079n	Of or relating to or resulting from industry	Industrial relations or employment relations is the multidisciplinary academic field that studies the employment relationship; that is, the complex interrelations between employers and employees, labor/trade unions, employer organizations and the state.
d003.s008.t030	e		X					
d003.s008.t031	gli		X					
d003.s008.t032	affari	affare	N	bn:00072552n				
d003.s008.t033	sociali	sociale	J	bn:00110842a	bn:00072552n	bn:00072552n	Relating to human society and its members	An organized activity to improve the condition of disadvantaged people in society
d003.s008.t034	,		X					
d003.s008.t035	Commissione	commissione	N	bn:03895618n	bn:00021015n	bn:00021015n	The European Commission is the executive of the European Union.	A special group delegated to consider some matter
d003.s008.t036	europea	europeo	J	bn:00102440a	bn:03895618n	bn:03895618n	Of or relating to or characteristic of Europe or the people of Europe	The European Commission is the executive of the European Union.
d003.s008.t037	Fernando	fernando	N					
d003.s008.t038	Gomes	gomes	N					
d003.s008.t039	,		X					
d003.s008.t040	Comitato	comitato	N	bn:00893206n	bn:00893206n	bn:00893206n		
d003.s008.t041	delle		X					
d003.s008.t042	regioni	regione	N	bn:00060767n	bn:03359468n	bn:03359468n	The extended spatial location of something	The European Union created a Committee of the Regions to represent Regions of Europe as the layer of EU government administration directly below the nation-state level.
d003.s008.t043	Barbara	barbaro	N	bn:01019664n	bn:01019664n			
d003.s008.t044	Weiler	weiler	N					
d003.s008.t045	,		X					
d003.s008.t046	deputato	deputato	N	bn:00026427n	bn:01941871n			
d003.s008.t047	al		X					
d003.s008.t048	Parlamento	parlamento	N	bn:03855948n	bn:00060708n	bn:00060708n	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	A legislative assembly in certain countries
d003.s008.t049	europeo	europeo	J	bn:00102440a	bn:03855948n	bn:03855948n	Of or relating to or characteristic of Europe or the people of Europe	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.
d003.s008.t050	José	josé	N	bn:03742029n	bn:03742029n	bn:03742029n		
d003.s008.t051	María	maría	N					
d003.s008.t052	Gil-Robles	gil-robles	N					
d003.s008.t053	Gil-Delgado	gil-delgado	N					
d003.s008.t054	,		X					
d003.s008.t055	vicepresidente	vicepresidente	N	bn:00079435n				
d003.s008.t056	del		X					
d003.s008.t057	Parlamento	parlamento	N	bn:03855948n	bn:00060708n	bn:00060708n	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.	A legislative assembly in certain countries
d003.s008.t058	europeo	europeo	J	bn:00102440a	bn:03855948n	bn:03855948n	Of or relating to or characteristic of Europe or the people of Europe	The European Parliament is one of two legislative bodies of the European Union and one of its seven institutions.
d003.s008.t059	John	john	N					
d003.s008.t060	Cairoti	cairoti	N					
d003.s008.t061	,		X					
