Token ID FAR,Farsi Token,Farsi Lemma,POS FAR,ENG Tokens,ENG Token ID,BN Synset,Add Annotation,Correct?,Synonyms?,BN Gloss,Annotator notes,Farsi Synsets,Farsi Glosses,Eng WN Synsets,Eng WN Glosses,Eng BN Synsets,Eng BN Glosses
f003.s017.t002,این,این,DET,The,d003.s017.t001,,,,,,,,,,,,
f003.s017.t003,بنیاد,بنیاد,NOUN,Foundation,d003.s017.t002,bn:00036064n,,1,,An institution supported by an endowment,,,,,,,
f003.s017.t004,مستندسازی,مستندسازی,"NOUN,EZ",document,d003.s017.t005,bn:00087137v,,2,0,Any condition that makes it difficult to make progress or to achieve an objective,"Changed the alignment from 'd003.s017.t010, d003.s017.t005' to 'd003.s017.t005', projected sense",,,wn:02796623n; wn:05690916n; wn:09214581n,a structure or object that impedes free movement; any condition that makes it difficult to make progress or to achieve an objective; anything serving to maintain separation by obstructing vision or access,,
f003.s017.t005,ویژگی‌های,ویژگی,"NOUN,EZ",characteristics,d003.s017.t007,bn:00017761n,,1,,A prominent attribute or aspect of something,,,,,,,
f003.s017.t006,موانع,موانع,"NOUN,EZ",barriers,d003.s017.t010,bn:00008714n,,1,,Any condition that makes it difficult to make progress or to achieve an objective,,,,wn:02796623n; wn:05690916n; wn:09214581n,a structure or object that impedes free movement; any condition that makes it difficult to make progress or to achieve an objective; anything serving to maintain separation by obstructing vision or access,,
f003.s017.t007,سنی,سنی,ADJ,age,d003.s017.t009,bn:00001936n,,1,,How long something has existed,,,,,,,
f003.s017.t008,در,در,ADP,in,d003.s017.t011,,,,,,,,,,,,
f003.s017.t009,استخدام,استخدام,NOUN,recruitment,d003.s017.t013,bn:00030933n,,1,,The act of getting recruits; enlisting people for the army (or for a job or a cause etc.),,,,,,,
f003.s017.t010,و,و,CCONJ,and,d003.s017.t016,,,,,,,,,,,,
f003.s017.t011,آموزش,آموزش,NOUN,training,d003.s017.t015,bn:00041853n,,1,,Activity leading to skilled behavior,,,,,,,
f003.s017.t012,و,و,CCONJ,and,d003.s017.t014,,,,,,,,,,,,
f003.s017.t013,تحلیل,تحلیل,"NOUN,EZ",analyse,d003.s017.t018,bn:00082596v,,0,0,Consider in detail and subject to an analysis in order to discover essential features or meaning,POS mismatch (Translation error),bn:03700738n;bn:00022873n;bn:00003795n,Resorption is the absorption into the circulatory system of cells or tissue. ;A state of deterioration in metals caused by oxidation or chemical action ;A form of literary criticism in which the structure of a piece of writing is analyzed,wn:00644583v; wn:00736216v; wn:00643473v; wn:00643197v,"consider in detail and subject to an analysis in order to discover essential features or meaning; break down into components or essential features; make a mathematical, chemical, or grammatical analysis of; break down into components or essential features; subject to psychoanalytic treatment",,
f003.s017.t014,علل,علل,"NOUN,EZ",causes,d003.s017.t020,bn:00016850n,,1,,Events that provide the generative force that is the origin of something,,,,,,,
f003.s017.t015,آن,آن,PRON,their,d003.s017.t019,,,,,,,,,,,,
f003.s017.t016,است,است,VERB,,,bn:27166550v,1,,,,,,,,,,
f003.s017.t017,.,.,PUNCT,.,d003.s017.t021,,,,,,,,,,,,
f003.s018.t001,دیدگاه‌های,دیدگاه,"NOUN,EZ",perspectives,d003.s018.t002,bn:00061746n,,1,,A way of regarding situations or topics etc.,,,,,,,
f003.s018.t002,شرکای,شرکا,"NOUN,EZ",partners,d003.s018.t006,bn:00020592n,1,2,,,"Changed the alignment from 'd003.s018.t006, d003.s018.t004' to 'd003.s018.t006'",bn:00060823n,A contract between two or more persons who agree to pool talent and money and share profits or losses,,,,
f003.s018.t003,اجتماعی,اجتماعی,ADJ,social,d003.s018.t005,bn:00110842a,,1,,Relating to human society and its members,,,,,,,
f003.s018.t004,نیز,نیز,CCONJ,also,d003.s018.t008,bn:00114246r,,1,,In addition,,,,,,,
f003.s018.t005,با,با,ADP,,,,,,,,,,,,,,
f003.s018.t006,توجه,توجه,"NOUN,EZ",attention,d003.s018.t014,bn:00007020n,,1,,The process whereby a person concentrates on some features of the environment to the (relative) exclusion of others,,,,,,,
f003.s018.t007,ویژه,ویژه,ADJ,particular,d003.s018.t013,bn:00102398a,,1,,Surpassing what is common or usual or expected,,,,,,,
f003.s018.t008,به,به,ADP,to,d003.s018.t016,,,,,,,,,,,,
f003.s018.t009,پیشنهادات,پیشنهادات,NOUN,proposals,d003.s018.t017,bn:00064776n,,1,,Something proposed (such as a plan or assumption),,,,,,,
f003.s018.t010,برای,برای,"ADP,EZ",for,d003.s018.t018,,,,,,,,,,,,
f003.s018.t011,حذف,حذف,"NOUN,EZ",removing,d003.s018.t019,bn:00088783v,,0,0,Dispose of,POS mismatch (Translation error),bn:00015179n;bn:00064286n;bn:00015178n;bn:00067087n;bn:03557514n;bn:00029649n;bn:02923496n;bn:00030406n;bn:00024336n;bn:00030374n;bn:00075941n;bn:00058940n;bn:00026028n;bn:00030365n;bn:00026029n;bn:00092783v;bn:00058941n,"The speech act of revoking or annulling or making void ;Letting pass without notice ;The act of cancelling; calling off some arrangement ;The act of removing ;An uninstaller, also called a deinstaller, is a variety of utility software designed to remove other software or parts of it from a computer. ;Omission or suppression of parts of words or sentences ;An omission is a failure to act, which generally attracts different legal consequences from positive conduct. ;A closed plane curve resulting from the intersection of a circular cone and a plane cutting completely through it ;The person or thing that is rejected or set aside as inferior in quality ;Omission of a sound between two words (usually a vowel and the end of one word or the beginning of the next) ;(amateur wrestling) being brought to the mat from a standing position ;A mistake resulting from neglect ;(genetics) the loss or absence of one or more nucleotides from a chromosome ;An agent that eliminates something ;The act of deleting something written or printed ;Remove something concrete, as by lifting, pushing, or taking off, or remove something abstract ;Something that has been omitted",wn:00173338v; wn:02404224v; wn:02224055v; wn:02404904v; wn:02086458v; wn:00421535v; wn:02482425v; wn:00571061v,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract; remove from a position or an office; dispose of; cause to leave; shift the position or location of, as for business, legal, educational, or military purposes; go away or leave; kill intentionally and with premeditation; get rid of something abstract",,
f003.s018.t012,موانع,موانع,"NOUN,EZ",barriers,d003.s018.t021,bn:00008714n,,1,,Any condition that makes it difficult to make progress or to achieve an objective,,,,,,,
f003.s018.t013,سنی,سنی,"ADJ,EZ",age,d003.s018.t020,bn:00001936n,,1,,How long something has existed,,,,,,,
f003.s018.t015,مورد بررسی,بررسی,NOUN,examined,d003.s018.t010,bn:00082596v,,1,,Consider in detail and subject to an analysis in order to discover essential features or meaning,,,,,,,
f003.s018.t016,قرار,قرار,NOUN,being,d003.s018.t009,bn:00083181v,1,,,,,bn:00041948n;bn:09102595n,A formally arranged gathering	;n/a,,,,
f003.s018.t017,می‌گیرد,گرفت#گیر,VERB,examined,d003.s018.t010,bn:00082596v,,2,,Consider in detail and subject to an analysis in order to discover essential features or meaning,"Changed the alignment from 'd003.s018.t010, d003.s018.t007' to 'd003.s018.t010'",,,,,,
f003.s018.t018,.,.,PUNCT,", .","d003.s018.t011, d003.s018.t022",,,,,,,,,,,,
f003.s019.t001,ثالثا,ثالثا,ADV,Thirdly,d003.s019.t001,bn:00117283r,,1,,In the third place,,,,,,,
f003.s019.t002,،,،,PUNCT,",",d003.s019.t002,,,,,,,,,,,,
f003.s019.t003,پروژه,پروژه,"NOUN,EZ",project,d003.s019.t004,bn:00064665n,,1,,A planned undertaking,,,,,,,
f003.s019.t004,ابتکارات,ابتکارات,NOUN,the initiatives,"d003.s019.t003, d003.s019.t008",bn:00034797n,,1,,The first of a series of actions,,,,,,,
f003.s019.t005,را,را,ADP,,,,,,,,,,,,,,
f003.s019.t006,در,در,ADP,in,d003.s019.t010,,,,,,,,,,,,
f003.s019.t007,هر,هر,DET,both,d003.s019.t011,,,,,,,,,,,,
f003.s019.t008,دو,دو,NUM,,,,,,,,,,,,,,
f003.s019.t009,بخش,بخش,"NOUN,EZ",sectors,d003.s019.t016,bn:00070206n,,1,,A social group that forms part of the society or the economy,,,,,,,
f003.s019.t010,دولتی,دولتی,ADJ,public,d003.s019.t013,bn:00109211a,,1,,Not private; open to or concerning the people as a whole,,,,,,,
f003.s019.t011,و,و,CCONJ,and,d003.s019.t014,,,,,,,,,,,,
f003.s019.t012,خصوصی,خصوصی,ADJ,private,d003.s019.t015,bn:00104973a,,1,,Concerning one person exclusively,,,,,,,
f003.s019.t013,که,که,SCONJ,which,d003.s019.t017,,,,,,,,,,,,
f003.s019.t014,با,با,ADP,barriers,d003.s019.t020,bn:00008714n,,1,,Any condition that makes it difficult to make progress or to achieve an objective,,,,,,,
f003.s019.t015,موانع,موانع,"NOUN,EZ",barriers,d003.s019.t020,bn:00008714n,,1,,Any condition that makes it difficult to make progress or to achieve an objective,,,,,,,
f003.s019.t016,سنی,سنی,ADJ,age,d003.s019.t019,bn:00001936n,,1,,How long something has existed,,,,,,,
f003.s019.t017,،,،,PUNCT,",",d003.s019.t021,,,,,,,,,,,,
f003.s019.t018,به,به,ADP,the,d003.s019.t012,,,,,,,,,,,,
f003.s019.t019,ویژه,ویژه,ADJ,especially,d003.s019.t022,bn:00115235r,,1,,To a distinctly greater extent or degree than is common,,,,,,,
f003.s019.t020,برای,برای,"ADP,EZ",for,d003.s019.t023,,,,,,,,,,,,
f003.s019.t021,کارگران,کارگران,"NOUN,EZ",workers,d003.s019.t025,bn:00081593n,,1,,A person who works at a specific occupation,,,,,,,
f003.s019.t022,مسن‌تر,مسن,ADJ,older,d003.s019.t024,bn:00096644a,,1,,Advanced in years; (`aged' is pronounced as two syllables),,,,,,,
f003.s019.t024,مبارزه می‌کنند,مبارزه کرد#کن,VERB,combat,d003.s019.t018,bn:00083173v,1,,,,,bn:02953896n;bn:00022590n;bn:00049493n,"Kord is a village in Aq Altin Rural District, in the Central District of Aqqala County, Golestan Province, Iran.	;A unit of amount of wood cut for burning; 128 cubic feet	;A member of a largely pastoral Islamic people who live in Kurdistan; the largest ethnic group without their own state",,,,
f003.s019.t025,،,،,PUNCT,",",d003.s019.t009,,,,,,,,,,,,
f003.s019.t026,مستند,مستند,ADJ,documents,d003.s019.t005,bn:00087137v,1,,,,,bn:00028014n;bn:00051781n;bn:03689124n;bn:00101659a;bn:01782159n,"A film or TV program presenting the facts about a person or event	;The act of confining prisoners to their cells (usually to regain control during a riot)	;Documentary Channel is a Canadian English language Category A specialty channel owned by the Canadian Broadcasting Corporation, the National Film Board of Canada and four other independent producers.	;Relating to or consisting of or derived from documents	;documenta is an exhibition of contemporary art which takes place every five years in Kassel, Germany.",,,,
f003.s019.t027,و,و,CCONJ,and,d003.s019.t006,,,,,,,,,,,,
f003.s019.t028,ارزیابی,ارزیابی,NOUN,assesses,d003.s019.t007,bn:00082720v,,1,,"Evaluate or estimate the nature, quality, ability, extent, or significance of",,,,,,,
f003.s019.t029,می‌کند,کرد#کن,VERB,assesses,d003.s019.t007,bn:00082720v,,1,,"Evaluate or estimate the nature, quality, ability, extent, or significance of",,,,,,,
f003.s019.t030,.,.,PUNCT,.,d003.s019.t026,,,,,,,,,,,,
f003.s020.t001,به,به,ADP,,,,,,,,,,,,,,
f003.s020.t002,دنبال,دنبال,"NOUN,EZ",Seeking,d003.s020.t001,bn:00090460v,,0,0,"Try to locate or discover, or try to establish the existence of",POS mismatch (Alignment error),bn:00090460v;bn:02110934n;bn:00082844v;bn:00065332n;bn:00088421v;bn:00093452v;bn:00088423v;bn:00017923n,"Try to locate or discover, or try to establish the existence of ;A pursuer in Scotland is the party who initiates a lawsuit before a Court of Scotland. ;Make an effort or attempt ;A search for an alternative that meets cognitive criteria ;To travel behind, go after, come after ;Try to get or reach ;Travel along a certain course ;A person who is being chased",wn:02240481v; wn:01315613v; wn:02530167v; wn:01839170v; wn:01069989v,"try to get or reach; try to locate or discover, or try to establish the existence of; make an effort or attempt; go to or towards; inquire for",,
f003.s020.t003,جایگزینی,جایگزینی,NOUN,alternatives,d003.s020.t002,bn:00003132n,,1,,One of a number of things from which only one can be chosen,,,,,,,
f003.s020.t004,برای,برای,"ADP,EZ",to,d003.s020.t003,,,,,,,,,,,,
f003.s020.t005,بازنشستگی,بازنشستگی,"NOUN,EZ",retirement,d003.s020.t005,bn:00067456n,,2,0,The attribute of being superfluous and unneeded,"Changed the alignment from 'd003.s020.t005, d003.s020.t007' to 'd003.s020.t005', projected sense",bn:00061406n;bn:00293998n;bn:00075227n;bn:14854699n;bn:00067456n;bn:00067457n;bn:00067458n;bn:00058797n,A regular payment to a person that is intended to allow them to subsist without working ;A pension is a type of guest house or boarding house. ;The act of discharging someone because of age (especially to cause someone to retire from service on a pension) ;n/a ;The state of being retired from one's business or occupation ;Withdrawal from your position or occupation ;Withdrawal for prayer and study and meditation ;A monthly payment made to someone who is retired from work,wn:07090938n; wn:05120310n; wn:05730163n; wn:01019248n,repetition of messages to reduce the probability of errors in transmission; the attribute of being superfluous and unneeded; (electronics) a system design that duplicates components to provide alternatives in case one component fails; repetition of an act needlessly,,
f003.s020.t006,پیش از موعد,پیش از موعد,ADV,early,d003.s020.t004,bn:00101935a,,1,,At or near the beginning of a period of time or course of events or before the usual or expected time,,,,,,,
f003.s020.t009,و,و,CCONJ,and,d003.s020.t006,,,,,,,,,,,,
f003.s020.t010,اخراج,اخراج,NOUN,redundancy,d003.s020.t007,bn:00066743n,,2,,,There was no alignment. I changed the alignment. Projected sense.,,,,,,
f003.s020.t011,،,،,PUNCT,",",d003.s020.t008,,,,,,,,,,,,
f003.s020.t012,این,این,DET,the,d003.s020.t009,,,,,,,,,,,,
f003.s020.t013,پروژه,پروژه,NOUN,project,d003.s020.t010,bn:00064665n,,1,,A planned undertaking,,,,,,,
f003.s020.t014,در,در,ADP,,,,,2,0,For the most part,Changed the alignment,,,wn:00073897r; wn:00138410r,for the most part; of primary import,,
f003.s020.t015,درجه,درجه,"NOUN,EZ",,,bn:00025965n,1,,,,,bn:00578076n;bn:00025967n;bn:00025968n;bn:00025965n;bn:00025966n;bn:03805878n;bn:00037015n;bn:00005380n;bn:00001464n;bn:00028270n;bn:00014373n;bn:00054983n;bn:00002936n;bn:00073848n;bn:00041241n;bn:00041240n;bn:00076877n;bn:00000554n,"In graph theory, the degree of a vertex of a graph is the number of edges incident to the vertex, with loops counted twice.	;The highest power of a term or variable	;A unit of temperature on a specified scale	;A position on a scale of intensity or amount or quality	;A specific identifiable position in a continuum or series or especially in a process	;In rock climbing, mountaineering, and other climbing disciplines, climbers give a grade to a climbing route or boulder problem, intended to describe concisely the difficulty and danger of climbing it.	;A measuring instrument for measuring and indicating a quantity such as the thickness of wire or the amount of rain etc.	;A measure for arcs and angles	;The state of impairing the quality or reducing the value of something	;Street names for marijuana	;A degree on the centigrade scale of temperature	;Rank in a military organization	;A mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten	;Support consisting of a place to rest the foot while ascending or descending a stairway	;A number or letter indicating quality (especially of a student's performance)	;The gradient of a slope or road or other surface	;Measuring instrument for measuring temperature	;An award conferred by a college or university signifying that the recipient has satisfactorily completed a course of study",,,,
f003.s020.t016,اول,اول,ADJ,primarily,d003.s020.t012,bn:00114714r,,2,0,For the most part,,,,wn:00073897r; wn:00138410r,for the most part; of primary import,,
f003.s020.t017,به,به,ADP,with,d003.s020.t014,,,,,,,,,,,,
f003.s020.t018,حفظ,حفظ,NOUN,retention,d003.s020.t016,bn:00044396n,,1,,The act of retaining something,,,,,,,
f003.s020.t019,،,،,PUNCT,",",d003.s020.t017,,,,,,,,,,,,
f003.s020.t020,ادغام مجدد,ادغام مجدد,"NOUN,EZ",reintegration,d003.s020.t018,bn:00092717v,,1,,Integrate again,,,,,,,
f003.s020.t022,و,و,CCONJ,and,d003.s020.t019,,,,,,,,,,,,
f003.s020.t023,بازآموزی,بازآموزی,"NOUN,EZ",retraining,d003.s020.t020,bn:00092953v,,1,,Teach new skills,,,,,,,
f003.s020.t024,کارگران,کارگران,"NOUN,EZ",workers,d003.s020.t023,bn:00081593n,,1,,A person who works at a specific occupation,,,,,,,
f003.s020.t025,مسن‌تر,مسن,ADJ,older,d003.s020.t022,bn:00096644a,,1,,Advanced in years; (`aged' is pronounced as two syllables),,,,,,,
f003.s020.t026,می‌پردازد,پرداخت#پرداز,VERB,is concerned,"d003.s020.t011, d003.s020.t013",bn:00083240v,,2,,,"Changed the alignment from 'd003.s020.t011' to 'd003.s020.t011, d003.s020.t013', projected sense",,,,,,
f003.s020.t027,.,.,PUNCT,", .","d003.s020.t008, d003.s020.t024",,,,,,,,,,,,
f003.s021.t001,پیشینه‌های,پیشینه,"NOUN,EZ",The backgrounds,"d003.s021.t001, d003.s021.t005",bn:00007781n,,2,,A person's social heritage: previous experience or training,"Changed the alignment from 'd003.s021.t005, d003.s021.t001' to 'd003.s021.t001, d003.s021.t005'",,,,,,
f003.s021.t002,جنسیتی,جنسیتی,ADJ,gender,d003.s021.t002,bn:00037634n,,2,0,Denoting or deriving from or distinctive of the ways of living built up by a group of people- J.F.Kennedy,"Changed the alignment from 'd003.s021.t004, d003.s021.t002' to 'd003.s021.t002', projected sense",bn:00052974n,A man with a chauvinistic belief in the inferiority of women,wn:02248693s; wn:01784401s,denoting or deriving from or distinctive of the ways of living built up by a group of people; - J.F.Kennedy; not acknowledging the God of Christianity and Judaism and Islam,,
f003.s021.t003,و,و,CCONJ,and,d003.s021.t003,,,,,,,,,,,,
f003.s021.t004,قومیتی,قومیت,NOUN,ethnic,d003.s021.t004,bn:00100762a,,2,,,There was no alignment. I changed the alignment. Projected sense.,,,,,,
f003.s021.t005,کارگران,کارگران,NOUN,workers,d003.s021.t007,bn:00081593n,,1,,A person who works at a specific occupation,,,,,,,
f003.s021.t006,و,و,CCONJ,and,d003.s021.t008,,,,,,,,,,,,
f003.s021.t007,چگونگی,چگونگی,"NOUN,EZ",how,d003.s021.t009,bn:13606173r,1,,,,,,,,,,
f003.s021.t008,ارتباط,ارتباط,"NOUN,EZ",relate,d003.s021.t011,bn:00082868v,,0,0,Make a logical or causal connection,POS mismatch (Translation error),bn:00021221n;bn:00067030n;bn:00021223n;bn:03378582n;bn:03195989n;bn:00045161n;bn:00047207n;bn:00066994n;bn:00006539n;bn:03758619n;bn:00085436v;bn:00020378n;bn:00020472n;bn:00001735n;bn:00020471n;bn:00022117n;bn:03485260n;bn:00021901n;bn:00021902n;bn:00027330n;bn:00033359n;bn:00022856n;bn:00022858n;bn:00047065n,"The activity of communicating; the activity of conveying information ;The relation of something to the matter at hand ;A connection allowing access between persons or places ;In statistics, relationship between measured quantities that are statistically dependent ;In information science and information retrieval, relevance denote how well a retrieved document or set of documents meets the information need of the user. ;A relation between people; (`relationship' is often used where `relation' would serve, as in `the relationship between inflation and unemployment', but the preferred usage of `relationship' is for human relations or states of relatedness) ;Mutual or reciprocal relation or relatedness ;A particular manner of connectedness ;A formal organization of people or groups of people ;In mathematics, connectedness is used to refer to various properties meaning, in some sense, ""all one piece"". ;Transmit thoughts or feelings ;A statistic representing how closely two variables co-vary; it can vary from -1 (perfect negative correlation) through 0 (no correlation) to +1 (perfect positive correlation) ;Logical and orderly and consistent relation of parts ;A usually secretive or illicit sexual relationship ;The state of cohering or sticking together ;A channel for communication between groups ;The coefficient of relationship is a measure of the degree of consanguinity between two individuals. ;The state of being connected ;A relation between things or events (as in the case of one causing the other or sharing features with it) ;A correlation in which large values of one variable are associated with large values of the other and small with small; the correlation coefficient is between 0 and +1 ;(anthropology) relatedness or connection by blood or marriage or adoption ;A reciprocal relation between two or more things ;A matrix giving the correlations between all pairs of data sets ;Mutual communication; communication with each other",wn:00713167v; wn:02676054v; wn:00953058v; wn:02724417v; wn:02458103v,make a logical or causal connection; be relevant to; give an account of; be in a relationship with; have or establish a relationship to,,
f003.s021.t009,آنها,آنها,PRON,these,d003.s021.t010,,,,,,,,,,,,
f003.s021.t010,با,با,ADP,to,d003.s021.t012,,,,,,,,,,,,
f003.s021.t011,تبعیض,تبعیض,"NOUN,EZ",discrimination,d003.s021.t014,bn:00027538n,,1,,Unfair treatment of a person or group on the basis of prejudice,,,,,,,
f003.s021.t012,سنی,سنی,"ADJ,EZ",age,d003.s021.t013,bn:00001936n,,1,,How long something has existed,,,,,,,
f003.s021.t014,مورد بررسی,مورد بررسی,NOUN,examined,d003.s021.t016,bn:00082596v,,1,,Consider in detail and subject to an analysis in order to discover essential features or meaning,,,,,,,
f003.s021.t016,قرار می‌گیرد,قرار گرفت#گیر,VERB,examined,d003.s021.t016,bn:00082596v,1,,,,,bn:01441273n;bn:09170539n;bn:00029648n,"Eclipse is a Canadian drama film, written and directed by Jeremy Podeswa and released in 1994.	;n/a	;One celestial body obscures another",,,,
f003.s021.t017,.,.,PUNCT,.,d003.s021.t017,,,,,,,,,,,,
f003.s022.t001,این,این,DET,The,d003.s022.t001,,,,,,,,,,,,
f003.s022.t002,پروژه,پروژه,NOUN,project,d003.s022.t002,bn:00064665n,,1,,A planned undertaking,,,,,,,
f003.s022.t003,همچنین,همچنین,CCONJ,also,d003.s022.t003,bn:00114246r,,1,,In addition,,,,,,,
f003.s022.t004,ابتکاراتی,ابتکارات,NOUN,initiatives,d003.s022.t005,bn:00034797n,,1,,The first of a series of actions,,,,,,,
f003.s022.t005,را,را,ADP,,,,,,,,,,,,,,
f003.s022.t006,برای,برای,"ADP,EZ",to,d003.s022.t006,,,,,,,,,,,,
f003.s022.t007,مبارزه,مبارزه,NOUN,combat,d003.s022.t007,bn:00083173v,1,,,,,bn:00086455v;bn:00062934n;bn:17483628n;bn:00009079n;bn:00015057n;bn:00073117n;bn:00085711v;bn:00848611n;bn:00048465n,Fight against or resist strongly	;The act using a sword (or other weapon) vigorously and skillfully	;The Combat is a lost silent film drama directed by Ralph Ince and starring Anita Stewart.	;An energetic attempt to achieve something	;The campaign of a candidate to be elected	;Making the motions of attack and defense with the fists and arms; a part of training for a boxer	;Be engaged in a fight; carry on a fight	;The Challenge is a 1982 American action film directed by John Frankenheimer and co-written by John Sayles.	;A combat between two mounted knights tilting against each other with blunted lances,,,,
f003.s022.t008,با,با,ADP,,,,,,,,,,,,,,
f003.s022.t009,تبعیض,تبعیض,"NOUN,EZ",discrimination,d003.s022.t009,bn:00027538n,,1,,Unfair treatment of a person or group on the basis of prejudice,,,,,,,
f003.s022.t010,سنی,سنی,ADJ,age,d003.s022.t008,bn:00001936n,,1,,How long something has existed,,,,,,,
f003.s022.t011,در,در,ADP,in,d003.s022.t010,,,,,,,,,,,,
f003.s022.t012,مناطق,مناطق,"NOUN,EZ",areas,d003.s022.t012,bn:00005513n,,1,,A particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography),,,,,,,
f003.s022.t013,روستایی,روستایی,ADJ,rural,d003.s022.t011,bn:00109998a,,1,,Of or relating to the countryside as opposed to the city,,,,,,,
f003.s022.t014,و,و,CCONJ,and,d003.s022.t013,,,,,,,,,,,,
f003.s022.t015,در,در,ADP,in,d003.s022.t014,,,,,,,,,,,,
f003.s022.t016,شرکت‌های,شرکت,"NOUN,EZ",enterprises,d003.s022.t019,bn:00021286n,,1,,An institution created to conduct business,,,,,,,
f003.s022.t017,کوچک,کوچک,ADJ,small,d003.s022.t015,bn:00106773a,,1,,Limited in size or scope,,,,,,,
f003.s022.t018,و,و,CCONJ,and,d003.s022.t016,,,,,,,,,,,,
f003.s022.t019,متوسط,متوسط,ADJ,medium,d003.s022.t017,bn:00097857a,1,,,,,bn:00017216n;bn:00106548a;bn:00054096n;bn:00007449n;bn:00105288a;bn:00190614n;bn:00054870n;bn:00054001n;bn:00106826a;bn:00047121n;bn:00054149n,"A person who takes a position in the political center	;Dividing an animal into right and left halves	;The value below which 50% of the cases fall	;A statistic describing the location of a distribution	;Lying between two extremes in time or space or state	;In geometry, a median of a triangle is a line segment joining a vertex to the midpoint of the opposing side, bisecting it.	;Any commodity of intermediate quality or size (especially when coarse particles of ground wheat are mixed with bran)	;An average of n numbers computed by adding some function of the numbers and dividing by some function of n	;Being within reasonable or average limits; not excessive or extreme	;A substance formed during a chemical process before the desired product is obtained	;A means or instrumentality for storing or communicating information",,,,
f003.s022.t020,در,در,ADP,,,,,,,,,,,,,,
f003.s022.t021,نظر,نظر,NOUN,considers,d003.s022.t004,bn:00085648v,,2,,,There was no alignment. I changed the alignment. Projected sense.,,,,,,
f003.s022.t022,می‌گیرد,گرفت#گیر,VERB,considers,d003.s022.t004,bn:00085648v,,2,0,Give careful consideration to,,,,wn:00690614v; wn:02166460v; wn:00734054v; wn:00950431v; wn:00813044v; wn:00689344v; wn:02133185v; wn:02130300v; wn:00691312v,"deem to be; give careful consideration to; take into consideration for exemplifying purposes; show consideration for; take into account; think about carefully; weigh; judge or regard; look upon; judge; look at attentively; look at carefully; study mentally; regard or treat with consideration, respect, and esteem",,
f003.s022.t023,.,.,PUNCT,.,d003.s022.t020,,,,,,,,,,,,
f003.s023.t001,هفت,هفت,NUM,Seven,d003.s023.t001,,,,,,,,,,,,
f003.s023.t002,کشور,کشور,NOUN,states,d003.s023.t003,bn:00023235n,,2,0,,I found the correct BabelNet ID from column L,bn:00023237n;bn:00072653n;bn:00023236n;bn:00014397n;bn:00023235n;bn:00076627n;bn:02932077n,An area outside of cities and towns ;The geographical area under the jurisdiction of a sovereign state ;The people who live in a nation or country ;A simple style of folk music heard mostly in the southern United States; usually played on stringed instruments ;The territory occupied by a nation ;An area of knowledge or interest ;High country is a New Zealand term for the elevated pastoral land of the South Island and - to a lesser extent - North Island of New Zealand.,wn:08654360n; wn:00024720n; wn:08178547n; wn:08168978n; wn:14479615n; wn:13988498n; wn:08544813n; wn:08137738n,the territory occupied by one of the constituent administrative districts of a nation; the way something is with respect to its main attributes; the group of people comprising the government of a sovereign state; a politically organized body of people under a single government; (chemistry) the three traditional states of matter are solids (fixed shape and volume) and liquids (fixed volume and shaped by the container) and gases (filling the container); a state of depression or agitation; the territory occupied by a nation; the federal department in the United States that sets and maintains foreign policies,,
f003.s023.t003,عضو,عضو,"NOUN,EZ",member,d003.s023.t002,bn:00054277n,,1,,An organization that is a member of another organization (especially a state that belongs to a group of nations),,,,,,,
f003.s023.t004,تحت,تحت,"ADP,EZ",by,d003.s023.t006,,,,,,,,,,,,
f003.s023.t005,پوشش,پوشش,"NOUN,EZ",covered,d003.s023.t005,bn:00085497v,,1,1,Include in scope; include as part of something broader; have as one's sphere or territory,,,,,,,
f003.s023.t006,این,این,DET,the,d003.s023.t007,,,,,,,,,,,,
f003.s023.t007,پروژه,پروژه,NOUN,project,d003.s023.t008,bn:00064665n,,1,,A planned undertaking,,,,,,,
f003.s023.t008,هستند,#هست,VERB,are,d003.s023.t004,bn:13601656v,1,,,,,bn:00351233n;bn:00901301n,"Hamza is a letter in the Arabic alphabet, representing the glottal stop [ʔ].	;Shaddah is one of the diacritics used with the Arabic alphabet, marking a long consonant.",,,,
f003.s023.t009,:,:,PUNCT,:,d003.s023.t009,,,,,,,,,,,,
f003.s023.t010,بلژیک,بلژیک,NOUN,Belgium,d003.s023.t010,bn:00009714n,,2,,,I changed the alignment. Projected sense.,,,,,,
f003.s023.t011,،,،,PUNCT,",",d003.s023.t011,,,,,,,,,,,,
f003.s023.t012,فرانسه,فرانسه,NOUN,France,d003.s023.t012,bn:00036202n,,1,,A republic in western Europe; the largest country wholly in Europe,,,,,,,
f003.s023.t013,،,،,PUNCT,",",d003.s023.t013,,,,,,,,,,,,
f003.s023.t014,آلمان,آلمان,NOUN,Germany,d003.s023.t014,bn:00026684n,,1,,A republic in central Europe; split into East Germany and West Germany after World War II and reunited in 1990,,,,,,,
f003.s023.t015,،,،,PUNCT,",",d003.s023.t019,,,,,,,,,,,,
f003.s023.t016,یونان,یونان,NOUN,Greece,d003.s023.t016,bn:00030401n,,1,,A republic in southeastern Europe on the southern part of the Balkan peninsula; known for grapes and olives and olive oil,,,,,,,
f003.s023.t017,،,،,PUNCT,",",d003.s023.t015,,,,,,,,,,,,
