Token ID	Token	Lemma	POS	Bengali Token	Bengali Lemma	POS BEN	BN Synset	Correct? 	Synonyms?	BN Gloss	Token ID BEN	Annotator notes	English Lemma - WN Glosses	English Lemma - WN Glosses	English Lemma - BN Synsets	English Lemma - BN Glosses
d003.s010.t007	conference	conference	N	সম্মেলনে	সম্মেলন	NC	bn:00021721n	1	1	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)	d003.s010.t003					
d003.s010.t008	were	be	V	ছিলেন	ছিলেন	VM	n/a			n/a	d003.s010.t006					
d003.s010.t009	(		X	(	(	RDS	n/a			n/a	d003.s010.t007					
d003.s010.t010	left	left	N	বাম	বাম	NP	bn:00050521n	1	1	Location near or direction toward the left side; i.e. the side to the north when a person or object faces east	d003.s010.t008					
d003.s010.t011	to		X	থেকে	থেকে	PP	n/a			n/a	d003.s010.t009					
d003.s010.t012	right	right	N	ডানে	ডানে	NC	bn:00067808n	1	1	Location near or direction toward the right side; i.e. the side to the south when a person or object faces east	d003.s010.t010					
d003.s010.t013	)		X	)	)	RDS	n/a			n/a	d003.s010.t011					
d003.s010.t014	Cristina	cristina	N	ক্রিস্টিনা	ক্রিস্টিনা	NC	n/a			n/a	d003.s010.t012					
d003.s010.t015	Louro	louro	N	লোরো	লোরো	PU	n/a			n/a	d003.s010.t013					
d003.s010.t016	,		X	,	,		n/a			n/a	d003.s010.t014					
d003.s010.t017	Employment	employment	N	কর্মসংস্থান+ফার্নান্দো	কর্মসংস্থান+ফার্নান্দো	NC+PU	bn:00030625n	1	1	The occupation for which you are paid	d003.s010.t015+d003.s010.t026	First word matches				
d003.s010.t018	,		X	লোরো+,	লোরো+,	NP	n/a			n/a	d003.s010.t013+d003.s010.t014					
d003.s010.t019	Industrial	industrial	J	শিল্প	শিল্প	NC	bn:00104995a	1	1	Of or relating to or resulting from industry	d003.s010.t017					
d003.s010.t020	Relations	relations	N	কর্মসংস্থান+সম্পর্ক	কর্মসংস্থান+সম্পর্ক	NC+NC	bn:00025569n	1	1	Mutual dealings or connections or communications among persons or groups	d003.s010.t015+d003.s010.t018	Second word matches				
d003.s010.t021	and		X	ও	ও	CCD	n/a			n/a	d003.s010.t019					
d003.s010.t022	Social	social	J	সামাজিক	সামাজিক	JJ	bn:00110842a	1	1	Relating to human society and its members	d003.s010.t020					
d003.s010.t023	Affairs	affair	N	বিষয়ক	বিষয়ক	NC	bn:00001738n	1	1	Matters of personal concern	d003.s010.t021					
d003.s010.t024	Directorate	directorate	N	ডানে+অধিদপ্তর	ডানে+অধিদপ্তর	NC+NC	bn:00011651n	1	1	A group of persons chosen to govern the affairs of a corporation or other large institution	d003.s010.t010+d003.s010.t022	Second word matches				
d003.s010.t025	,		X	,+,	,+,		n/a			n/a	d003.s010.t014+d003.s010.t017					
d003.s010.t026	European	european	J	ইউরোপীয়	ইউরোপীয়	NP	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	d003.s010.t024					
d003.s010.t027	Commission	commission	N	কমিশন	কমিশন	NC	bn:00021015n	1	1	A special group delegated to consider some matter - Milton Berle	d003.s010.t025					
d003.s010.t028	Fernando	fernando	N	ক্রিস্টিনা	ক্রিস্টিনা	NC	n/a			n/a	d003.s010.t012					
d003.s010.t029	Gomes	gomes	N	গোমেজ	গোমেজ	NP	n/a			n/a	d003.s010.t027					
d003.s010.t030	,		X	,+গোমেজ	,+গোমেজ	NC	n/a			n/a	d003.s010.t028+d003.s010.t027					
d003.s010.t031	a		X	বাম	বাম	NP	n/a			n/a	d003.s010.t008					
d003.s010.t032	high	high	J	ফার্নান্দো	ফার্নান্দো	PU	bn:00102158a	1	1	Standing above others in quality or position	d003.s010.t026					
d003.s010.t033	degree	degree	N	ফার্নান্দো	ফার্নান্দো	PU	n/a			n/a	d003.s010.t026					
d003.s010.t034	of		X	ফার্নান্দো	ফার্নান্দো	PU	n/a			n/a	d003.s010.t026					
d003.s010.t035	Committee	committee	N	সহ-সভাপতি	কমিটি	NC	bn:00021015n	1	1	A special group delegated to consider some matter - Milton Berle	d003.s010.t048					
d003.s010.t036	of		X	ইউরোপীয়	ইউরোপীয়	NP	n/a			n/a	d003.s010.t039					
d003.s010.t037	the		X	ফার্নান্দো	ফার্নান্দো	PU	n/a			n/a	d003.s010.t026					
d003.s010.t038	Regions	region	N	জোস+ইউরোপীয়	জোস+ইউরোপীয়	NP+NP	bn:03359468n	1	1	The European Union created a Committee of the Regions to represent Regions of Europe as the layer of EU government administration directly below the nation-state level.	d003.s010.t032+d003.s010.t039	Second word matches				
d003.s010.t039	Barbara	barbara	N	মারিয়া	মারিয়া	NP	n/a			n/a	d003.s010.t034					
d003.s010.t040	Weiler	weiler	N	গিল-রবলস	গিল-রবলস	VM	n/a			n/a	d003.s010.t035					
d003.s010.t041	,		X	,	,		n/a			n/a	d003.s010.t036					
d003.s010.t042	Member	member	N	সদস্য	সদস্য	NC	bn:00034004n	1	1	One of the persons who compose a social group (especially individuals who have joined and participate in a group organization)	d003.s010.t031					
d003.s010.t043	of		X	ইউরোপীয়	ইউরোপীয়	NP	n/a			n/a	d003.s010.t029					
d003.s010.t044	the		X	ক্যারল	ক্যারল	NP	n/a			n/a	d003.s010.t043					
d003.s010.t045	European	european	J	ইউরোপীয়	ইউরোপীয়	NP	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	d003.s010.t039					
d003.s010.t046	Parliament	parliament	N	সংসদ	সংসদ	NC	bn:00060708n	1	1	A legislative assembly in certain countries	d003.s010.t040					
d003.s010.t047	José	josé	N	é	é	PU	n/a			n/a	d003.s010.t033					
d003.s010.t048	Maria	Maria	N	মারিয়া	মারিয়া	NP	n/a			n/a	d003.s010.t034					
d003.s010.t049	Gil-Robles	gil-robles	N	গিল-রবলস	গিল-রবলস	VM	n/a			n/a	d003.s010.t035					
d003.s010.t050	,		X	,	,		n/a			n/a	d003.s010.t036					
d003.s010.t051	Vice-President	vice-president	N	সহ-সভাপতি	সহ-সভাপতি	NC	bn:00079435n	1	1	An executive officer ranking immediately below a president; may serve in the president's place under certain circumstances	d003.s010.t037					
d003.s010.t052	,		X	,	,		n/a			n/a	d003.s010.t038					
d003.s010.t053	European	european	J	ইউরোপীয়	ইউরোপীয়	NP	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	d003.s010.t039					
d003.s010.t054	Parliament	parliament	N	সংসদ	সংসদ	NC	bn:00060708n	1	1	A legislative assembly in certain countries	d003.s010.t040					
d003.s010.t055	and	and	N	এবং	এবং	CCD	n/a			n/a	d003.s010.t041					
d003.s010.t056	John	john	N	জন	জন	NC	n/a			n/a	d003.s010.t042					
d003.s010.t057	Carroll	carroll	N	ক্যারল	ক্যারল	NP	n/a			n/a	d003.s010.t043					
d003.s010.t058	,		X	,	,		n/a			n/a	d003.s010.t044					
d003.s010.t059	Economic	economic	J	অর্থনৈতিক	অর্থনৈতিক	JJ	bn:00102001a	1	1	Of or relating to an economy, the system of production and management of material wealth	d003.s010.t045					
d003.s010.t060	and		X	ও	ও	CCD	n/a			n/a	d003.s010.t046					
d003.s010.t061	Social	social	J	সামাজিক	সামাজিক	JJ	bn:00110842a	1	1	Relating to human society and its members	d003.s010.t047					
d003.s010.t062	Committee	committee	N	কমিটি	কমিটি	NC	bn:00021015n	1	1	A special group delegated to consider some matter - Milton Berle	d003.s010.t048					
d003.s010.t063	.		X	জোস+।	জোস+।	NP+PU	n/a			n/a	d003.s010.t032+d003.s010.t049					
d003.s011.t001	Case	case	N	কেস	কেস	NP	bn:00016401n	1	1	An occurrence of something	d003.s011.t001					
d003.s011.t002	Studies	study	N	স্টাডিজ	স্টাডিজ	NP	bn:00074790n	1	1	A detailed critical inspection	d003.s011.t002					
d003.s011.t003	Each		X	প্রতিটি	প্রতি	JQ	n/a			n/a	d003.s011.t003					
d003.s011.t004	national	national	J	জাতীয়	জাতীয়	PU	bn:00107136a	1	1	Of or relating to or belonging to a nation or country	d003.s011.t004					
d003.s011.t005	report	report	N	প্রতিবেদনে	প্রতিবেদন	NC	bn:00067181n	1	1	A written document describing the findings of some individual or group	d003.s011.t005					
d003.s011.t006	contains	contain	V	কেস+রয়েছে	কেস+রয়েছে	NC+VM	bn:00085499v	1	1	Include or contain; have as a component	d003.s011.t001+d003.s011.t013	Second word matches				
d003.s011.t007	a		X	একটি	একটি	JQ	n/a			n/a	d003.s011.t011					
d003.s011.t008	portfolio	portfolio	N	পোর্টফোলিও	পোর্টফোলিও	NC	bn:00063673n	1	1	A set of pieces of creative work collected to be shown to potential customers or employers	d003.s011.t012					
d003.s011.t009	of		X	প্রতিবেদনে	প্রতিবেদন	NC	n/a			n/a	d003.s011.t005					
d003.s011.t010	between		X	মধ্যে	মধ্যে	NST	n/a			n/a	d003.s011.t010					
d003.s011.t011	25		X	২৫	25	RDF	n/a			n/a	d003.s011.t006					
d003.s011.t012	and		X	থেকে	থেকে	PP	n/a			n/a	d003.s011.t007					
d003.s011.t013	30		X	৩০টি	৩০	PU	n/a			n/a	d003.s011.t008					
d003.s011.t014	initiatives	initiative	N	৩০টি+উদ্যোগের	৩০টি+উদ্যোগ	NC+NC	bn:00034797n	1	1	The first of a series of actions	d003.s011.t008+d003.s011.t009	Second word matches				
d003.s011.t015	which		X	যা	যা	PRL	n/a			n/a	d003.s011.t014					
d003.s011.t016	best	good	J	সেরা	সেরা	PPR	n/a			n/a	d003.s011.t027					
d003.s011.t017	present	present	V	উপস্থাপন	উপস্থাপন	NC	bn:00090234v	1	1	Bring forward and present to the mind	d003.s011.t032					
d003.s011.t018	policies	policy	N	নীতি	নীতি	NC	bn:00063329n	1	1	A plan of action adopted by an individual or social group	d003.s011.t029					
d003.s011.t019	and		X	এবং	এবং	CCD	n/a			n/a	d003.s011.t030					
d003.s011.t020	practices	practice	N	নীতি	নীতি	NC	bn:00061054n	0	0	A customary way of operation or behavior	d003.s011.t029		A customary way of operation or behavior; Systematic training by multiple repetitions; Translating an idea into action	a customary way of operation or behavior; systematic training by multiple repetitions; translating an idea into action; the exercise of a profession; knowledge of how something is usually done	bn:00061054n; bn:00028736n; bn:00063989n	A customary way of operation or behavior; Systematic training by multiple repetitions; Translating an idea into action
d003.s011.t021	to		X	জন্য	জন্য	PP	n/a			n/a	d003.s011.t026					
d003.s011.t022	improve	improve	V	অনুশীলনগুলি	অনুশীলন	NC	bn:00082573v	0	0	To make better	d003.s011.t031	POS mismatch, similar idea conveyed but not fully correct		to make better; get better		
d003.s011.t023	the		X	প্রতিটি	প্রতি	JQ	n/a			n/a	d003.s011.t003					
d003.s011.t024	recruitment	recruitment	N	নিয়োগ+অনুশীলনগুলি	নিয়োগ+অনুশীলন	NC+NC	bn:00030933n	1	1	The act of getting recruits; enlisting people for the army (or for a job or a cause etc.)	d003.s011.t021+d003.s011.t031	First word matches				
d003.s011.t025	,		X	,	,		n/a			n/a	d003.s011.t022					
d003.s011.t026	training	training	N	প্রশিক্ষণ	প্রশিক্ষণ	NC	bn:00041853n	1	1	Activity leading to skilled behavior	d003.s011.t023					
d003.s011.t027	and		X	এবং	এবং	CCD	n/a			n/a	d003.s011.t024					
d003.s011.t028	development	development	N	উন্নয়নের	উন্নয়ন	NC	bn:00026695n	1	1	Act of improving by expanding or enlarging or refining	d003.s011.t025					
d003.s011.t029	of		X	কর্মীদের	কর্মী	NC	n/a			n/a	d003.s011.t020					
d003.s011.t030	ageing	age	V	বয়স্ক	বয়স্ক	NC	bn:00082449v	1	1	Begin to seem older; get older	d003.s011.t019					
d003.s011.t031	workers	worker	N	কর্মীদের	কর্মী	NC	bn:00081593n	1	1	A person who works at a specific occupation	d003.s011.t020					
d003.s011.t032	in		X	মধ্যে	মধ্যে	NST	n/a			n/a	d003.s011.t018					
d003.s011.t033	both		X	বর্তমান	বর্তমান	JJ	n/a			n/a	d003.s011.t028					
d003.s011.t034	the		X	সম্প্রদায়ের	সম্প্রদায়	NC	n/a			n/a	d003.s011.t017					
d003.s011.t035	work	work	N	কর্মক্ষেত্রে	কর্মক্ষেত্র	NC	bn:00014138n	0	0	The principal activity in your life that you do to earn money	d003.s011.t015	Similar idea conveyed but not fully correct, Bengali sense = work place		activity directed toward making or doing something; a product produced or accomplished through the effort or activity or agency of a person or thing; the occupation for which you are paid; applying the mind to learning and understanding a subject (especially by reading); (physics) a manifestation of energy; the transfer of energy from one physical system to another expressed as the product of a force and the distance through which it moves a body in the direction of that force; a place where work is done; the total output of a writer or artist (or a substantial part of it)		
d003.s011.t036	place	place	N	কর্মক্ষেত্রে	কর্মক্ষেত্র	NC	bn:00051760n	0	0	A point or extent in space	d003.s011.t015	Similar idea conveyed but not fully correct, Bengali sense = work place		a point located with respect to surface features of some region; any area set aside for a particular purpose; an abstract mental location; a general vicinity; the post or function properly or customarily occupied or served by another; a particular situation; where you live at a particular time; a job in an organization; the particular portion of space occupied by something; proper or designated social situation; a space reserved for sitting (as in a theater or on a train or airplane); the passage that is being read; proper or appropriate position or location; a public square with room for pedestrians; an item on a list or in a sequence; a blank area		
d003.s011.t037	and		X	এবং	এবং	CCD	n/a			n/a	d003.s011.t030					
d003.s011.t038	the		X	উন্নয়নের	উন্নয়ন	NC	n/a			n/a	d003.s011.t025					
d003.s011.t039	community	community	N	সম্প্রদায়ের	সম্প্রদায়	NC	bn:00021248n	1	1	A group of people living in a particular local area	d003.s011.t017					
d003.s011.t040	.		X	পোর্টফোলিও+।	পোর্টফোলিও+।	NC+PU	n/a			n/a	d003.s011.t012+d003.s011.t034					
d003.s012.t001	For		X	জন্য	জন্য	PP	n/a			n/a	d003.s012.t003					
d003.s012.t002	each		X	প্রতিটি	প্রতি	JQ	n/a			n/a	d003.s012.t001					
d003.s012.t003	country	country	N	দেশের	দেশ	NC	bn:00011771n	1	1	n/a	d003.s012.t002					
d003.s012.t004	,		X	প্রতিটি+গভীরভাবে	প্রতিটি+গভীর	JQ+VM	n/a			n/a	d003.s012.t001+d003.s012.t005					
d003.s012.t005	two		X	দুই	দুই	JQ	n/a			n/a	d003.s012.t009					
d003.s012.t006	or		X	বা	বা	CCD	n/a			n/a	d003.s012.t010					
d003.s012.t007	three		X	তিনটি	তিন	JQ	n/a			n/a	d003.s012.t011					
d003.s012.t008	initiatives	initiative	N	কেস+উদ্যোগ	কেস+উদ্যোগ	NP+NC	bn:00034797n	1	1	The first of a series of actions	d003.s012.t006+d003.s012.t012	Second word matches				
d003.s012.t009	have	have	V	করা	করা	NV	n/a			n/a	d003.s012.t014					
d003.s012.t010	been	be	V	হয়েছে	হয়েছে	VM	n/a			n/a	d003.s012.t015					
d003.s012.t011	selected	select	V	নির্বাচন	নির্বাচন	NC	bn:00084931v	1	1	Pick out, select, or choose from a number of alternatives	d003.s012.t013					
d003.s012.t012	for		X	জন্য	জন্য	PP	n/a			n/a	d003.s012.t003					
d003.s012.t013	further	further	J	আরও	আর	JQ	bn:00102794a	1	1	More distant in especially degree	d003.s012.t004					
d003.s012.t014	in		X	কেস	কেস	NP	n/a			n/a	d003.s012.t006 					
d003.s012.t015	depth	depth	N	গভীরভাবে+স্টাডির	গভীর+স্টাডির	AMN+NC	bn:00026418n	1	1	Degree of psychological or intellectual profundity	d003.s012.t005+d003.s012.t007	First word matches				
d003.s012.t016	case	case	N	কেস	কেস	NP	bn:00016401n	1	1	An occurrence of something	d003.s012.t006					
d003.s012.t017	study	study	N	স্টাডির	স্টাডি	NC	bn:00074790n	1	1	A detailed critical inspection	d003.s012.t007					
d003.s012.t018	.		X	তিনটি+।	তিনটি+।	JQ+PU	n/a			n/a	d003.s012.t011+d003.s012.t016					
d003.s013.t001	These		X	এই	এই	DAB	n/a			n/a	d003.s013.t001					
d003.s013.t002	case	case	N	কেস	কেস	NP	bn:00016401n	1	1	An occurrence of something	d003.s013.t002					
d003.s013.t003	studies	study	N	স্টাডিজ	স্টাডি	NP	bn:00074790n	1	1	A detailed critical inspection	d003.s013.t003					
d003.s013.t004	analysed	analyse	V	বিশ্লেষণ+করেছে	বিশ্লেষণ+করেছে	NC+VM	bn:00082596v	1	1	Consider in detail and subject to an analysis in order to discover essential features or meaning	d003.s013.t006+d003.s013.t007	First word matches				
d003.s013.t005	the		X	পটভূমি	পটভূমি	NC	n/a			n/a	d003.s013.t005					
d003.s013.t006	background	background	N	পটভূমি	পটভূমি	NC	bn:00007783n	1	1	Information that is essential to understanding a situation or problem	d003.s013.t005					
d003.s013.t007	of		X	উদ্যোগের	উদ্যোগ	NC	n/a			n/a	d003.s013.t004					
d003.s013.t008	the		X	উদ্যোগের	উদ্যোগ	NC	n/a			n/a	d003.s013.t004					
d003.s013.t009	initiatives	initiative	N	কেস+উদ্যোগের	কেস+উদ্যোগ	NP+NC	bn:00034797n	1	1	The first of a series of actions	d003.s013.t002+d003.s013.t004	Second word matches				
d003.s013.t010	,		X	পটভূমি+,	পটভূমি+,	NC	n/a			n/a	d003.s013.t005+d003.s013.t008					
d003.s013.t011	their		X	তাদের	তাদের	PPR	n/a			n/a	d003.s013.t009					
d003.s013.t012	impact	impact	N	প্রভাব	প্রভাব	NC	bn:00030709n	1	1	Influencing strongly	d003.s013.t016					
d003.s013.t013	on		X	উপর	উপর	NST	n/a			n/a	d003.s013.t015					
d003.s013.t014	employment	employment	N	কর্মসংস্থান	কর্মসংস্থান	NC	bn:00030626n	1	1	The act of giving someone a job	d003.s013.t010					
d003.s013.t015	patterns	pattern	N	কর্মসংস্থান+প্যাটার্ন	কর্মসংস্থান+প্যাটার্ন	NC+NC	bn:00061054n	1	1	A customary way of operation or behavior	d003.s013.t010+d003.s013.t011	Second word matches				
d003.s013.t016	and		X	এবং	এবং	CCD	n/a			n/a	d003.s013.t012					
d003.s013.t017	work	work	N	কাজ	কাজ	NC	bn:00014138n	1	1	The principal activity in your life that you do to earn money	d003.s013.t013					
d003.s013.t018	organisations	organisation	N	সংগঠনের	সংগঠন	NC	bn:00001423n	1	1	The persons (or committees or departments etc.) who make up a body for the purpose of administering something	d003.s013.t014					
d003.s013.t019	and		X	এবং	এবং	CCD	n/a			n/a	d003.s013.t021					
d003.s013.t020	assessed	assess	V	মূল্যায়ন+করেছে	মূল্যায়ন+করেছে	NC+VM	bn:00082720v	1	1	Evaluate or estimate the nature, quality, ability, extent, or significance of	d003.s013.t023+d003.s013.t024					
d003.s013.t021	the		X	কর্মসংস্থান	কর্মসংস্থান	NC	n/a			n/a	d003.s013.t010					
d003.s013.t022	benefits	benefit	N	সুবিধা	সুবিধা	NC	bn:00037022n	1	1	The advantageous quality of being beneficial	d003.s013.t020					
d003.s013.t023	and		X	এবং	এবং	CCD	n/a			n/a	d003.s013.t021					
d003.s013.t024	problems	problem	N	সমস্যাগুলি	সমস্যা	NC	bn:00048242n	1	1	A state of difficulty that needs to be resolved	d003.s013.t022					
d003.s013.t025	of		X	সংগঠনের	সংগঠন	NC	n/a			n/a	d003.s013.t014					
d003.s013.t026	the		X	এই	এই	DAB	n/a			n/a	d003.s013.t018					
d003.s013.t027	initiative	initiative	N	উদ্যোগের	উদ্যোগ	NC	bn:00034797n	1	1	The first of a series of actions	d003.s013.t019					
d003.s013.t028	.		X	,+।	,+।	PU	n/a			n/a	d003.s013.t008+d003.s013.t025					
d003.s014.t001	Visits	visit	N	সাক্ষাৎ	সাক্ষাৎ	NC	bn:00080113n	1	1	The act of visiting in an official capacity (as for an inspection)	d003.s014.t004					
d003.s014.t002	and		X	ও	ও	CCD	n/a			n/a	d003.s014.t005					
d003.s014.t003	interviews	interview	N	সাক্ষাৎ+সাক্ষাৎকারও	সাক্ষাৎ+সাক্ষাৎকার	NC+PU	bn:00047238n	1	1	The questioning of a person (or a conversation in which information is elicited); often conducted by journalists	d003.s014.t004+d003.s014.t006	Second word matches				
d003.s014.t004	with		X	সঙ্গে	সঙ্গে	PP	n/a			n/a	d003.s014.t003					
d003.s014.t005	key	key	J	প্রধান	প্রধান	JJ	bn:00099258a	1	1	Serving as an essential component	d003.s014.t001					
d003.s014.t006	personnel	personnel	N	কর্মীদের	কর্মী	NC	bn:00035770n	1	1	Group of people willing to obey orders	d003.s014.t00 					
d003.s014.t007	were	be	V	হয়	হয়	PU	n/a			n/a	d003.s014.t009					
d003.s014.t008	also	also	R	সাক্ষাৎকারও	সাক্ষাৎকার	PU	bn:00114246r	0	0	In addition	d003.s014.t006	The English word doesn't have any Bengali synonyms		in addition		
d003.s014.t009	undertaken	undertake	V	গ্রহণ+করা	গ্রহণ+করা	NC+NV	bn:00082906v	0	0	Enter upon an activity or enterprise	d003.s014.t007+d003.s014.t008			enter upon an activity or enterprise; accept as a challenge; promise to do or accomplish; enter into a contractual arrangement; accept as a charge		
d003.s014.t010	.		X	কর্মীদের+।	কর্মী+।	NC+PU	n/a			n/a	d003.s014.t002+d003.s014.t010					
d003.s015.t001	These		X	এই	এই	DAB	n/a			n/a	d003.s015.t001					
d003.s015.t002	national	national	J	জাতীয়	জাতীয়	PU	bn:00107136a	1	1	Of or relating to or belonging to a nation or country	d003.s015.t003					
d003.s015.t003	studies	study	N	গবেষণা	গবেষণা	NC	bn:00074790n	1	1	A detailed critical inspection	d003.s015.t003					
d003.s015.t004	will		X	করবে	করবে	VM	n/a			n/a	d003.s015.t009					
d003.s015.t005	form	form	V	গঠন	গঠন	NC	bn:00085670v	1	1	To compose or represent:"This wall forms the background of the stage setting"	d003.s015.t008					
d003.s015.t006	the		X	প্রতিবেদনের	প্রতিবেদন	NC	n/a			n/a	d003.s015.t006					
d003.s015.t007	basis	basis	N	ভিত্তি	ভিত্তি	NC	bn:00008790n	1	1	The most important or necessary part of something	d003.s015.t007					
d003.s015.t008	of		X	ইউরোপীয়	ইউরোপীয়	NP	n/a			n/a	d003.s015.t005					
d003.s015.t009	a		X	একটি	একটি	JQ	n/a			n/a	d003.s015.t004					
d003.s015.t010	European	european	J	ইউরোপীয়	ইউরোপীয়	NP	bn:00102440a	1	1	Of or relating to or characteristic of Europe or the people of Europe	d003.s015.t005					
d003.s015.t011	report	report	N	প্রতিবেদনের	প্রতিবেদন	NC	bn:00067181n	1	1	A written document describing the findings of some individual or group	d003.s015.t006					
d003.s015.t012	which		X	যা	যা	PRL	n/a			n/a	d003.s015.t010					
d003.s015.t013	synthesises	synthesise	V	সমন্বয়+করে	সমন্বয়+করে	NC+VM	bn:00094713v	1	1	Combine so as to form a more complex, product	d003.s015.t013+d003.s015.t014	First word matches				
d003.s015.t014	overall	overall	J	সামগ্রিক	সামগ্রিক	JJ	bn:00108083a	1	1	Involving only main features	d003.s015.t011					
d003.s015.t015	practices	practice	N	চর্চাকে	চর্চা	NC	bn:00061054n	1	1	A customary way of operation or behavior	d003.s015.t012					
d003.s015.t016	.		X	চর্চাকে+।	চর্চাকে+।	NC+PU	n/a			n/a	d003.s015.t012+d003.s015.t015					
d003.s016.t001	The		X	১৯৯৬	1996	RDF	n/a			n/a	d003.s016.t001					
d003.s016.t002	report	report	N	প্রতিবেদন	প্রতিবেদন	NC	bn:00067181n	1	1	A written document describing the findings of some individual or group	d003.s016.t003					
d003.s016.t003	and		X	এবং	এবং	CCD	n/a			n/a	d003.s016.t004					
d003.s016.t004	a		X	একটি	একটি	JQ	n/a			n/a	d003.s016.t006					
d003.s016.t005	case	case	N	কেস	কেস	NP	bn:00016401n	1	1	An occurrence of something	d003.s016.t007					
d003.s016.t006	book	book	N	বুক	বুক	NC	bn:00012059n	1	1	A written work or composition that has been published (printed on pages bound together)	d003.s016.t008					
d003.s016.t007	of		X	উদ্যোগের	উদ্যোগ	NC	n/a			n/a	d003.s016.t005					
d003.s016.t008	initiatives	initiative	N	উদ্যোগের+কেস	উদ্যোগ+কেস	NC+NC	bn:00034797n	1	1	The first of a series of actions	d003.s016.t005+d003.s016.t007	First word matches				
d003.s016.t009	will		X	করবে	করবে	VM	n/a			n/a	d003.s016.t020					
d003.s016.t010	be	be	V	হবে	হবে	VM	n/a			n/a	d003.s016.t010					
d003.s016.t011	published	publish	V	প্রকাশিত	প্রকাশিত	JJ	bn:00084099v	1	1	Prepare and issue for public distribution or sale	d003.s016.t010					
d003.s016.t012	in		X	সালে	সালে	NC	n/a			n/a	d003.s016.t002					
d003.s016.t013	1996		X	১৯৯৬	1996	RDF	n/a			n/a	d003.s016.t012					
d003.s016.t014	and		X	এবং	এবং	CCD	n/a			n/a	d003.s016.t011					
d003.s016.t015	provide	provide	V	সরবরাহ	সরবরাহ	NC	bn:00084692v	1	1	Give what is desired or needed, especially support, food or sustenance	d003.s016.t019					
d003.s016.t016	the		X	পটভূমি	পটভূমি	NC	n/a			n/a	d003.s016.t018					
d003.s016.t017	backdrop	backdrop	N	পটভূমি	পটভূমি	NC	n/a			n/a	d003.s016.t018					
d003.s016.t018	for		X	সম্মেলনের	সম্মেলন	NC	n/a			n/a	d003.s016.t017					
d003.s016.t019	a		X	একটি	একটি	JQ	n/a			n/a	d003.s016.t016					
d003.s016.t020	conference	conference	N	সম্মেলনের	সম্মেলন	NC	bn:00021721n	1	1	A prearranged meeting for consultation or exchange of information or discussion (especially one with a formal agenda)	d003.s016.t018					
d003.s016.t021	to		X	শরতে	শরত	VM	n/a			n/a	d003.s016.t014					
d003.s016.t022	be	be	V	সরবরাহ	সরবরাহ	NC	n/a			n/a	d003.s016.t019					
d003.s016.t023	staged	stage	V	অনুষ্ঠিত+সরবরাহ	অনুষ্ঠিত+সরবরাহ	JJ+NC	bn:00082779v	1	1	Plan, organize, and carry out (an event)	d003.s016.t015+d003.s016.t019	First word matches				
d003.s016.t024	in		X	সালের	সাল	NC	n/a			n/a	d003.s016.t013					
d003.s016.t025	Autumn	autumn	N	শরতে	শরতে	VM	bn:00007406n	1	1	The season when the leaves fall from the trees	d003.s016.t014					
d003.s016.t026	,		X	বুক+১৯৯৬	বুক+১৯৯৬	NC+RDF	n/a			n/a	d003.s016.t008+d003.s016.t012					
d003.s016.t027	1996		X	১৯৯৬	1996	RDF	n/a			n/a	d003.s016.t012					
d003.s016.t028	.		X	সরবরাহ+।	সরবরাহ+।	NC+PU	n/a			n/a	d003.s016.t019+d003.s016.t021					
d003.s017.t001	The		X	প্রতিষ্ঠানটির	প্রতিষ্ঠানটি	NC	n/a			n/a	d003.s017.t001					
d003.s017.t002	Foundation	foundation	N	প্রতিষ্ঠানটির	প্রতিষ্ঠান	NC	bn:00036064n	1	1	An institution supported by an endowment	d003.s017.t001					
d003.s017.t003	aims	aim	V	লক্ষ্য	লক্ষ্য	NC	bn:00082486v	1	1	Propose or intend	d003.s017.t002					
d003.s017.t004	to		X	হলো	হলো	VM	n/a			n/a	d003.s017.t003					
d003.s017.t005	document	document	V	বিশ্লেষণ	লিপিবদ্ধ	JJ	bn:00087137v	1	1	Record in detail	d003.s017.t012					
d003.s017.t006	the		X	চাকরির	চাকরি	NC	n/a			n/a	d003.s017.t004					
d003.s017.t007	characteristics	characteristic	N	বৈশিষ্ট্য	বৈশিষ্ট্য	NC	bn:00017761n	1	1	A prominent attribute or aspect of something	d003.s017.t011					
d003.s017.t008	of		X	প্রশিক্ষণের	প্রশিক্ষণ	NC	n/a			n/a	d003.s017.t007					
d003.s017.t009	age	age	N	বয়সভিত্তিক	বয়স	JJ	bn:00001936n	1	1	How long something has existed	d003.s017.t009					
d003.s017.t010	barriers	barrier	N	প্রতিবন্ধকতার	প্রতিবন্ধকতা	NC	bn:00008714n	1	1	Any condition that makes it difficult to make progress or to achieve an objective	d003.s017.t010					
d003.s017.t011	in		X	ক্ষেত্রে	ক্ষেত্র	NC	n/a			n/a	d003.s017.t008					
d003.s017.t012	job	job	N	চাকরির	চাকরি	NC	bn:00014138n	1	1	The principal activity in your life that you do to earn money	d003.s017.t004					
