New ID	Token	Lemma	POS	Old ID
d001.s112.t008	several	several	ADJ	d004.s015.t008
d001.s112.t009	European countries	european_country	NOUN	d004.s015.t009
	and	and	CONJ	
	in	in	ADP	
	the	the	DET	
	USA	usa	NOUN	
	.	.	.	
	What	what	DET	
d001.s113.t001	benefit	benefit	NOUN	d004.s016.t001
	has	have	VERB	
	Cerenia	cerenia	NOUN	
d001.s113.t002	shown	show	VERB	d004.s016.t002
	during	during	ADP	
	the	the	DET	
d001.s113.t003	studies	study	NOUN	d004.s016.t003
	?	?	.	
	The	the	DET	
d001.s114.t001	results	result	NOUN	d004.s017.t001
	of	of	ADP	
	the	the	DET	
d001.s114.t002	studies	study	NOUN	d004.s017.t002
d001.s114.t003	showed	show	VERB	d004.s017.t003
	that	that	ADP	
	Cerenia	cerenia	NOUN	
	was	be	VERB	
d001.s114.t004	more	more	ADV	d004.s017.t004
d001.s114.t005	effective	effective	ADJ	d004.s017.t005
	than	than	ADP	
	the	the	DET	
d001.s114.t006	placebo	placebo	NOUN	d004.s017.t006
	:	:	.	
d001.s114.t007	less	less	ADJ	d004.s017.t007
d001.s114.t008	vomiting	vomiting	NOUN	d004.s017.t008
	was	be	VERB	
d001.s114.t009	seen	see	VERB	d004.s017.t009
	in	in	ADP	
d001.s114.t010	dogs	dog	NOUN	d004.s017.t010
	that	that	DET	
d001.s114.t011	received	receive	VERB	d004.s017.t011
	the	the	DET	
d001.s114.t012	medicine	medicine	NOUN	d004.s017.t012
	than	than	ADP	
	in	in	ADP	
d001.s114.t013	dogs	dog	NOUN	d004.s017.t013
	that	that	DET	
d001.s114.t014	received	receive	VERB	d004.s017.t014
	a	a	DET	
d001.s114.t015	placebo	placebo	NOUN	d004.s017.t015
	,	,	.	
	both	both	CONJ	
	in	in	ADP	
	the	the	DET	
d001.s114.t016	treatment	treatment	NOUN	d004.s017.t016
	or	or	CONJ	
	in	in	ADP	
	the	the	DET	
d001.s114.t017	prevention	prevention	NOUN	d004.s017.t017
	of	of	ADP	
d001.s114.t018	vomiting	vomiting	NOUN	d004.s017.t018
	.	.	.	
	The	the	DET	
d001.s115.t001	treatment	treatment	NOUN	d004.s018.t001
	of	of	ADP	
	a	a	DET	
d001.s115.t002	vomiting	vomiting	NOUN	d004.s018.t002
d001.s115.t003	dog	dog	NOUN	d004.s018.t003
	should	should	VERB	
	be	be	VERB	
d001.s115.t004	started	start	VERB	d004.s018.t004
	with	with	ADP	
	the	the	DET	
d001.s115.t005	injection	injection	NOUN	d004.s018.t005
	,	,	.	
	since	since	ADP	
d001.s115.t006	vomiting	vomiting	NOUN	d004.s018.t006
d001.s115.t007	animals	animal	NOUN	d004.s018.t007
	might	might	VERB	
d001.s115.t008	not	not	ADV	d004.s018.t008
	be	be	VERB	
d001.s115.t009	able	able	ADJ	d004.s018.t009
	to	to	PRT	
	keep	keep	VERB	
	a	a	DET	
d001.s115.t010	tablet	tablet	NOUN	d004.s018.t010
	down	down	ADV	
	(	(	.	
	as	as	ADP	
	they	they	PRON	
	might	might	VERB	
	throw	throw	VERB	
	the	the	DET	
d001.s115.t011	intact	intact	ADJ	d004.s018.t011
d001.s115.t012	tablet	tablet	NOUN	d004.s018.t012
	up	up	PRT	
d001.s115.t013	again	again	ADV	d004.s018.t013
	)	)	.	
	.	.	.	
	For	for	ADP	
d001.s116.t001	follow-up	follow-up	NOUN	d004.s019.t001
d001.s116.t002	treatment	treatment	NOUN	d004.s019.t002
	,	,	.	
	the	the	DET	
	animal	animal	NOUN	
d001.s116.t003	owner	owner	NOUN	d004.s019.t003
	can	can	VERB	
d001.s116.t004	administer	administer	VERB	d004.s019.t004
	the	the	DET	
d001.s116.t005	tablets	tablet	NOUN	d004.s019.t005
	to	to	PRT	
	the	the	DET	
d001.s116.t006	dog	dog	NOUN	d004.s019.t006
	.	.	.	
d001.s117.t001	Also	also	ADV	d004.s020.t001
	,	,	.	
	the	the	DET	
d001.s117.t002	treatment	treatment	NOUN	d004.s020.t002
	of	of	ADP	
d001.s117.t003	vomiting	vomiting	NOUN	d004.s020.t003
	should	should	VERB	
d001.s117.t004	only	only	ADV	d004.s020.t004
	be	be	VERB	
d001.s117.t005	together with	together_with	ADV	d004.s020.t005
d001.s117.t006	other	other	ADJ	d004.s020.t006
d001.s117.t007	supportive	supportive	ADJ	d004.s020.t007
d001.s117.t008	measure	measure	NOUN	d004.s020.t008
	or	or	CONJ	
d001.s117.t009	other	other	ADJ	d004.s020.t009
d001.s117.t010	veterinary	veterinary	ADJ	d004.s020.t010
d001.s117.t011	therapy	therapy	NOUN	d004.s020.t011
	while	while	ADP	
d001.s117.t012	addressing	address	VERB	d004.s020.t012
	the	the	DET	
d001.s117.t013	underlying	underlie	VERB	d004.s020.t013
d001.s117.t014	causes	cause	NOUN	d004.s020.t014
	of	of	ADP	
	the	the	DET	
d001.s117.t015	vomiting	vomiting	NOUN	d004.s020.t015
	.	.	.	
	What	what	PRON	
	is	be	VERB	
	the	the	DET	
d001.s118.t001	risk	risk	NOUN	d004.s021.t001
d001.s118.t002	associated	associate	VERB	d004.s021.t002
	with	with	ADP	
	Cerenia	cerenia	NOUN	
	?	?	.	
	Cerenia	cerenia	NOUN	
	was	be	VERB	
d001.s119.t001	generally	generally	ADV	d004.s022.t001
d001.s119.t002	well	well	ADV	d004.s022.t002
d001.s119.t003	tolerated	tolerate	VERB	d004.s022.t003
	when	when	ADV	
d001.s119.t004	administered	administer	VERB	d004.s022.t004
d001.s119.t005	daily	daily	ADV	d004.s022.t005
	at	at	ADP	
d001.s119.t006	dosages	dosage	NOUN	d004.s022.t006
	up	up	ADP	
	to	to	PRT	
	5	5	NUM	
d001.s119.t007	times	time	NOUN	d004.s022.t007
	the	the	DET	
d001.s119.t008	recommended	recommend	VERB	d004.s022.t008
d001.s119.t009	doses	dose	NOUN	d004.s022.t009
	for	for	ADP	
	an	a	DET	
d001.s119.t010	extended	extended	ADJ	d004.s022.t010
d001.s119.t011	period of time	period_of_time	NOUN	d004.s022.t011
	(	(	.	
	up	up	ADP	
	to	to	PRT	
	3	3	NUM	
d001.s119.t012	times	time	NOUN	d004.s022.t012
	the	the	DET	
	recommended	recommend	VERB	
d001.s119.t013	maximum	maximum	ADJ	d004.s022.t013
d001.s119.t014	duration	duration	NOUN	d004.s022.t014
	of	of	ADP	
d001.s119.t015	treatment	treatment	NOUN	d004.s022.t015
	)	)	.	
	.	.	.	
	What	what	PRON	
	are	be	VERB	
	the	the	DET	
d001.s120.t001	precautions	precaution	NOUN	d004.s023.t001
	for	for	ADP	
	the	the	DET	
d001.s120.t002	person	person	NOUN	d004.s023.t002
	who	who	PRON	
d001.s120.t003	gives	give	VERB	d004.s023.t003
	the	the	DET	
d001.s120.t004	medicine	medicine	NOUN	d004.s023.t004
	or	or	CONJ	
d001.s120.t005	comes into	come_into	VERB	d004.s023.t005
d001.s120.t006	contact	contact	NOUN	d004.s023.t006
	with	with	ADP	
	the	the	DET	
d001.s120.t007	animal	animal	NOUN	d004.s023.t007
	?	?	.	
	Cerenia	cerenia	NOUN	
	does	do	VERB	
d001.s121.t001	not	not	ADV	d004.s024.t001
d001.s121.t002	represent	represent	VERB	d004.s024.t002
	a	a	DET	
d001.s121.t003	particular	particular	ADJ	d004.s024.t003
d001.s121.t004	risk	risk	NOUN	d004.s024.t004
	for	for	ADP	
d001.s121.t005	people	people	NOUN	d004.s024.t005
	.	.	.	
