Token ID	Token	Lemma	POS	Sense	Token ID ES	Token ES	Lemma ES	POS ES	Sense ES
d003.s015.t002	national	national	J	bn:00107136a	es003.s015.t003	nacionales	nacional	ADJ	bn:00107136a
d003.s015.t003	studies	study	N	bn:00074790n	es003.s015.t002	estudios	estudio	NOUN	bn:00074790n
d003.s015.t004	will		X		es003.s015.t004	constituirán	constituir	VERB	
d003.s015.t005	form	form	V	bn:00085670v	es003.s015.t004	constituirán	constituir	VERB	bn:00085670v
d003.s015.t006	the		X		es003.s015.t005	la	el	DET	
d003.s015.t007	basis	basis	N	bn:00008790n	es003.s015.t006	base	base	NOUN	bn:00008790n
d003.s015.t008	of		X		es003.s015.t007	de	de	ADP	
d003.s015.t009	a		X		es003.s015.t008	un	uno	DET	
d003.s015.t010	European	european	J	bn:00102440a	es003.s015.t010	europeo	europeo	ADJ	bn:00102440a
d003.s015.t011	report	report	N	bn:00067181n	es003.s015.t009	informe	informe	NOUN	bn:00067181n
d003.s015.t012	which		X		es003.s015.t011	que	que	PRON	
d003.s015.t013	synthesises	synthesise	V	bn:00094713v	es003.s015.t012	sintetizará	sintetizar	VERB	bn:00094713v
d003.s015.t014	overall	overall	J	bn:00108083a	es003.s015.t015	generales	general	ADJ	bn:00108083a
d003.s015.t015	practices	practice	N	bn:00061054n	es003.s015.t014➕es003.s015.t015	prácticas➕generales	práctica	NOUN➕ADJ	bn:00061054n
d003.s015.t016	.		X		es003.s015.t016	.	.	PUNCT	
d003.s016.t001	The		X		es003.s016.t001	El	el	DET	
d003.s016.t002	report	report	N	bn:00067181n	es003.s016.t002	informe	informe	NOUN	bn:00067181n
d003.s016.t003	and		X		es003.s016.t003	y	y	CCONJ	
d003.s016.t004	a		X		es003.s016.t004	un	uno	DET	
d003.s016.t005	case	case	N	bn:00016401n	es003.s016.t007	casos	caso	NOUN	bn:00016401n
d003.s016.t006	book	book	N	bn:00012059n	es003.s016.t005	libro	libro	NOUN	bn:00012059n
d003.s016.t007	of		X		es003.s016.t008	de	de	ADP	
d003.s016.t008	initiatives	initiative	N	bn:00034797n	es003.s016.t009	iniciativas	iniciativa	NOUN	bn:00034797n
d003.s016.t009	will		X		es003.s016.t011	publicarán	publicar	VERB	
d003.s016.t010	be	be	V		es003.s016.t010	se	él	PRON	
d003.s016.t011	published	publish	V	bn:00084099v	es003.s016.t011	publicarán	publicar	VERB	bn:00084099v
d003.s016.t012	in		X		es003.s016.t012	en	en	ADP	
d003.s016.t013	1996		X		es003.s016.t013	1996	1996	NOUN	
d003.s016.t014	and		X		es003.s016.t014	y	y	CCONJ	
d003.s016.t015	provide	provide	V	bn:00084692v	es003.s016.t015	servirán	servir	VERB	bn:00084692v
d003.s016.t016	the		X		es003.s016.t017	telón	telón	NOUN	
d003.s016.t017	backdrop	backdrop	N		es003.s016.t017➕es003.s016.t019	telón➕fondo	telón	NOUN	
d003.s016.t018	for		X		es003.s016.t020	para	para	ADP	
d003.s016.t019	a		X		es003.s016.t021	una	uno	DET	
d003.s016.t020	conference	conference	N	bn:00021721n	es003.s016.t022	conferencia	conferencia	NOUN	bn:00021721n
d003.s016.t021	to		X						
d003.s016.t022	be	be	V		es003.s016.t024	se	él	PRON	
d003.s016.t023	staged	stage	V	bn:00082779v	es003.s016.t023➕es003.s016.t025	que➕celebrará	que	PRON➕VERB	bn:00082779v
d003.s016.t024	in		X		es003.s016.t026	en	en	ADP	
d003.s016.t025	Autumn	autumn	N	bn:00007406n	es003.s016.t027	otoño	otoño	NOUN	bn:00007406n
d003.s016.t026	,		X		es003.s016.t028➕es003.s016.t030	de➕.	de	ADP➕PUNCT	
d003.s016.t027	1996		X		es003.s016.t029	1996	1996	NOUN	
d003.s016.t028	.		X		es003.s016.t030	.	.	PUNCT	
d003.s017.t001	The		X		es003.s017.t001	La	el	DET	
d003.s017.t002	Foundation	foundation	N	bn:00036064n	es003.s017.t002	Fundación	Fundación	PROPN	bn:00036064n
d003.s017.t003	aims	aim	V	bn:00082486v	es003.s017.t003	tiene	tener	VERB	bn:00082486v
d003.s017.t004	to		X		es003.s017.t005	objetivo	objetivo	NOUN	
d003.s017.t005	document	document	V	bn:00087137v	es003.s017.t006	documentar	documentar	VERB	bn:00087137v
d003.s017.t006	the		X		es003.s017.t007	las	el	DET	
d003.s017.t007	characteristics	characteristic	N	bn:00017761n	es003.s017.t008➕es003.s017.t010	características➕las	característica	NOUN➕DET	bn:00017761n
d003.s017.t008	of		X		es003.s017.t009	de	de	ADP	
d003.s017.t009	age	age	N	bn:00001936n	es003.s017.t013	edad	edad	NOUN	bn:00001936n
d003.s017.t010	barriers	barrier	N	bn:00008714n	es003.s017.t011	barreras	barrera	NOUN	bn:00008714n
d003.s017.t011	in		X		es003.s017.t014	en	en	ADP	
d003.s017.t012	job	job	N	bn:00014138n	es003.s017.t019	laboral	laboral	ADJ	bn:00014138n
d003.s017.t013	recruitment	recruitment	N	bn:00030933n	es003.s017.t016	contratación	contratación	NOUN	bn:00030933n
d003.s017.t014	and		X		es003.s017.t017	y	y	CCONJ	
d003.s017.t015	training	training	N	bn:00041853n	es003.s017.t018	formación	formación	NOUN	bn:00041853n
d003.s017.t016	and		X		es003.s017.t020	y	y	CCONJ	
d003.s017.t017	to		X						
d003.s017.t018	analyse	analyse	V	bn:00082596v	es003.s017.t021	analizar	analizar	VERB	bn:00082596v
d003.s017.t019	their		X		es003.s017.t022	sus	su	DET	
d003.s017.t020	causes	cause	N	bn:00016850n	es003.s017.t023	causas	causa	NOUN	bn:00016850n
d003.s017.t021	.		X		es003.s017.t024	.	.	PUNCT	
d003.s018.t001	The		X		es003.s018.t004	las	el	DET	
d003.s018.t002	perspectives	perspective	N	bn:00061746n	es003.s018.t005	perspectivas	perspectiva	NOUN	bn:00061746n
d003.s018.t003	of		X		es003.s018.t006	de	de	ADP	
d003.s018.t004	the		X		es003.s018.t007	los	el	DET	
d003.s018.t005	social	social	J	bn:00110842a	es003.s018.t009	sociales	social	ADJ	bn:00110842a
d003.s018.t006	partners	partner	N		es003.s018.t008	interlocutores	interlocutor	NOUN	
d003.s018.t007	is	be	V		es003.s018.t002	se	él	PRON	
d003.s018.t008	also	also	R	bn:00114246r	es003.s018.t001	También	también	ADV	bn:00114246r
d003.s018.t009	being	be	V						
d003.s018.t010	examined	examine	V	bn:00082596v	es003.s018.t003	examinan	examinar	VERB	bn:00082596v
d003.s018.t011	,		X		es003.s018.t010	,	,	PUNCT	
d003.s018.t012	with		X		es003.s018.t011	prestando	prestar	VERB	
d003.s018.t013	particular	particular	J	bn:00102398a	es003.s018.t012	especial	especial	ADJ	bn:00102398a
d003.s018.t014	attention	attention	N	bn:00007020n	es003.s018.t013	atención	atención	NOUN	bn:00007020n
d003.s018.t015	paid	pay	V	bn:00086761v	es003.s018.t011	prestando	prestar	VERB	bn:00086761v
d003.s018.t016	to		X		es003.s018.t014	a	a	ADP	
d003.s018.t017	proposals	proposal	N	bn:00064776n	es003.s018.t016	propuestas	propuesta	NOUN	bn:00064776n
d003.s018.t018	for		X		es003.s018.t017	para	para	ADP	
d003.s018.t019	removing	remove	V	bn:00088783v	es003.s018.t018➕es003.s018.t019	eliminar➕las	eliminar	VERB➕DET	bn:00088783v
d003.s018.t020	age	age	N	bn:00001936n	es003.s018.t022	edad	edad	NOUN	bn:00001936n
d003.s018.t021	barriers	barrier	N	bn:00008714n	es003.s018.t020	barreras	barrera	NOUN	bn:00008714n
d003.s018.t022	.		X		es003.s018.t023	.	.	PUNCT	
d003.s019.t001	Thirdly	thirdly	R	bn:00117283r	es003.s019.t002➕es003.s019.t003	tercer➕lugar	tercer	ADJ➕NOUN	bn:00117283r
d003.s019.t002	,		X		es003.s019.t004	,	,	PUNCT	
d003.s019.t003	the		X		es003.s019.t005	el	el	DET	
d003.s019.t004	project	project	N	bn:00064665n	es003.s019.t006	proyecto	proyecto	NOUN	bn:00064665n
d003.s019.t005	documents	document	N		es003.s019.t007	documenta	documenta	ADJ	
d003.s019.t006	and		X		es003.s019.t008	y	y	CCONJ	
d003.s019.t007	assesses	assess	V	bn:00082720v	es003.s019.t009	evalúa	evalúa	VERB	bn:00082720v
d003.s019.t008	initiatives	initiative	N	bn:00034797n	es003.s019.t007➕es003.s019.t010	documenta➕iniciativas	documenta	ADJ➕NOUN	bn:00034797n
d003.s019.t009	,		X		es003.s019.t011	,	,	PUNCT	
d003.s019.t010	in		X		es003.s019.t013	en	en	ADP	
d003.s019.t011	both		X		es003.s019.t012	tanto	tanto	ADV	
d003.s019.t012	the		X		es003.s019.t014	el	el	DET	
d003.s019.t013	public	public	J	bn:00109211a	es003.s019.t016	público	público	ADJ	bn:00109211a
d003.s019.t014	and		X		es003.s019.t017	como	como	SCONJ	
d003.s019.t015	private	private	J	bn:00104973a	es003.s019.t020	privado	privado	NOUN	bn:00104973a
d003.s019.t016	sectors	sector	N	bn:00070206n	es003.s019.t015➕es003.s019.t018	sector➕en	sector	NOUN➕ADP	bn:00070206n
d003.s019.t017	which		X		es003.s019.t022	que	que	PRON	
d003.s019.t018	combat	combat	N		es003.s019.t023	combaten	combatir	VERB	
d003.s019.t019	age	age	N	bn:00001936n	es003.s019.t027	edad	edad	NOUN	bn:00001936n
d003.s019.t020	barriers	barrier	N	bn:00008714n	es003.s019.t025	barreras	barrera	NOUN	bn:00008714n
d003.s019.t021	,		X		es003.s019.t028	,	,	PUNCT	
d003.s019.t022	especially	especially	R	bn:00115235r	es003.s019.t029	especialmente	especialmente	ADV	bn:00115235r
d003.s019.t023	for		X		es003.s019.t030	para	para	ADP	
d003.s019.t024	older	old	J	bn:00096644a	es003.s019.t034	mayor	mayor	ADJ	bn:00096644a
d003.s019.t025	workers	worker	N	bn:00081593n	es003.s019.t032	trabajadores	trabajador	NOUN	bn:00081593n
d003.s019.t026	.		X		es003.s019.t036	.	.	PUNCT	
d003.s020.t001	Seeking	seek	V	bn:00090460v	es003.s020.t001	Buscando	buscar	VERB	bn:00090460v
d003.s020.t002	alternatives	alternative	N	bn:00003132n	es003.s020.t002	alternativas	alternativa	NOUN	bn:00003132n
d003.s020.t003	to		X		es003.s020.t003	a	a	ADP	
d003.s020.t004	early	early	J	bn:00101935a	es003.s020.t006	anticipada	anticipado	ADJ	bn:00101935a
d003.s020.t005	retirement	retirement	N	bn:00067456n	es003.s020.t005	jubilación	jubilación	NOUN	bn:00067456n
d003.s020.t006	and		X		es003.s020.t007	y	y	CCONJ	
d003.s020.t007	redundancy	redundancy	N	bn:00066743n	es003.s020.t009➕es003.s020.t022	despido➕reciclaje	despido	NOUN	bn:00066743n
d003.s020.t008	,		X		es003.s020.t010	,	,	PUNCT	
d003.s020.t009	the		X		es003.s020.t011	el	el	DET	
d003.s020.t010	project	project	N	bn:00064665n	es003.s020.t012	proyecto	proyecto	NOUN	bn:00064665n
d003.s020.t011	is	be	V		es003.s020.t013	se	él	PRON	
d003.s020.t012	primarily	primarily	R	bn:00114714r	es003.s020.t015	principalmente	principalmente	ADV	bn:00114714r
d003.s020.t013	concerned	concern	V	bn:00083240v	es003.s020.t014	ocupa	ocupar	VERB	bn:00083240v
d003.s020.t014	with		X		es003.s020.t016	de	de	ADP	
d003.s020.t015	the		X		es003.s020.t017	la	el	DET	
d003.s020.t016	retention	retention	N	bn:00044396n	es003.s020.t018	retención	retención	NOUN	bn:00044396n
d003.s020.t017	,		X		es003.s020.t019	,	,	PUNCT	
d003.s020.t018	reintegration	reintegrate	V	bn:00092717v	es003.s020.t020	reintegración	reintegración	NOUN	bn:00092717v
d003.s020.t019	and		X		es003.s020.t021	y	y	CCONJ	
d003.s020.t020	retraining	retrain	V	bn:00092953v					
d003.s020.t021	of		X		es003.s020.t023	de	de	ADP	
d003.s020.t022	older	old	J	bn:00096644a	es003.s020.t027	mayor	mayor	ADJ	bn:00096644a
d003.s020.t023	workers	worker	N	bn:00081593n	es003.s020.t025	trabajadores	trabajador	NOUN	bn:00081593n
d003.s020.t024	.		X		es003.s020.t029	.	.	PUNCT	
d003.s021.t001	The		X		es003.s021.t003	el	el	DET	
d003.s021.t002	gender	gender	N	bn:00037634n	es003.s021.t004	género	género	NOUN	bn:00037634n
d003.s021.t003	and		X		es003.s021.t005	y	y	CCONJ	
d003.s021.t004	ethnic	ethnic	J	bn:00100762a	es003.s021.t008	étnico	étnico	ADJ	bn:00100762a
d003.s021.t005	backgrounds	background	N	bn:00007781n	es003.s021.t007➕es003.s021.t008	origen➕étnico	origen	NOUN➕ADJ	bn:00007781n
d003.s021.t006	of		X		es003.s021.t009	de	de	ADP	
d003.s021.t007	workers	worker	N	bn:00081593n	es003.s021.t011	trabajadores	trabajador	NOUN	bn:00081593n
d003.s021.t008	and		X		es003.s021.t012	y	y	CCONJ	
d003.s021.t009	how		X		es003.s021.t013	cómo	cómo	PRON	
d003.s021.t010	these		X						
d003.s021.t011	relate	relate	V	bn:00082868v	es003.s021.t015	relacionan	relacionar	VERB	bn:00082868v
d003.s021.t012	to		X		es003.s021.t016	con	con	ADP	
d003.s021.t013	age	age	N	bn:00001936n	es003.s021.t020	edad	edad	NOUN	bn:00001936n
d003.s021.t014	discrimination	discrimination	N	bn:00027538n	es003.s021.t018	discriminación	discriminación	NOUN	bn:00027538n
d003.s021.t015	are	be	V		es003.s021.t001	Se	él	PRON	
d003.s021.t016	examined	examine	V	bn:00082596v	es003.s021.t002	examinan	examinar	VERB	bn:00082596v
d003.s021.t017	.		X		es003.s021.t021	.	.	PUNCT	
d003.s022.t001	The		X		es003.s022.t001	El	el	DET	
d003.s022.t002	project	project	N	bn:00064665n	es003.s022.t002	proyecto	proyecto	NOUN	bn:00064665n
d003.s022.t003	also	also	R	bn:00114246r	es003.s022.t003	también	también	ADV	bn:00114246r
d003.s022.t004	considers	consider	V	bn:00085648v	es003.s022.t004	considera	considerar	VERB	bn:00085648v
d003.s022.t005	initiatives	initiative	N	bn:00034797n	es003.s022.t005➕es003.s022.t007	iniciativas➕combatir	iniciativa	NOUN➕VERB	bn:00034797n
d003.s022.t006	to		X		es003.s022.t006	para	para	ADP	
d003.s022.t007	combat	combat	V		es003.s022.t007	combatir	combatir	VERB	
d003.s022.t008	age	age	N	bn:00001936n	es003.s022.t011	edad	edad	NOUN	bn:00001936n
d003.s022.t009	discrimination	discrimination	N	bn:00027538n	es003.s022.t009	discriminación	discriminación	NOUN	bn:00027538n
d003.s022.t010	in		X		es003.s022.t012	en	en	ADP	
d003.s022.t011	rural	rural	J	bn:00109998a	es003.s022.t015	rurales	rural	ADJ	bn:00109998a
d003.s022.t012	areas	area	N	bn:00005513n	es003.s022.t014	zonas	zona	NOUN	bn:00005513n
d003.s022.t013	and		X		es003.s022.t016	y	y	CCONJ	
d003.s022.t014	in		X		es003.s022.t017	en	en	ADP	
d003.s022.t015	small	small	J	bn:00106773a	es003.s022.t019	pequeñas	pequeño	ADJ	bn:00106773a
d003.s022.t016	and		X		es003.s022.t020	y	y	CCONJ	
d003.s022.t017	medium	medium	J		es003.s022.t021	medianas	mediano	ADJ	
d003.s022.t018	sized	sized	J		es003.s022.t021	medianas	mediano	ADJ	
d003.s022.t019	enterprises	enterprise	N	bn:00021286n	es003.s022.t015➕es003.s022.t022	rurales➕empresas	rural	ADJ➕NOUN	bn:00021286n
d003.s022.t020	.		X		es003.s022.t023	.	.	PUNCT	
d003.s023.t001	Seven		X		es003.s023.t004	siete	siete	NUM	
d003.s023.t002	member	member	N	bn:00054277n	es003.s023.t006	miembros	miembro	NOUN	bn:00054277n
d003.s023.t003	states	state	N	bn:00011771n	es003.s023.t005	Estados	estado	NOUN	bn:00011771n
d003.s023.t004	are	be	V		es003.s023.t003	abarca	abarcar	VERB	
d003.s023.t005	covered	cover	V	bn:00085497v	es003.s023.t003	abarca	abarcar	VERB	bn:00085497v
d003.s023.t006	by		X						
d003.s023.t007	the		X		es003.s023.t001	El	el	DET	
d003.s023.t008	project	project	N	bn:00064665n	es003.s023.t002	proyecto	proyecto	NOUN	bn:00064665n
d003.s023.t009	:		X		es003.s023.t007	:	:	PUNCT	
d003.s023.t010	Belgium	belgium	N	bn:00009714n	es003.s023.t008	Bélgica	Bélgica	PROPN	bn:00009714n
d003.s023.t011	,		X		es003.s023.t009	,	,	PUNCT	
d003.s023.t012	France	france	N	bn:00036202n	es003.s023.t010	Francia	Francia	PROPN	bn:00036202n
d003.s023.t013	,		X		es003.s023.t011	,	,	PUNCT	
d003.s023.t014	Germany	germany	N	bn:00026684n	es003.s023.t012	Alemania	Alemania	PROPN	bn:00026684n
d003.s023.t015	,		X		es003.s023.t013	,	,	PUNCT	
d003.s023.t016	Greece	greece	N	bn:00030401n	es003.s023.t014	Grecia	Grecia	PROPN	bn:00030401n
d003.s023.t017	,		X		es003.s023.t015	,	,	PUNCT	
d003.s023.t018	Italy	italy	N	bn:00047705n	es003.s023.t016	Italia	Italia	PROPN	bn:00047705n
d003.s023.t019	,		X		es003.s023.t017	,	,	PUNCT	
d003.s023.t020	the		X		es003.s023.t019	Bajos	Bajos	PROPN	
d003.s023.t021	Netherlands	netherlands	N	bn:00044423n	es003.s023.t018	Países	Países	PROPN	bn:00044423n
d003.s023.t022	and		X		es003.s023.t020	y	y	CCONJ	
d003.s023.t023	the		X		es003.s023.t018	Países	Países	PROPN	
d003.s023.t024	United	united	J	bn:00112908a	es003.s023.t021	Reino	Reino	PROPN	bn:00112908a
d003.s023.t025	Kingdom	kingdom	N	bn:00049168n	es003.s023.t022	Unido	Unido	PROPN	bn:00049168n
d003.s023.t026	.		X		es003.s023.t023	.	.	PUNCT	
d004.s001.t001	This		X		es004.s001.t001	Este	este	DET	
d004.s001.t002	document	document	N	bn:00028015n	es004.s001.t002	documento	documento	NOUN	bn:00028015n
d004.s001.t003	is	be	V		es004.s001.t003	es	ser	AUX	
d004.s001.t004	a		X		es004.s001.t004	un	uno	DET	
d004.s001.t005	summary	summary	N	bn:00075142n	es004.s001.t005	resumen	resumen	NOUN	bn:00075142n
d004.s001.t006	of		X		es004.s001.t006	del	del	ADP	
d004.s001.t007	the		X		es004.s001.t007	Informe	Informe	PROPN	
d004.s001.t008	European	european	J	bn:00102440a	es004.s001.t009	Europeo	Europeo	PROPN	bn:00102440a
d004.s001.t009	Public	public	J	bn:00109211a	es004.s001.t008	Público	Público	PROPN	bn:00109211a
d004.s001.t010	Assessment	assessment	N	bn:00005120n	es004.s001.t011	Evaluación	Evaluación	PROPN	bn:00005120n
d004.s001.t011	Report	report	N	bn:00067181n	es004.s001.t007	Informe	Informe	PROPN	bn:00067181n
d004.s001.t012	.		X		es004.s001.t012	.	.	PUNCT	
d004.s002.t001	It		X						
d004.s002.t002	explains	explain	V	bn:00087869v	es004.s002.t001	Explica	explicar	VERB	bn:00087869v
d004.s002.t003	how		X		es004.s002.t002	cómo	cómo	PRON	
d004.s002.t004	the		X		es004.s002.t003	el	el	DET	
d004.s002.t005	Committee	committee	N	bn:00021015n	es004.s002.t004	Comité	Comité	PROPN	bn:00021015n
d004.s002.t006	for		X		es004.s002.t005	de	de	ADP	
d004.s002.t007	Medicinal	medicinal	J	bn:00106556a	es004.s002.t006➕es004.s002.t026	Medicamentos➕medicamento	Medicamentos	PROPN➕NOUN	bn:00106556a
d004.s002.t008	Products	product	N	bn:00064584n	es004.s002.t006	Medicamentos	Medicamentos	PROPN	bn:00064584n
d004.s002.t009	for		X		es004.s002.t007	de	de	ADP	
d004.s002.t010	Veterinary	veterinary	N	bn:00079883n	es004.s002.t009	Veterinario	Veterinario	PROPN	bn:00079883n
d004.s002.t011	Use	use	N	bn:00030627n	es004.s002.t008	Uso	Uso	PROPN	bn:00030627n
d004.s002.t012	(		X		es004.s002.t010	(	(	PUNCT	
d004.s002.t013	CVMP	cvmp	N		es004.s002.t011	CVMP	CVMP	PROPN	
d004.s002.t014	)		X		es004.s002.t012	)	)	PUNCT	
d004.s002.t015	assessed	assess	V	bn:00082720v	es004.s002.t013	evaluó	evaluó	VERB	bn:00082720v
d004.s002.t016	the		X		es004.s002.t014	los	el	DET	
d004.s002.t017	studies	study	N	bn:00074790n	es004.s002.t015	estudios	estudio	NOUN	bn:00074790n
d004.s002.t018	performed	perform	V	bn:00087107v	es004.s002.t016	realizados	realizado	ADJ	bn:00087107v
d004.s002.t019	,		X						
d004.s002.t020	to		X		es004.s002.t017	para	para	ADP	
d004.s002.t021	reach	reach	V	bn:00088789v	es004.s002.t018	llegar	llegar	VERB	bn:00088789v
d004.s002.t022	their		X		es004.s002.t020	sus	su	DET	
d004.s002.t023	recommendations	recommendation	N	bn:00066562n	es004.s002.t021	recomendaciones	recomendación	NOUN	bn:00066562n
d004.s002.t024	on		X		es004.s002.t022	sobre	sobre	ADP	
d004.s002.t025	how		X		es004.s002.t023	cómo	cómo	PRON	
d004.s002.t026	to		X						
d004.s002.t027	use	use	V	bn:00082705v	es004.s002.t024	utilizar	utilizar	VERB	bn:00082705v
d004.s002.t028	the		X		es004.s002.t025	el	el	DET	
d004.s002.t029	medicine	medicine	N	bn:00054128n	es004.s002.t026	medicamento	medicamento	NOUN	bn:00054128n
d004.s002.t030	.		X		es004.s002.t027	.	.	PUNCT	
d004.s003.t001	What		X		es004.s003.t002	Qué	qué	PRON	
d004.s003.t002	is	be	V		es004.s003.t003	es	ser	AUX	
d004.s003.t003	Cerenia	cerenia	N	bn:00923812n	es004.s003.t004	Cerenia	Cerenia	PROPN	bn:00923812n
d004.s003.t004	?		X		es004.s003.t005	?	?	PUNCT	
d004.s004.t001	Cerenia	cerenia	N	bn:00923812n	es004.s004.t001	Cerenia	Cerenia	PROPN	bn:00923812n
d004.s004.t002	contains	contain	V	bn:00085499v	es004.s004.t002	contiene	contener	VERB	bn:00085499v
d004.s004.t003	the		X		es004.s004.t003	el	el	DET	
d004.s004.t004	active	active	J	bn:00096387a	es004.s004.t005	activo	activo	ADJ	bn:00096387a
d004.s004.t005	substance	substance	N	bn:00074985n	es004.s004.t004	principio	principio	NOUN	bn:00074985n
d004.s004.t006	maropitant	maropitant	N	bn:00923812n	es004.s004.t006	maropitant	maropitant	PROPN	bn:00923812n
d004.s004.t007	and		X		es004.s004.t007	y	y	CCONJ	
d004.s004.t008	is	be	V		es004.s004.t008	está	estar	AUX	
d004.s004.t009	available	available	J	bn:00097846a	es004.s004.t009	disponible	disponible	ADJ	bn:00097846a
d004.s004.t010	as		X		es004.s004.t011	forma	forma	NOUN	
d004.s004.t011	tablet	tablet	N	bn:00052222n	es004.s004.t013	comprimidos	comprimido	NOUN	bn:00052222n
d004.s004.t012	or		X		es004.s004.t014	o	o	CCONJ	
d004.s004.t013	as		X						
d004.s004.t014	solution	solution	N	bn:00072760n	es004.s004.t015	solución	solución	NOUN	bn:00072760n
d004.s004.t015	for		X						
d004.s004.t016	injection	injection	N	bn:00046787n	es004.s004.t016	inyectable	inyectable	ADJ	bn:00046787n
d004.s004.t017	.		X		es004.s004.t017	.	.	PUNCT	
d004.s005.t001	The		X		es004.s005.t001	Los	el	DET	
d004.s005.t002	tablets	tablet	N	bn:00052222n	es004.s005.t002	comprimidos	comprimido	NOUN	bn:00052222n
d004.s005.t003	are	be	V		es004.s005.t003	son	ser	AUX	
d004.s005.t004	pale-orange	pale-orange	J		es004.s005.t005➕es004.s005.t006➕es004.s005.t007	color➕naranja➕pálido	color	NOUN➕ADJ➕ADJ	
d004.s005.t005	and		X		es004.s005.t008	y	y	CCONJ	
d004.s005.t006	have	have	V	bn:00088078v	es004.s005.t009	tienen	tener	VERB	bn:00088078v
d004.s005.t007	a		X		es004.s005.t010	una	uno	DET	
d004.s005.t008	score	score	N	bn:00069754n	es004.s005.t011	ranura	ranura	NOUN	bn:00069754n
d004.s005.t009	line	line	N	bn:00023645n	es004.s005.t011	ranura	ranura	NOUN	bn:00023645n
d004.s005.t010	on		X		es004.s005.t012	en	en	ADP	
d004.s005.t011	both		X		es004.s005.t013	ambos	ambos	NUM	
d004.s005.t012	sides	side	N	bn:00032604n	es004.s005.t014	lados	lado	NOUN	bn:00032604n
d004.s005.t013	so	so	R	bn:00117049r	es004.s005.t015	para	para	ADP	bn:00117049r
d004.s005.t014	that		X						
d004.s005.t015	they		X		es004.s005.t017	dividirlos	dividir él	VERB	
d004.s005.t016	can		X		es004.s005.t016	poder	poder	AUX	
d004.s005.t017	be	be	V						
d004.s005.t018	halved	halve	V	bn:00089157v	es004.s005.t017	dividirlos	dividir él	VERB	bn:00089157v
d004.s005.t019	.		X		es004.s005.t021	.	.	PUNCT	
d004.s006.t001	Each		X		es004.s006.t001	Cada	cada	DET	
d004.s006.t002	tablet	tablet	N	bn:00052222n	es004.s006.t002	comprimido	comprimido	NOUN	bn:00052222n
d004.s006.t003	is	be	V		es004.s006.t003	está	estar	AUX	
d004.s006.t004	marked	mark	V	bn:00090663v	es004.s006.t004	marcado	marcado	ADJ	bn:00090663v
d004.s006.t005	with		X		es004.s006.t005	con	con	ADP	
d004.s006.t006	the		X		es004.s006.t006	el	el	DET	
d004.s006.t007	Pfizer	pfizer	N	bn:03463336n	es004.s006.t009	Pfizer	Pfizer	PROPN	bn:03463336n
d004.s006.t008	logo	logo	N	bn:00051872n	es004.s006.t007	logo	logo	NOUN	bn:00051872n
d004.s006.t009	on		X		es004.s006.t010	en	en	ADP	
d004.s006.t010	one		X		es004.s006.t011	un	uno	DET	
d004.s006.t011	side	side	N	bn:00032604n	es004.s006.t012	lado	lado	NOUN	bn:00032604n
d004.s006.t012	and		X		es004.s006.t013	y	y	CCONJ	
d004.s006.t013	with		X		es004.s006.t014	con	con	ADP	
d004.s006.t014	the		X		es004.s006.t015	las	el	DET	
d004.s006.t015	letters	letter	N	bn:00003057n	es004.s006.t016	letras	letra	NOUN	bn:00003057n
d004.s006.t016	MPT	mpt	N		es004.s006.t017	MPT	MPT	PROPN	
d004.s006.t017	and		X		es004.s006.t018	y	y	CCONJ	
d004.s006.t018	the		X		es004.s006.t019	la	el	DET	
d004.s006.t019	quantity	quantity	N	bn:00003603n	es004.s006.t008➕es004.s006.t020	de➕cantidad	de	ADP➕NOUN	bn:00003603n
d004.s006.t020	of		X		es004.s006.t021	de	de	ADP	
d004.s006.t021	maropitant	maropitant	N	bn:00923812n	es004.s006.t022	maropitant	maropitant	PROPN	bn:00923812n
d004.s006.t022	on		X		es004.s006.t023	en	en	ADP	
d004.s006.t023	the		X		es004.s006.t024	el	el	DET	
d004.s006.t024	other	other	J	bn:00108011a	es004.s006.t025	otro	otro	DET	bn:00108011a
d004.s006.t025	side	side	N	bn:00032604n	es004.s006.t026	lado	lado	NOUN	bn:00032604n
d004.s006.t026	.		X		es004.s006.t027	.	.	PUNCT	
d004.s007.t001	What		X		es004.s007.t003	qué	qué	PRON	
d004.s007.t002	is	be	V		es004.s007.t004	se	él	PRON	
d004.s007.t003	Cerenia	cerenia	N	bn:00923812n	es004.s007.t006	Cerenia	Cerenia	PROPN	bn:00923812n
d004.s007.t004	used	use	V	bn:00082705v	es004.s007.t005	utiliza	utilizar	VERB	bn:00082705v
d004.s007.t005	for		X		es004.s007.t002	Para	Para	ADP	
d004.s007.t006	?		X		es004.s007.t007	?	?	PUNCT	
d004.s008.t001	Cerenia	cerenia	N	bn:00923812n	es004.s008.t001	Cerenia	Cerenia	PROPN	bn:00923812n
d004.s008.t002	is	be	V		es004.s008.t002	es	ser	AUX	
d004.s008.t003	an		X		es004.s008.t003	un	uno	DET	
d004.s008.t004	anti-emetic	anti-emetic	N	bn:00004656n	es004.s008.t004	antiemético	antiemético	NOUN	bn:00004656n
d004.s008.t005	,		X		es004.s008.t005	,	,	PUNCT	
d004.s008.t006	this		X		es004.s008.t006	esto	este	PRON	
d004.s008.t007	means	mean	V	bn:00089805v	es004.s008.t007	significa	significar	VERB	bn:00089805v
